,place,도로명,위도,경도,시설구분,5_score,4_score,3_score,2_score,1_score,Total
49,기흥파크뷰(새천년그린빌5단지),경기도 용인시 기흥구 기흥로116번길 60,37.2879835,127.1190086,아파트주차장,15,5,5,0,0,110
50,진산마을성원상떼빌아파트,경기도 용인시 수지구 진산로 24,37.3140878,127.092754,아파트주차장,5,10,10,5,5,110
51,대성파크,경기도 용인시 처인구 포곡읍 전대로78번길 7,37.28559834,127.2170087,숙박업소,10,5,10,5,0,110
52,더리버하임,경기도 용인시 수지구 대지로 19,37.3282911,127.1121787,아파트주차장,10,5,5,5,15,110
53,만현마을2단지현대아이파크,경기도 용인시 수지구 만현로67번길 9,37.3092782,127.0881144,아파트주차장,10,5,10,5,0,110
54,꽃메마을현대홈타운4차3단지,경기도 용인시 수지구 죽전로 87,37.3225289,127.1177435,아파트주차장,5,15,5,0,5,105
55,양현마을신안풍림,경기도 용인시 기흥구 산양로 17,37.2839692,127.1071072,아파트주차장,15,0,5,5,5,105
56,백현마을상록롯데캐슬,경기도 용인시 기흥구 동백5로 79,37.2765666,127.1574882,아파트주차장,10,0,15,5,0,105
57,죽전퍼스트하임,경기도 용인시 수지구 대지로 49,37.3295507,127.1145639,아파트주차장,5,15,5,0,5,105
58,신명스카이뷰,경기도 용인시 수지구 손곡로 53,37.3357194,127.0966761,아파트주차장,5,10,10,5,0,105
59,죽전2동,경기도 용인시 수지구 포은대로 523,37.3324967,127.1128141,관공서,10,5,10,0,5,105
60,갈현마을현대홈타운,경기도 용인시 기흥구 관곡로 16,37.2820122,127.1070063,아파트주차장,15,5,0,5,0,105
61,M모텔,경기도 용인시 기흥구 신갈로58번길 29-21,37.2737918,127.1085275,숙박업소,5,10,5,5,15,105
62,엘지신봉자이2차,경기도 용인시 수지구 신봉2로 72,37.3291472,127.074433,아파트주차장,5,10,10,5,0,105
63,서홍한화꿈에그린,경기도 용인시 수지구 신봉1로48번길 32,37.3233153,127.0811242,아파트주차장,5,5,15,5,5,105
64,죽전7차현대홈타운1단지,경기 용인시 수지구 탄천상로 7,37.3323031,127.1112603,아파트주차장,5,15,5,0,5,105
65,엘레강스모텔,경기도 용인시 기흥구 신갈로84번길 20-17 ,37.2737919,127.1083584,숙박업소,5,10,5,5,15,105
66,수지태영데시앙1차,경기도 용인시 수지구 수지로 166,37.3153691,127.0830441,아파트주차장,5,10,0,15,5,100
67,수지한국,경기도 용인시 수지구 정평로 116,37.3236959,127.0936675,아파트주차장,10,5,5,0,15,100
68,태영데시앙2차,경기도 용인시 수지구 풍덕천로22번길 67,37.3142837,127.0826342,아파트주차장,10,5,5,5,5,100
69,성동마을엘지빌리지6차,경기도 용인시 수지구 성복2로 158,37.3189362,127.0700712,아파트주차장,10,10,0,5,0,100
70,"강남마을자연앤4,6단지",경기도 용인시 기흥구 강남동로 43,37.2704731,127.1319931,아파트주차장,5,10,5,10,0,100
71,광교상떼빌파크뷰(구 상현마을성원상떼빌아파트),경기도 용인시 수지구 상현로 30-10,37.3001978,127.0779709,아파트주차장,15,0,5,0,10,100
72,동백동원로얄듀크,경기도 용인시 기흥구 동백죽전대로 455-17,37.2795982,127.1490963,아파트주차장,15,5,0,0,5,100
73,연원마을벽산아파트,경기도 용인시 기흥구 연원로42번길 2,37.3008836,127.1103555,아파트주차장,5,0,20,5,5,100
74,물푸레마을휴먼시아9단지,경기도 용인시 기흥구 구성로 392,37.2918368,127.1531055,아파트주차장,5,10,5,10,0,100
75,동일하이빌2단지,경기도 용인시 수지구 신봉3로11번길 10-7,37.3258281,127.0677228,아파트주차장,10,5,0,10,10,100
76,도담마을뜨리에체,경기도 용인시 수지구 푸른솔로 49,37.3247753,127.1143729,아파트주차장,15,5,0,0,5,100
77,엘지자이1차,경기도 용인시 수지구 신봉2로 26,37.3260322,127.0782523,아파트주차장,10,5,5,5,5,100
78,삼성모텔,경기도 용인시 처인구 금령로 9,37.23493524,127.1971835,숙박업소,10,10,0,5,0,100
79,동천동,경기도 용인시 수지구 신수로783번길 40,37.341641,127.0989977,관공서,10,10,0,5,0,100
80,헤르메스호텔,경기도 용인시 처인구 포곡읍 전대로78번길 11-12,37.28630919,127.216487,숙박업소,10,5,5,5,5,100
81,수지구청,경기도 용인시 수지구 포은대로 435,37.3241541,127.0932899,관공서,10,5,5,0,15,100
82,수지현대아파트,경기도 용인시 수지구 수지로342번길 18,37.3261735,127.0946781,아파트주차장,0,10,10,10,10,100
83,동아솔레시티,경기도 용인시 기흥구 보정로 30,37.311563,127.1123596,아파트주차장,5,0,10,15,10,95
84,상현현대성우2차,경기도 용인시 수지구 상현로11번길 26,37.3041141,127.0774144,아파트주차장,10,0,15,0,0,95
85,현암마을동성2차,경기도 용인시 수지구 용구대로 2720,37.3274914,127.1100758,아파트주차장,10,5,0,5,15,95
86,행정타운늘푸른오스카빌,경기도 용인시 처인구 중부대로1158번길 12,37.2377369,127.1704115,아파트주차장,5,5,5,15,5,95
87,벽산,경기도 용인시 수지구 용구대로2801번길 41,37.3343396,127.1049406,아파트주차장,15,5,0,0,0,95
88,버들치마을 경남아너스빌1차,경기도 용인시 수지구 성복1로 157,37.3147034,127.0623638,아파트주차장,10,10,0,0,5,95
89,풍림2차,경기도 용인시 수지구 동천로 18,37.3415576,127.1003485,아파트주차장,10,5,5,5,0,95
90,동천동문6차굿모닝힐,경기도 용인시 수지구 동천로 53,37.3398297,127.0972126,아파트주차장,5,10,0,15,0,95
91,역북마을보성,경기도 용인시 처인구 명지로 15-33,37.2349153,127.1916129,아파트주차장,10,10,0,0,5,95
92,죽전아이뷰,경기도 용인시 수지구 현암로 3,37.3321015,127.1101026,아파트주차장,5,15,0,0,10,95
93,꽃메마을현대힐스테이트4차2단지,경기도 용인시 수지구 푸른솔로 56,37.3242317,127.116268,아파트주차장,15,5,0,0,0,95
94,만현마을두산위브,경기도 용인시 수지구 만현로 127,37.3052123,127.0869069,아파트주차장,5,10,10,0,0,95
95,상현2동,경기도 용인시 수지구 만현로 48,37.3121418,127.0872845,관공서,5,0,15,10,5,95
96,용인김량장주공2단지,경기도 용인시 처인구 중부대로1388번길 6-14,37.2332327,127.1963404,아파트주차장,10,10,0,0,5,95
97,스카이1,경기도 용인시 수지구 신수로671번길 14 ,37.328562,127.1015184,숙박업소,0,5,10,20,5,95
98,광교현대프레미오,경기도 용인시 수지구 수지로 41,37.3070642,127.0740607,아파트주차장,10,5,0,10,5,95
99,새천년그린빌주공1단지,경기도 용인시 기흥구 새천년로 13,37.289937,127.1106807,아파트주차장,5,10,5,5,0,90
100,한일유엔아이,경기도 용인시 수지구 신봉1로48번길 29,37.3243278,127.081438,아파트주차장,0,5,15,10,5,90
101,우미이노스빌1차,경기도 용인시 수지구 푸른솔로 88,37.326079,127.1195378,아파트주차장,5,5,5,15,0,90
102,마북e편한세상,경기도 용인시 기흥구 마북로 210,37.306559,127.1285733,아파트주차장,5,10,5,5,0,90
103,백현마을코아루,경기도 용인시 기흥구 동백7로 80,37.2808595,127.159274,아파트주차장,10,0,5,5,15,90
104,광교경남아너스빌,경기도 용인시 수지구 광교마을로 2,37.297037,127.06924,아파트주차장,10,0,5,5,15,90
105,신봉센트레빌1단지,경기도 용인시 수지구 신봉1로172번길 8,37.3288257,127.0698681,아파트주차장,5,10,5,5,0,90
106,금호베스트빌3단지,경기도 용인시 수지구 상현로42번길 40,37.303096,127.0820606,아파트주차장,15,0,0,5,5,90
107,교동마을정광,경기도 용인시 기흥구 마북로154번길 16,37.3021864,127.1248314,아파트주차장,5,5,5,10,10,90
108,그린장여관,경기도 용인시 처인구 중부대로 1379,37.23417146,127.1979569,숙박업소,10,10,0,0,0,90
109,큐 모텔,경기도 용인시 기흥구 신갈로58번길 29-18,37.27372597,127.1090069,숙박업소,5,5,5,10,10,90
110,광교힐스테이트,경기도 용인시 수지구 수지로 75,37.3084294,127.0740643,아파트주차장,5,10,0,10,5,90
111,신정마을주공1단지아파트,경기도 용인시 수지구 풍덕천로 91,37.3220492,127.0918527,아파트주차장,10,5,0,0,20,90
112,동부1차,경기도 용인시 수지구 수지로 323,37.3280158,127.0928698,아파트주차장,5,5,0,20,5,90
113,수지강남빌리지,경기도 용인시 수지구 수지로113번길 16,37.3141146,127.077801,아파트주차장,10,5,0,5,10,90
114,성산마을신영지웰,경기도 용인시 기흥구 동백5로 41,37.2759049,127.1547939,아파트주차장,10,10,0,0,0,90
115,수진마을2단지,경기도 용인시 수지구 손곡로 54,37.3368172,127.0965918,아파트주차장,5,10,5,5,0,90
116,죽현마을아이파크1차,경기도 용인시 기흥구 보정로 87,37.3179762,127.1138299,아파트주차장,15,0,0,5,0,85
117,하마비마을동부센트레빌,경기도 용인시 기흥구 구성로 97,37.2949115,127.1218581,아파트주차장,5,5,5,5,15,85
118,수지보원아파트,경기도 용인시 수지구 수풍로 16,37.3264316,127.0903828,아파트주차장,5,5,10,5,0,85
119,래미안이스트팰리스1단지,경기도 용인시 수지구 동천로153번길 7,37.3363875,127.0880283,아파트주차장,5,10,0,10,0,85
120,래미안이스트팰리스2단지,경기도 용인시 수지구 동천로113번길 10,37.3364872,127.0900934,아파트주차장,5,5,0,20,0,85
121,교동마을현대홈타운,경기도 용인시 기흥구 마북로 124-9,37.3003471,127.1245561,아파트주차장,5,5,10,5,0,85
122,스카이2,경기도 용인시 수지구 신수로671번길 14 ,37.3283461,127.1011006,숙박업소,0,5,10,15,5,85
123,만현마을3단지성원상떼빌,경기도 용인시 수지구 만현로67번길 19,37.3097039,127.0902639,아파트주차장,15,0,0,5,0,85
124,만현마을쌍용3차,경기도 용인시 수지구 만현로 99,37.3074042,127.0867405,아파트주차장,0,15,5,5,0,85
125,동보1차,경기도 용인시 수지구 풍덕천로 161,37.3256226,127.0979445,아파트주차장,0,5,10,15,5,85
126,풍덕천1동,경기도 용인시 수지구 수지로342번길 3,37.3278713,127.0950572,관공서,5,5,5,10,5,85
127,신촌마을상록데시앙,경기도 용인시 기흥구 보정로 26,37.3131032,127.1105962,아파트주차장,5,5,5,10,5,85
128,민속장,경기도 용인시 기흥구 신갈로 2 ,37.2666582,127.1055751,숙박업소,5,5,0,10,20,85
129,현대홈타운4차1단지,경기도 용인시 수지구 푸른솔로 55,37.3254573,127.1168878,아파트주차장,5,5,5,10,5,85
130,휴먼시아흥덕마을1단지,경기도 용인시 기흥구 흥덕1로79번길 9,37.2744927,127.0691151,아파트주차장,5,5,10,5,0,85
131,구갈우림,경기도 용인시 기흥구 신구로42번길 15,37.2760598,127.1117054,아파트주차장,0,5,5,10,25,80
132,죽전누리에뜰,경기도 용인시 기흥구 죽전로 20,37.320049,127.1108698,아파트주차장,0,5,15,5,5,80
133,파인힐,경기도 용인시 수지구 풍덕천로172번길 19-15 ,37.3245612,127.1017952,숙박업소,0,10,10,5,0,80
134,인정피렌체빌리지1차,경기도 용인시 처인구 한터로152번길 45,37.2461609,127.2308262,아파트주차장,5,0,15,5,0,80
135,물푸레마을휴먼시아7단지,경기도 용인시 기흥구 구성로 395,37.2929383,127.1517849,아파트주차장,5,5,5,10,0,80
136,수지파크푸르지오,경기도 용인시 수지구 풍덕천로171번길 9,37.326677,127.0990275,아파트주차장,0,10,5,10,5,80
137,상현마을동일스위트,경기도 용인시 수지구 상현로42번길 46,37.3041056,127.0821194,아파트주차장,10,0,5,5,5,80
138,용인죽전동부센트레빌,경기도 용인시 수지구 대지로 139,37.3303433,127.124804,아파트주차장,0,0,15,15,5,80
139,서홍마을벽산블루밍,경기도 용인시 수지구 신봉1로48번길 45,37.324157,127.082767,아파트주차장,0,5,15,5,5,80
140,영덕신일,경기도 용인시 기흥구 덕영대로2077번길 20,37.2675494,127.095916,아파트주차장,10,0,10,0,0,80
141,래미안수지이스트파크,경기도 용인시 수지구 신수로683번길 19,37.3305836,127.1003832,아파트주차장,5,0,10,10,5,80
142,신정마을극동임광,경기도 용인시 수지구 정평로 73,37.3224623,127.0886197,아파트주차장,0,10,10,5,0,80
143,청현마을 두진,경기도 용인시 기흥구 덕영대로2077번길 8,37.2686108,127.096387,아파트주차장,10,0,10,0,0,80
144,보뜨랑마을벽산블루밍,경기도 용인시 수지구 신수로783번길 50,37.3421561,127.0986033,아파트주차장,10,5,0,5,0,80
145,동일하이빌2차,경기도 용인시 기흥구 언남로 15,37.2933368,127.1275089,아파트주차장,10,5,0,0,5,75
146,성복아이파크,경기도 용인시 수지구 성복1로 222,37.3175005,127.0653222,아파트주차장,0,5,15,5,0,75
147,성복역 KCC스위첸,경기도 용인시 수지구 성복1로 62,37.3175005,127.0653222,아파트주차장,0,5,15,5,0,75
148,꽃메마을아이파크2차,경기도 용인시 수지구 죽전로 121,37.3238557,127.1207011,아파트주차장,10,5,0,0,5,75
149,성복역 롯데캐슬 클라시엘 아파트,경기도 용인시 수지구 성복1로 35,37.3175005,127.0653222,아파트주차장,0,5,15,5,0,75
150,동천동문5차굿모닝힐,경기도 용인시 수지구 동천로 64,37.340029,127.0958119,아파트주차장,5,5,0,15,0,75
151,성복역 롯데캐슬파크나인아파트,경기도 용인시 수지구 성복1로 13,37.3175005,127.0653222,아파트주차장,0,5,15,5,0,75
152,기흥삼정,경기도 용인시 기흥구 사은로 64,37.2547375,127.1123312,아파트주차장,0,15,5,0,0,75
153,더샵수지포레,경기도 용인시 수지구 만현로67번길 20,37.3086893,127.0899616,아파트주차장,10,0,5,5,0,75
154,영통로 효성해링턴 플레이스 아파트,경기도 용인시 기흥구 서그내로16번길 30,37.2448481,127.070907,아파트주차장,0,15,0,0,15,75
155,수지푸르지오월드마크,경기도 용인시 수지구 포은대로 467,37.3133529,127.0908014,아파트주차장,5,5,5,5,5,75
156,현대성우,경기도 용인시 수지구 풍덕천로 52,37.3182804,127.0902633,아파트주차장,0,5,10,10,5,75
157,수지 성복 효성해링턴코트,경기도 용인시 수지구 성복1로281번길 20,37.3175005,127.0653222,아파트주차장,0,5,15,5,0,75
158,풍림고층,경기도 용인시 기흥구 신구로42번길 22,37.2756313,127.1117522,아파트주차장,0,5,5,10,20,75
159,진우,경기도 용인시 처인구 중부대로 1144,37.2390156,127.1717026,아파트주차장,0,5,5,15,10,75
160,성복힐스테이트1차,경기도 용인시 수지구 성복1로 91,37.3155023,127.0690598,아파트주차장,5,10,0,5,0,75
161,성복역서희스타힐스,경기도 용인시 수지구 성복1로 80,37.3175005,127.0653222,아파트주차장,0,5,15,5,0,75
162,파크시엘아파트,경기도 용인시 기흥구 새천년로 40,37.2885804,127.114221,아파트주차장,5,5,5,5,5,75
163,신우,경기도 용인시 처인구 중부대로1388번길 12,37.2324064,127.1975415,아파트주차장,10,5,0,0,0,70
164,진산마을삼성5차아파트,경기도 용인시 수지구 진산로66번길 10,37.3163032,127.0941128,아파트주차장,0,5,0,20,10,70
165,신정마을성지,경기도 용인시 수지구 정평로 61,37.3214227,127.0866758,아파트주차장,5,5,5,5,0,70
166,선비파크,경기도 용인시 기흥구 상갈로 13,37.26779792,127.107233,숙박업소,5,5,0,5,15,70
167,명동여인숙,경기도 용인시 처인구 포곡읍 전대로78번길 16-1 ,37.2863223,127.2172302,숙박업소,5,5,5,5,0,70
168,역북마을신성,경기도 용인시 처인구 명지로 15-5,37.2351715,127.189674,아파트주차장,10,0,5,0,5,70
169,광교쌍용포레듀엔3단지,경기도 용인시 수지구 상현로 30-9,37.301998,127.0784092,아파트주차장,5,0,10,5,5,70
170,e편한세상 수지아파트,경기도 용인시 수지구 포은대로313번길 7-10,37.3145055,127.0857938,아파트주차장,0,10,0,15,0,70
171,새천년그린빌주공3단지,경기도 용인시 기흥구 새천년로16번길 16,37.2883351,127.1102315,아파트주차장,0,5,10,10,0,70
172,백현마을서해그랑블,경기도 용인시 기흥구 동백8로 89,37.2849797,127.16086,아파트주차장,0,5,5,15,5,70
173,성복동,경기도 용인시 수지구 성복1로 100,37.3164107,127.0689606,관공서,5,5,5,5,0,70
174,기흥동부아파트,경기도 용인시 기흥구 구갈로28번길 32,37.276744,127.1147408,아파트주차장,0,10,10,0,0,70
175,기흥구청,경기도 용인시 기흥구 관곡로 95,37.2802242,127.1151398,관공서,0,5,15,0,5,70
176,구갈한성2차,경기도 용인시 기흥구 구갈로 16,37.2762069,127.1131707,아파트주차장,0,10,5,5,5,70
177,신봉동 동도센트리움,경기도 용인시 수지구 신봉3로 6,37.3264919,127.0657722,아파트주차장,10,0,0,5,10,70
178,수지4차삼성,경기도 용인시 수지구 수풍로 90,37.3307712,127.0940328,아파트주차장,0,0,15,10,5,70
179,새터마을죽전힐스테이트,경기도 용인시 수지구 현암로125번길 11,37.3344908,127.1212644,아파트주차장,10,0,5,0,5,70
180,민속마을 신창미션힐,경기도 용인시 기흥구 사은로126번길 33,37.2523963,127.122345,아파트주차장,0,0,20,5,0,70
181,현대성우5차,경기도 용인시 수지구 상현로 119-6,37.309069,127.0838877,아파트주차장,10,0,0,10,0,70
182,벽산첼시빌2,경기도 용인시 수지구 성복1로 107,37.3144979,127.0663465,아파트주차장,10,5,0,0,0,70
183,G7,경기도 용인시 처인구 포곡읍 전대로78번길 14-6,37.28609575,127.217695,숙박업소,5,5,5,5,0,70
184,자연파크,경기도 용인시 처인구 포곡읍 전대로78번길 14-4,37.28608641,127.2175596,숙박업소,5,5,5,5,0,70
185,백현마을경남아너스빌,경기도 용인시 기흥구 동백8로131번길 9,37.2834609,127.1647438,아파트주차장,5,5,5,5,0,70
186,샘골마을신미주1단지,경기도 용인시 처인구 백옥대로621번길 11,37.1922759,127.2045139,아파트주차장,5,5,5,0,5,65
187,수지건영,경기도 용인시 수지구 수풍로23번길 25,37.3303717,127.0923377,아파트주차장,0,0,10,15,5,65
188,백현마을동일하이빌,경기도 용인시 기흥구 동백중앙로 312,37.2798532,127.1576534,아파트주차장,5,5,0,5,10,65
189,호수마을월드메르디앙,경기도 용인시 기흥구 동백8로 19,37.2864301,127.1532112,아파트주차장,0,10,5,5,0,65
190,성복역리버파크,경기도 용인시 수지구 포은대로 298,37.3133352,127.0874438,아파트주차장,5,0,5,10,5,65
191,만현마을1단지롯데캐슬,경기도 용인시 수지구 만현로 25,37.3130672,127.0884511,아파트주차장,5,0,5,10,5,65
192,인정프린스4차,경기도 용인시 기흥구 중부대로 820,37.2559873,127.1428991,아파트주차장,0,0,20,0,5,65
193,초입마을삼익풍림동아,경기도 용인시 수지구 문인로 59,37.3320489,127.0960328,아파트주차장,5,0,10,5,0,65
194,풍산햇빛마을,경기도 용인시 처인구 백옥대로2332번길 21-8,37.3326198,127.2496088,아파트주차장,5,5,5,0,5,65
195,연원마을성원아파트,경기도 용인시 기흥구 연원로 49,37.3036996,127.1100054,아파트주차장,5,0,10,0,10,65
196,구갈세종그랑시아 2단지,경기도 용인시 기흥구 기흥로38번길 34,37.2785323,127.118202,아파트주차장,0,5,10,0,15,65
197,원천마을푸르지오,경기도 용인시 수지구 고기로 3,37.342434,127.1010208,아파트주차장,10,0,5,0,0,65
198,용인인정프린스2차,경기도 용인시 처인구 경안천로 378,37.2644087,127.2163425,아파트주차장,5,5,0,5,10,65
199,금화마을주공3단지,경기도 용인시 기흥구 금화로11번길 10,37.2624271,127.1071395,아파트주차장,0,10,5,5,0,65
200,행림마을진로,경기도 용인시 수지구 고기로 11,37.3423097,127.0999592,아파트주차장,10,0,5,0,0,65
201,신정마을7단지 상록아파트,경기도 용인시 수지구 풍덕천로 75,37.3208701,127.0899184,아파트주차장,0,5,10,5,5,65
202,수지한성,경기도 용인시 수지구 문정로 55,37.3247818,127.0927439,아파트주차장,0,10,5,0,10,65
203,흥덕마을3단지,경기도 용인시 기흥구 흥덕2로 80,37.2744849,127.0749098,아파트주차장,5,10,0,0,0,65
204,연원마을현대,경기도 용인시 기흥구 연원로 60,37.3025605,127.112153,아파트주차장,5,5,5,0,5,65
205,호수마을서해그랑블,경기도 용인시 기흥구 동백7로 56,37.2818739,127.1574618,아파트주차장,10,0,0,5,5,65
206,힐호텔,경기도 용인시 수지구 풍덕천로190번길 14-1,37.32513458,127.1015734,숙박업소,0,10,5,5,0,65
207,모현모텔,경기도 용인시 처인구 모현읍 백옥대로2384번길 21-27,37.33660294,127.2507631,숙박업소,5,5,5,0,5,65
208,호텔172st,경기도 용인시 수지구 풍덕천로172번길 19-15 ,37.3246397,127.1018356,숙박업소,0,10,5,5,0,65
209,만현마을5단지현대,경기도 용인시 수지구 만현로 79,37.3086236,127.0867709,아파트주차장,0,10,5,5,0,65
210,호반베르디움,경기도 용인시 기흥구 구성로 411,37.2933522,127.153834,아파트주차장,5,10,0,0,0,65
211,인정프린스3차,경기도 용인시 처인구 경안천로 368,37.2638714,127.2167134,아파트주차장,5,5,0,5,10,65
212,수진마을써니벨리,경기도 용인시 수지구 손곡로 82,37.3368954,127.0936173,아파트주차장,10,0,0,5,0,60
213,호수마을주공3단지,경기도 용인시 기흥구 동백8로 64,37.2840116,127.1577695,아파트주차장,5,5,5,0,0,60
214,역삼동,경기도 용인시 처인구 명지로 16,37.2345179,127.1879177,관공서,0,0,15,5,5,60
215,마평우성,경기도 용인시 처인구 금령로173번길 5,37.234869,127.2150041,아파트주차장,0,0,15,5,5,60
216,힐스테이트기흥,경기도 용인시 기흥구 기흥역로 63,37.275657,127.115944,아파트주차장,0,10,0,5,10,60
217,신정마을현대프라임,경기도 용인시 수지구 정평로 89,37.323384,127.0901363,아파트주차장,5,0,5,5,10,60
