,place,도로명,위도,경도,시설구분,5_score,4_score,3_score,2_score,1_score,Total
218,용인 명지대역 동원로얄듀크아파트,경기도 용인시 처인구 명지로16번길 26,37.2345179,127.1879177,아파트주차장,0,0,15,5,5,60
219,기흥역 더샵 아파트,경기도 용인시 기흥구 기흥역로58번길 78,37.275657,127.115944,아파트주차장,0,10,0,5,10,60
220,기흥역 롯데캐슬레이시티,경기도 용인시 기흥구 기흥역로 9,37.275657,127.115944,아파트주차장,0,10,0,5,10,60
221,기흥역지웰푸르지오(주상복합),경기도 용인시 기흥구 기흥역로 16,37.275657,127.115944,아파트주차장,0,10,0,5,10,60
222,기흥역파크푸르지오아파트,경기도 용인시 기흥구 기흥역로58번길 56,37.275657,127.115944,아파트주차장,0,10,0,5,10,60
223,우미 린 센트럴파크 관리사무소,경기도 용인시 처인구 명지로16번길 25,37.2345179,127.1879177,아파트주차장,0,0,15,5,5,60
224,도담마을9단지죽전파크빌,경기도 용인시 수지구 정든로 22,37.3277268,127.1161188,아파트주차장,0,5,10,0,10,60
225,에덴하우스,경기도 용인시 기흥구 사은로84번길 3 ,37.255351,127.1147127,숙박업소,0,15,0,0,0,60
226,성복역 롯데캐슬 골드타운,경기도 용인시 수지구 성복2로 10,37.3173486,127.0657805,아파트주차장,0,5,10,5,0,60
227,리스빌,경기도 용인시 처인구 금령로 157,37.23486879,127.2137824,숙박업소,0,0,15,5,5,60
228,대성여인숙,경기도 용인시 수지구 풍덕천로172번길 19-2 ,37.324039,127.101332,숙박업소,0,5,10,5,0,60
229,Q(큐)호텔,경기도 용인시 처인구 포곡읍 전대로110번길 10-3,37.2868472,127.2159236,숙박업소,5,5,0,5,5,60
230,성복자이2차,경기도 용인시 수지구 성복2로 251,37.3173486,127.0657805,아파트주차장,0,5,10,5,0,60
231,용천여인숙,경기도 용인시 처인구 이동읍 원천로 3,37.1943356,127.2072612,숙박업소,5,5,5,0,0,60
232,용인라마다호텔,경기도 용인시 처인구 포곡읍 마성로 420,37.2865127,127.2165429,숙박업소,5,5,0,5,5,60
233,신동백서해그랑블2차,경기도 용인시 기흥구 언동로217번길 31,37.277518,127.1473891,아파트주차장,10,0,0,5,0,60
234,온천장,경기도 용인시 처인구 양지면 양지로 142,37.2343957,127.2839965,숙박업소,5,5,5,0,0,60
235,G모텔,경기도 용인시 기흥구 신갈로58번길 29-7,37.27333733,127.1086931,숙박업소,5,0,5,5,10,60
236,용인보라해링턴플레이스아파트,경기도 용인시 기흥구 사은로84번길 10,37.2549828,127.1146427,아파트주차장,0,15,0,0,0,60
237,예진마을3차,경기도 용인시 처인구 한터로152번길 62,37.2444956,127.2309547,아파트주차장,5,5,5,0,0,60
238,블루힐,경기도 용인시 처인구 포곡읍 전대로78번길 23,37.2869629,127.2167584,숙박업소,5,5,0,5,5,60
239,어정마을서희삼정,경기도 용인시 기흥구 언동로 193-26,37.2792899,127.1450661,아파트주차장,5,5,0,5,5,60
240,성복자이1차,경기도 용인시 수지구 성복1로164번길 20,37.3172069,127.0653698,아파트주차장,0,5,10,5,0,60
241,죽전역솔하임,경기도 용인시 수지구 정든로 5,37.3274678,127.1145453,아파트주차장,0,5,10,0,10,60
242,골든튤립에버용인호텔,경기도 용인시 처인구 포곡읍 전대로78번길 19-2,37.2869629,127.2167584,숙박업소,5,5,0,5,5,60
243,용인흥덕아델리움8단지,경기도 용인시 기흥구 흥덕2로118번길 25,37.2718661,127.0737664,아파트주차장,0,10,0,5,5,55
244,용인구갈8,경기도 용인시 기흥구 강남동로 92,37.2713311,127.1357165,아파트주차장,0,5,10,0,5,55
245,웰스톤시티,경기도 용인시 수지구 신봉2로 60,37.3288652,127.0722041,아파트주차장,0,10,5,0,0,55
246,꽃메마을현대홈타운4-4,경기도 용인시 수지구 푸른솔로 20,37.3216441,127.1163051,아파트주차장,0,10,5,0,0,55
247,서그내마을SK,경기도 용인시 기흥구 예현로 15,37.2445199,127.0716548,아파트주차장,0,10,0,0,15,55
248,서원마을현대홈타운,경기도 용인시 수지구 포은대로 231,37.3092789,127.0817903,아파트주차장,0,5,5,10,0,55
249,죽전자이2차,경기도 용인시 기흥구 용구대로2469번길 20,37.3079519,127.1063048,아파트주차장,0,10,5,0,0,55
250,신원2차,경기도 용인시 처인구 포곡로 98-1,37.2671718,127.2174808,아파트주차장,0,5,10,0,5,55
251,흥덕마을주공4단지,경기도 용인시 기흥구 흥덕2로 46,37.2716868,127.0741818,아파트주차장,0,10,0,5,5,55
252,신정마을9단지,경기도 용인시 수지구 풍덕천로 76,37.3196623,127.0919751,아파트주차장,0,0,15,0,10,55
253,금호어울림아파트,경기도 용인시 처인구 금령로13번길 13,37.2362757,127.1970058,아파트주차장,0,10,0,5,5,55
254,금전마을리슈빌아파트,경기도 용인시 처인구 둔전로 15,37.2666255,127.2160929,아파트주차장,0,5,10,0,5,55
255,광교산자이아파트,경기도 용인시 수지구 신봉2로 93,37.3288652,127.0722041,아파트주차장,0,10,5,0,0,55
256,죽전주공8단지,경기도 용인시 수지구 죽전로27번길 60,37.32504,127.1128928,아파트주차장,10,0,0,0,5,55
257,수지동문,경기도 용인시 수지구 수풍로 47,37.3288252,127.091137,아파트주차장,0,5,5,10,0,55
258,창죽벽산첼시빌,경기도 용인시 수지구 용구대로2771번길 88,37.3372768,127.1058537,아파트주차장,5,5,0,5,0,55
259,호수마을상록롯데캐슬,경기도 용인시 기흥구 동백평촌로 70,37.2795394,127.1556001,아파트주차장,5,5,0,0,10,55
260,청덕마을광도와이드빌,경기도 용인시 기흥구 언동로71번길 64,37.2876158,127.1456712,아파트주차장,5,5,0,5,0,55
261,화성파크드림아파트,경기도 용인시 기흥구 한보라2로 93,37.24867,127.1121499,아파트주차장,0,10,5,0,0,55
262,힐스테이트 광교산,경기도 용인시 수지구 신봉2로 154,37.3288652,127.0722041,아파트주차장,0,10,5,0,0,55
263,흥덕우미린레이크포레,경기도 용인시 기흥구 흥덕2로118번길 26,37.2718661,127.0737664,아파트주차장,0,10,0,5,5,55
264,해든마을동문굿모닝힐,경기도 용인시 기흥구 동백죽전대로 455-10,37.2802174,127.1508744,아파트주차장,10,0,0,0,5,55
265,동백동,경기도 용인시 기흥구 동백중앙로 214,37.2705385,127.1563635,관공서,5,0,5,5,5,55
266,상갈동,경기도 용인시 기흥구 상갈로 2,37.2665434,127.1076299,관공서,0,5,0,10,15,55
267,유림장,경기도 용인시 처인구 금령로 136-2,37.23490759,127.2112006,숙박업소,5,0,5,5,5,55
268,광교상록자이,경기도 용인시 수지구 광교마을로 62,37.2964591,127.0715785,아파트주차장,5,0,5,5,5,55
269,대원칸타빌,경기도 용인시 기흥구 동백2로 37,37.2694433,127.156581,아파트주차장,5,0,10,0,0,55
270,광교마을45단지,경기도 용인시 수지구 광교마을로 11,37.2964591,127.0715785,아파트주차장,5,0,5,5,5,55
271,동문그린,경기도 용인시 수지구 고기로45번길 58,37.3392899,127.0927274,아파트주차장,10,0,0,0,5,55
272,영덕동,경기도 용인시 기흥구 흥덕2로 118번길 2,37.2718661,127.0737664,관공서,0,10,0,5,5,55
273,호텔스테이,경기도 용인시 처인구 금령로 142-1,37.23481058,127.2120803,숙박업소,5,0,5,5,5,55
274,동천마을동문3차,경기도 용인시 수지구 동천로 93,37.3383055,127.0937324,아파트주차장,10,0,0,0,5,55
275,동천자이아파트,경기도 용인시 수지구 고기로 89,37.3453396,127.0929391,아파트주차장,5,0,5,5,5,55
276,남양모텔,경기도 용인시 기흥구 중부대로 313,37.27076341,127.1018036,숙박업소,5,0,0,15,0,55
277,수지LG빌리지1차,경기도 용인시 수지구 성복2로 86,37.3169439,127.075941,아파트주차장,5,5,0,5,0,55
278,물푸레마을휴먼시아5단지,경기도 용인시 기흥구 구성3로 38,37.2955695,127.150906,아파트주차장,5,0,5,5,5,55
279,새터마을모아미래도,경기도 용인시 수지구 대지로 127,37.3304542,127.1220268,아파트주차장,5,5,0,5,0,55
280,수원동마을쌍용아파트,경기도 용인시 기흥구 중부대로788번길 22,37.2572094,127.1389599,아파트주차장,5,5,0,5,0,55
281,리츠모텔,경기도 용인시 처인구 포곡읍 전대로78번길 18-1,37.28652763,127.2173662,숙박업소,5,5,0,5,0,55
282,신라파크모텔,경기도 용인시 기흥구 중부대로 317 ,37.27092725,127.1022765,숙박업소,5,0,0,15,0,55
283,도담마을롯데캐슬,경기도 용인시 수지구 대지로 64,37.3285682,127.116452,아파트주차장,0,0,10,5,10,50
284,에이스호텔,경기도 용인시 기흥구 신갈로 5-15,37.2685419,127.1049125,숙박업소,5,5,0,0,5,50
285,서천마을휴먼시아3단지,경기도 용인시 기흥구 서천서로 125,37.235632,127.0701048,아파트주차장,0,5,5,5,5,50
286,언남동부,경기도 용인시 기흥구 구성로 123,37.2932336,127.1226896,아파트주차장,0,5,5,0,15,50
287,초록마을 풍림아파트,경기도 용인시 기흥구 어정로 80,37.2725703,127.1398269,아파트주차장,5,5,0,0,5,50
288,센트럴파크원,경기도 용인시 기흥구 서천서로 27,37.235632,127.0701048,아파트주차장,0,5,5,5,5,50
289,임원마을영화1차,경기도 용인시 처인구 경안천로256번길 47-16,37.2529612,127.2260811,아파트주차장,5,0,5,0,10,50
290,우남퍼스트빌,경기도 용인시 수지구 신봉1로 27,37.319775,127.0806664,아파트주차장,5,5,0,0,5,50
291,수원동마을쌍용스윗닷홈2단지,경기도 용인시 기흥구 중부대로788번길 15,37.2558923,127.1414775,아파트주차장,0,0,15,0,5,50
292,이삭베스트,경기도 용인시 처인구 경안천로256번길 47-14,37.2524826,127.2271614,아파트주차장,5,0,5,0,10,50
293,금화마을주공5단지,경기도 용인시 기흥구 금화로82번길 17,37.2663947,127.1121786,아파트주차장,0,0,10,10,0,50
294,역북마을금강,경기도 용인시 처인구 명지로 15-29,37.2346235,127.1915123,아파트주차장,5,5,0,0,5,50
295,드림랜드,경기도 용인시 기흥구 용구대로2152번길 39,37.2802117,127.1102189,아파트주차장,0,10,0,0,10,50
296,동천 파크 자이 아파트,경기도 용인시 수지구 동천로153번길 79,37.3356424,127.086916,아파트주차장,5,5,0,0,5,50
297,삼성1차,경기도 용인시 수지구 수풍로 13,37.3261767,127.0887576,아파트주차장,0,5,10,0,0,50
298,제일여인숙,경기도 용인시 기흥구 구성로 76 ,37.2945428,127.1177481,숙박업소,0,5,5,5,5,50
299,서홍마을현대효성,경기도 용인시 수지구 신봉1로 28,37.3209663,127.0819607,아파트주차장,5,0,5,5,0,50
300,덕창장,경기도 용인시 기흥구 중부대로 375 ,37.2721789,127.1085478,숙박업소,0,0,10,5,10,50
301,래미안이스트팰리스3단지,경기도 용인시 수지구 동천로135번길 21,37.3338596,127.0890372,아파트주차장,5,5,0,0,5,50
302,양지마을신원아침도시,경기도 용인시 처인구 교동로 1,37.2349109,127.2853868,아파트주차장,10,0,0,0,0,50
303,한보라마을휴먼시아4단지,경기도 용인시 기흥구 한보라1로43번길 23,37.250131,127.1113527,아파트주차장,0,5,10,0,0,50
304,꽃메마을극동스타클래스,경기도 용인시 수지구 죽전로 116,37.3225553,127.1211709,아파트주차장,5,5,0,0,5,50
305,벽산블루밍,경기도 용인시 수지구 수지로 68,37.3088564,127.07752,아파트주차장,0,5,5,5,0,45
306,신일유토빌,경기도 용인시 기흥구 어정로 62-7,37.2711718,127.1390783,아파트주차장,5,5,0,0,0,45
307,호수마을자연앤데시앙,경기도 용인시 기흥구 동백8로 9,37.2868152,127.1516292,아파트주차장,0,5,5,5,0,45
308,호텔 문라이즈(Hotel Moonrise),경기도 용인시 수지구 풍덕천로190번길 26,37.32432513,127.1021081,숙박업소,0,5,5,5,0,45
309,상현마을현대성우1차,경기도 용인시 수지구 상현로 100,37.304552,127.0847265,아파트주차장,0,5,0,10,5,45
310,풍산,경기도 용인시 수지구 수지로78번길 20,37.309859,127.0768963,아파트주차장,0,5,5,5,0,45
311,초당마을삼부르네상스아파트,경기도 용인시 기흥구 동백1로 9,37.2642454,127.1574124,아파트주차장,5,5,0,0,0,45
312,성복역 아이파크,경기도 용인시 수지구 상현로 142,37.3111606,127.0854248,아파트주차장,5,0,5,0,5,45
313,용인마평,경기도 용인시 처인구 고림로 22,37.2356367,127.2143256,아파트주차장,0,0,10,5,5,45
314,버들치마을경남아너스빌2차,경기도 용인시 수지구 성복1로163번길 11,37.3155315,127.0606612,아파트주차장,5,5,0,0,0,45
315,물푸레마을휴먼시아2단지,경기도 용인시 기흥구 구성3로 37,37.2954196,127.1492204,아파트주차장,5,0,5,0,5,45
316,기흥더샵프라임뷰,경기 용인시 기흥구 구갈로 71-18,37.2816781,127.1101464,아파트주차장,0,5,0,10,5,45
317,포레나광교상현,경기도 용인시 수지구 수지로 17,37.3201986,127.0857095,아파트주차장,5,0,0,5,10,45
318,인정멜로디,경기도 용인시 처인구 포곡로61번길 17,37.2701831,127.2123037,아파트주차장,5,0,5,0,5,45
319,용인삼환나우빌아파트,경기도 용인시 처인구 중부대로 1348,37.2336191,127.1945985,아파트주차장,0,5,0,10,5,45
320,풍덕천동 한샘 더랜드마크,경기도 용인시 수지구 포은대로 477,37.3240079,127.1019727,아파트주차장,0,5,5,5,0,45
321,예진마을2차,경기도 용인시 처인구 한터로152번길 15,37.2467124,127.2290272,아파트주차장,0,0,15,0,0,45
322,보라마을현대모닝사이드2차,경기 용인시 기흥구 용구대로 1842,37.2528157,127.1063669,아파트주차장,0,0,5,10,10,45
323,삼성래미안,경기도 용인시 기흥구 한보라1로64번길 22,37.2517612,127.1063354,아파트주차장,0,0,5,10,10,45
324,신정마을6단지상록,경기도 용인시 수지구 풍덕천로 33,37.3187877,127.0869875,아파트주차장,5,0,0,0,20,45
325,아스트로호텔,경기도 용인시 수지구 포은대로 479,37.32415417,127.1021993,숙박업소,0,5,5,5,0,45
326,수지에듀파크,경기도 용인시 수지구 정평로13번길 20,37.317168,127.0866912,아파트주차장,0,10,0,0,5,45
327,신정마을우성,경기도 용인시 수지구 정평로 41,37.3199788,127.0861529,아파트주차장,5,0,0,5,10,45
328,죽전현대1차,경기도 용인시 수지구 죽전로 244,37.3319073,127.1297882,아파트주차장,0,5,5,5,0,45
329,지석마을진흥더루벤스1단지,경기도 용인시 기흥구 중부대로746번길 20,37.2609884,127.1374524,아파트주차장,0,0,10,5,5,45
330,용인성웅,경기도 용인시 처인구 영문로29번길 17,37.2674446,127.2070195,아파트주차장,5,5,0,0,0,45
331,광교상현마을 현대아파트,경기도 용인시 수지구 상현로 2,37.3017107,127.0734575,아파트주차장,0,5,5,5,0,45
332,광교상현솔하임,경기도 용인시 수지구 상현로 6,37.3025489,127.074759,아파트주차장,0,5,5,5,0,45
333,용인기흥 효성해링턴플레이스아파트,경기도 용인시 기흥구 덕영대로2077번길 33,37.2668569,127.0938951,아파트주차장,5,0,5,0,5,45
334,뉴스카이,경기도 용인시 처인구 백암면 고안로 50,37.1327201,127.4029399,숙박업소,5,5,0,0,0,45
335,이스턴팰리스아파트,경기도 용인시 수지구 풍덕천로30번길 20,37.316251,127.0875507,아파트주차장,0,10,0,0,5,45
336,상현현대성우3차,경기도 용인시 수지구 상현로 88,37.304552,127.0847265,아파트주차장,0,5,0,10,5,45
337,교동마을LG자이,경기 용인시 기흥구 마북로 182,37.3052495,127.1256036,아파트주차장,0,5,5,0,5,40
338,성산모텔,경기도 용인시 처인구 금령로107번길 16,37.23712663,127.2081707,숙박업소,5,0,5,0,0,40
339,수산여인숙,경기도 용인시 처인구 금령로99번길 18-12 ,37.2371616,127.2077309,숙박업소,5,0,5,0,0,40
340,연원마을삼성명가타운,경기도 용인시 기흥구 용구대로 2460,37.3050626,127.1079318,아파트주차장,0,5,0,5,10,40
341,에이스카운티아파트,경기도 용인시 처인구 백옥대로 737,37.192076,127.2068598,아파트주차장,0,5,5,0,5,40
342,우리여인숙,경기도 용인시 처인구 금령로107번길 15,37.23693553,127.207872,숙박업소,5,0,5,0,0,40
343,중앙모텔,경기도 용인시 처인구 금령로99번길 12-5,37.23689085,127.2075966,숙박업소,5,0,5,0,0,40
344,산까치장,경기도 용인시 기흥구 마북로 61,37.2969303,127.1179322,숙박업소,0,5,5,0,5,40
345,구갈한성1차,경기도 용인시 기흥구 기흥로 29,37.27866,127.114786,아파트주차장,0,5,5,0,5,40
346,백현마을한라비발디1단지,경기도 용인시 기흥구 동백7로 97,37.2810064,127.1620791,아파트주차장,0,5,0,5,10,40
347,금화마을주공6단지,경기도 용인시 기흥구 금화로11번길 9,37.2628099,127.1050877,아파트주차장,0,5,5,0,5,40
348,동일여인숙,경기도 용인시 처인구 금령로99번길 12-5 ,37.23689085,127.2075966,숙박업소,5,0,5,0,0,40
349,자주모텔,경기도 용인시 처인구 금령로107번길 15,37.23702712,127.2080245,숙박업소,5,0,5,0,0,40
350,푸른마을 용인 자이 아파트,경기도 용인시 처인구 금학로 520,37.2343196,127.2185868,아파트주차장,5,0,5,0,0,40
351,버들치마을힐스테이트2차,경기도 용인시 수지구 성복1로164번길 13,37.3184372,127.0635799,아파트주차장,0,0,10,5,0,40
352,성원상떼레이크뷰,경기도 용인시 기흥구 동탄기흥로 864,37.2340393,127.1031097,아파트주차장,5,0,5,0,0,40
353,수진마을우미이노스빌,경기도 용인시 수지구 손곡로 67,37.3356784,127.0948484,아파트주차장,5,0,0,5,5,40
354,신동백아이파크,경기도 용인시 기흥구 언동로217번길 11,37.2775888,127.1453481,아파트주차장,5,0,0,5,5,40
355,진산마을삼성래미안7차,경기도 용인시 수지구 진산로34번길 29,37.3171128,127.0960387,아파트주차장,0,0,5,10,5,40
356,어은목마을한라비발디3단지,경기도 용인시 기흥구 동백4로 72,37.2709056,127.1581929,아파트주차장,5,0,5,0,0,40
357,엘지빌리지5차A단지,경기도 용인시 수지구 신봉1로 112-2,37.3264413,127.0727206,아파트주차장,5,0,5,0,0,40
358,엘지빌리지5차B단지,경기도 용인시 수지구 신봉1로 110,37.3264413,127.0727206,아파트주차장,5,0,5,0,0,40
359,구성동,경기도 용인시 기흥구 구성로77번길 17,37.2965012,127.1189634,관공서,0,5,5,0,5,40
360,연원마을엘지,경기도 용인시 기흥구 연원로 5,37.3015437,127.1079091,아파트주차장,0,0,10,5,0,40
361,역북신원아침도시아파트,경기도 용인시 처인구 낙은로 11,37.2414775,127.1962133,아파트주차장,0,0,10,5,0,40
362,역북2단지 우남퍼스트빌아파트,경기 용인시 처인구 낙은로 59,37.2414775,127.1962133,아파트주차장,0,0,10,5,0,40
363,역북1단지 우남퍼스트빌 아파트,경기 용인시 처인구 낙은로 60,37.2414775,127.1962133,아파트주차장,0,0,10,5,0,40
364,풍덕천2동,경기도 용인시 수지구 풍덕천로 51,37.3193826,127.0886558,관공서,0,5,0,5,10,40
365,수지 진산마을 푸르지오,경기도 용인시 수지구 진산로34번길 24,37.3171128,127.0960387,아파트주차장,0,0,5,10,5,40
366,신촌마을포스홈타운1단지,경기도 용인시 기흥구 용구대로2518번길 15,37.3106907,127.1101937,아파트주차장,0,0,5,10,5,40
367,도담마을휴먼빌아파트,경기도 용인시 수지구 대지로 77,37.3301124,127.117384,아파트주차장,0,0,5,10,5,40
368,교동마을동양파라곤,경기도 용인시 기흥구 마북로 140,37.3014745,127.1227597,아파트주차장,0,0,5,10,5,40
369,낙원여인숙,경기도 용인시 처인구 용문로 196-1,37.23735009,127.2074032,숙박업소,5,0,5,0,0,40
370,도담마을아이파크,경기 용인시 수지구 대지로 82,37.3293065,127.1178233,아파트주차장,0,0,5,10,5,40
371,흥덕마을13단지경남아너스빌,경기도 용인시 기흥구 흥덕4로30번길 11,37.2749937,127.0917338,아파트주차장,0,5,0,5,10,40
372,휴먼시아5단지,경기도 용인시 기흥구 동백8로 27,37.2864376,127.1545148,아파트주차장,0,10,0,0,0,40
373,금화마을대우현대,경기도 용인시 기흥구 금화로82번길 14,37.2646464,127.1099995,아파트주차장,0,0,10,5,0,40
374,광교쌍용포레듀엔1단지,경기도 용인시 수지구 상현로 27,37.3028389,127.0771536,아파트주차장,0,0,10,0,5,35
375,신원1차,경기도 용인시 처인구 포곡로 90,37.2673683,127.215862,아파트주차장,0,0,10,0,5,35
376,백현마을모아미래도2단지,경기도 용인시 기흥구 동백8로 126,37.2820248,127.1634921,아파트주차장,0,5,0,5,5,35
377,용인행정타운두산위브3단지,경기도 용인시 처인구 지삼로590번길 29,37.2379662,127.1669651,아파트주차장,0,0,0,15,5,35
378,한보라 에듀포레,경기도 용인시 기흥구 한보라1로43번길 22,37.2490286,127.1099826,아파트주차장,0,5,5,0,0,35
379,백현마을주공9단지,경기도 용인시 기흥구 동백8로131번길 20,37.2823852,127.1666818,아파트주차장,0,5,5,0,0,35
380,용인서천효성해링턴플레이스,경기도 용인시 기흥구 서그내로 31,37.2443449,127.073666,아파트주차장,0,5,0,5,5,35
381,용인행정타운두산위브1단지,경기도 용인시 처인구 지삼로590번길 24,37.2379662,127.1669651,아파트주차장,0,0,0,15,5,35
382,메트로21,경기도 용인시 수지구 풍덕천로190번길 10 ,37.32547786,127.1017973,숙박업소,0,5,0,5,5,35
383,호수마을동보노빌리티,경기도 용인시 기흥구 동백평촌로 39,37.2821747,127.1546651,아파트주차장,0,5,0,5,5,35
384,신봉동,경기도 용인시 수지구 수지로 215,37.3206332,127.0836188,관공서,5,0,0,5,0,35
385,죽전건영캐스빌,경기도 용인시 수지구 죽전로 267,37.3335992,127.1259432,아파트주차장,0,5,5,0,0,35
386,흥덕11단지경남아너스빌,경기도 용인시 기흥구 흥덕중앙로105번길 41,37.2804603,127.0777212,아파트주차장,0,5,5,0,0,35
387,흥덕마을12단지,경기도 용인시 기흥구 흥덕3로 20,37.2714692,127.0840876,아파트주차장,0,5,0,5,5,35
388,용인마평두보,경기도 용인시 처인구 금령로173번길 14,37.2355102,127.2163115,아파트주차장,0,0,10,0,5,35
389,김량장동현대아파트,경기도 용인시 처인구 백옥대로1068번길 12,37.2301687,127.2115864,아파트주차장,0,5,0,5,5,35
390,호수마을계룡리슈빌,경기도 용인시 기흥구 동백평촌로 15,37.2842698,127.1546789,아파트주차장,0,5,0,5,5,35
391,수지진흥아파트,경기도 용인시 수지구 풍덕천로 19,37.3189996,127.0852565,아파트주차장,5,0,0,0,10,35
392,동백역 경남아너스빌,경기도 용인시 기흥구 동백2로 12,37.2666613,127.1558939,아파트주차장,5,0,0,5,0,35
393,광교휴먼시아41단지,경기도 용인시 수지구 광교마을로 90,37.2954416,127.0757315,아파트주차장,5,0,0,5,0,35
394,초원마을성원상떼빌,경기도 용인시 기흥구 기흥로116번길 100,37.2893069,127.1224837,아파트주차장,5,0,0,5,0,35
395,진흥더블파크,경기도 용인시 수지구 죽전로254번길 29,37.3330962,127.13057,아파트주차장,5,0,0,5,0,35
396,내대지마을주공5단지,경기도 용인시 수지구 디지털벨리로 21,37.3297068,127.1325894,아파트주차장,5,0,0,5,0,35
397,구성신일해피트리,경기도 용인시 기흥구 구성로 184,37.2906602,127.1300277,아파트주차장,0,5,5,0,0,35
398,금평마을영화,경기도 용인시 처인구 금어로 102,37.2655097,127.2259155,아파트주차장,5,0,0,5,0,35
399,구갈가현마을신안,경기도 용인시 기흥구 관곡로 53,37.2837451,127.1122929,아파트주차장,5,0,0,5,0,35
400,교동마을쌍용,경기 용인시 기흥구 마북로154번길 23,37.3033372,127.1269241,아파트주차장,5,0,0,0,10,35
401,푸른마을푸르지오,경기도 용인시 수지구 성복2로76번길 31,37.316175,127.0798382,아파트주차장,5,0,0,0,10,35
402,예원마을코아루,경기도 용인시 처인구 한터로275번길 40,37.2582982,127.2368783,아파트주차장,5,0,0,5,0,35
403,상상호텔2,경기도 용인시 기흥구 갈천로7번길 73 ,37.27097093,127.1072616,숙박업소,0,0,5,5,5,30
404,한보라마을 경남아너스빌,경기도 용인시 기흥구 한보라2로 167,37.2431637,127.1083463,아파트주차장,0,5,0,0,10,30
405,연원마을삼성쉐르빌아파트,경기도 용인시 기흥구 연원로42번길 33,37.3012583,127.1145336,아파트주차장,0,5,0,5,0,30
406,칼리야 모텔,경기도 용인시 처인구 중부대로 1077,37.24360737,127.1670371,숙박업소,5,0,0,0,5,30
407,강남마을9단지한라비발디,경기도 용인시 기흥구 강남동로 128,37.2752113,127.1374638,아파트주차장,0,5,0,5,0,30
408,금호장,경기도 용인시 기흥구 금화로108번길 37,37.26976031,127.1064333,숙박업소,5,0,0,0,5,30
409,호텔주노,경기도 용인시 처인구 중부대로 1081,37.24349041,127.1671165,숙박업소,5,0,0,0,5,30
410,스카이호텔,경기도 용인시 기흥구 갈천로7번길 83,37.2712149,127.1084337,숙박업소,0,0,5,5,5,30
411,(주)청송네트웍스(더트리니호텔),경기도 용인시 처인구 중부대로 1218,37.23730792,127.1806162,숙박업소,0,5,0,5,0,30
412,G(지)호텔,경기도 용인시 수지구 풍덕천로190번길 14,37.32529766,127.1018208,숙박업소,0,5,0,5,0,30
413,보정한화꿈에그린,경기도 용인시 기흥구 구교동로 17,37.3043289,127.1223932,아파트주차장,0,0,10,0,0,30
414,더트리니호텔(THE TRINY HOTEL),경기도 용인시 처인구 중부대로 1218,37.23730792,127.1806162,숙박업소,0,5,0,5,0,30
415,장미마을 삼성래미안2차,경기도 용인시 기흥구 구성로 90,37.2929651,127.1183347,아파트주차장,0,0,5,5,5,30
416,용인대우,경기도 용인시 기흥구 중부대로 735,37.262862,127.1411955,아파트주차장,0,5,0,5,0,30
417,초당마을 삼부르네상스,경기도 용인시 기흥구 동백1로 12,37.2633455,127.1582015,아파트주차장,0,5,0,5,0,30
418,동천마을현대1차홈타운,경기도 용인시 수지구 수지로 487,37.3397236,127.0988942,아파트주차장,0,5,0,5,0,30
419,죽전중앙하이츠,경기도 용인시 수지구 현암로63번길 2,37.3323438,127.1167034,아파트주차장,0,5,0,5,0,30
420,상상호텔1,경기도 용인시 기흥구 갈천로7번길 73 ,37.27097093,127.1072616,숙박업소,0,0,5,5,5,30
421,카라반베이호텔,경기도 용인시 처인구 포곡읍 전대로 62,37.28422354,127.2188301,숙박업소,0,0,10,0,0,30
422,백현마을한라비발디2단지,경기도 용인시 기흥구 동백7로 96,37.279908,127.1609343,아파트주차장,0,0,5,5,5,30
423,용인센트럴코업호텔(yongincentral coophotel),경기도 용인시 처인구 중부대로 1216,37.23741438,127.1799844,숙박업소,0,5,0,5,0,30
424,마평라이프,경기도 용인시 처인구 동부로 7,37.2320043,127.2143159,아파트주차장,0,0,5,5,5,30
425,성지네트웍스 더트리니호텔,경기도 용인시 처인구 중부대로 1218,37.23730792,127.1806162,숙박업소,0,5,0,5,0,30
426,효천마을신안인스빌,경기도 용인시 처인구 문현로 326,37.336697,127.2434822,아파트주차장,0,0,10,0,0,30
427,강남마을코오롱하늘채,경기도 용인시 기흥구 강남동로 20,37.2700528,127.1288736,아파트주차장,0,0,0,10,10,30
428,더샵동천이스트포레아파트,경기도 용인시 수지구 수풍로 89,37.3318415,127.093177,아파트주차장,0,0,5,5,5,30
429,J모텔,경기도 용인시 처인구 중부대로 1493-5,37.23375028,127.209762,숙박업소,5,0,0,0,0,25
430,용인에스원스마트빌,경기도 용인시 처인구 백옥대로 1104,37.2340419,127.2094668,아파트주차장,5,0,0,0,0,25
431,한보라 더힐,경기도 용인시 기흥구 한보라1로 91,37.2475962,127.1068039,아파트주차장,0,5,0,0,5,25
432,호수청구,경기도 용인시 기흥구 공세로 226,37.2402348,127.1032876,아파트주차장,0,0,5,0,10,25
433,"청명호수마을신안인스빌1,2단지",경기도 용인시 기흥구 덕영대로 1871,37.2551407,127.0887786,아파트주차장,0,5,0,0,5,25
434,현인마을대림이편한세상3차,경기도 용인시 수지구 탄천상로 30,37.3338963,127.1122379,아파트주차장,0,0,5,5,0,25
