,소재지명,도로명,위도,경도,시설구분
79,메가박스중앙(주)용인기흥지점(컴포트 1관),경기도 용인시 기흥구 신고매로 59,37.22341803,127.114249,영화상영관
80,메가박스중앙(주)용인기흥지점(컴포트 5관),경기도 용인시 기흥구 신고매로 59,37.22341803,127.114249,영화상영관
81,메가박스중앙(주)용인기흥지점(컴포트 6관),경기도 용인시 기흥구 신고매로 59,37.22341803,127.114249,영화상영관
82,메가박스중앙(주)용인기흥지점(컴포트 4관),경기도 용인시 기흥구 신고매로 59,37.22341803,127.114249,영화상영관
83,롯데시네마 수지 7관,경기도 용인시 수지구 성복2로 38,37.3127533,127.0817766,영화상영관
84,롯데시네마 용인역북 5관,경기도 용인시 처인구 중부대로 1294,37.23546252,127.1883127,영화상영관
85,기흥CGV 2관,경기도 용인시 기흥구 기흥로 58-1,37.28002438,127.1193523,영화상영관
86,기흥CGV 1관,경기도 용인시 기흥구 기흥로 58-1,37.28002438,127.1193523,영화상영관
87,기흥CGV 3관,경기도 용인시 기흥구 기흥로 58-1,37.28002438,127.1193523,영화상영관
88,기흥CGV 6관,경기도 용인시 기흥구 기흥로 58-1,37.28002438,127.1193523,영화상영관
89,기흥CGV 5관,경기도 용인시 기흥구 기흥로 58-1,37.28002438,127.1193523,영화상영관
90,기흥CGV 4관,경기도 용인시 기흥구 기흥로 58-1,37.28002438,127.1193523,영화상영관
91,루블루시네마 제4관,경기도 용인시 기흥구 신갈로 32 ,37.269325,127.1058267,영화상영관
92,루블루시네마 제2관,경기도 용인시 기흥구 신갈로 32 ,37.269325,127.1058267,영화상영관
93,루블루시네마 제1관,경기도 용인시 기흥구 신갈로 32 ,37.269325,127.1058267,영화상영관
94,루블루시네마 제5관,경기도 용인시 기흥구 신갈로 32 ,37.269325,127.1058267,영화상영관
95,용인자동차극장 제2관,경기도 용인시 기흥구 민속촌로 93-1,37.2576309,127.1143779,영화상영관
96,용인자동차극장,경기도 용인시 기흥구 민속촌로 93-1,37.2576309,127.1143779,영화상영관
97,루블루시네마 제3관,경기도 용인시 기흥구 신갈로 32 ,37.269325,127.1058267,영화상영관
98,빅토리아극장,경기도 용인시 처인구 포곡읍 에버랜드로 199 ,37.2898541,127.2173192,영화상영관
