,소재지명,도로명,위도,경도,시설구분
91,양지파출소,경기도 용인시 처인구 양지면 양지로 165,37.2343377479,127.2868376362,공중화장실
92,원삼파출소,경기도 용인시 처인구 원삼면 고당로15번길 1,37.1648802936,127.3112039484,공중화장실
93,포곡파출소,경기도 용인시 처인구 포곡읍 포곡로278번길 3,37.2792967413,127.232147894,공중화장실
94,용인문예회관,경기도 용인시 처인구 중부대로1392번길 15,37.2317489735,127.1988571909,공중화장실
95,용인서부경찰서 화장실,경기도 용인시 기흥구 용구대로2469번길 32,37.3096280498,127.1061691228,공중화장실
96,구성파출소,경기도 용인시 기흥구 구성로 68,37.2947003511,127.1169541446,공중화장실
97,상현지구대,경기도 용인시 수지구 심곡로 7,37.3062318359,127.0754709287,공중화장실
98,신봉파출소,경기도 용인시 수지구 수지로 195,37.3186526114,127.0829740978,공중화장실
99,동백119안전센터,경기도 용인시 기흥구 동백6로 33,37.277727534,127.1552119415,공중화장실
100,구갈119안전센터,경기도 용인시 기흥구 신구로 74,37.2789208184,127.1098598856,공중화장실
101,남사119안전센터,경기도 용인시 처인구 남사읍 봉무로 13,37.1154293368,127.1522685398,공중화장실
102,백암119안전센터,경기도 용인시 처인구 백암면 백암로 247,37.1677101915,127.3713678733,공중화장실
103,양지119안전센터,경기도 용인시 처인구 양지면 남평로 46,37.2300868486,127.2889238378,공중화장실
104,이동119안전센터,경기도 용인시 처인구 이동읍 백옥대로 416-2,37.1744781339,127.2042889442,공중화장실
105,포곡119안전센터,경기도 용인시 처인구 포곡읍 포곡로 252,37.277660407,127.2300330347,공중화장실
106,기흥119안전센터,경기도 용인시 기흥구 한보라1로 128,37.245024241,127.1059192466,공중화장실
107,보정역 생활문화센터,경기도 용인시 기흥구 용구대로 2585,37.316295947,127.1081657862,공중화장실
108,죽전야외음악당,경기도 용인시 수지구 죽전로168번길 9,37.3254592086,127.1264824852,공중화장실
109,상갈공원,경기도 용인시 기흥구 백남준로 10,37.2691333146,127.1103615414,공중화장실
110,농서공원(서천3),경기도 용인시 기흥구 서천동로 77,37.2337097423,127.0741192426,공중화장실
111,만골근린공원,경기도 용인시 기흥구 기흥로116번길 10,37.28704035,127.1145791971,공중화장실
112,한길찬공원,경기도 용인시 기흥구 동백중앙로 61-16,37.261057004,127.1601711456,공중화장실
113,동백호수공원,경기도 용인시 기흥구 동백5로 12,37.2766962085,127.1508625936,공중화장실
114,용인중앙공원,경기도 용인시 처인구 백옥대로1081번길 5-2,37.2317097147,127.208383232,공중화장실
115,번암근린공원,경기도 용인시 처인구 금학로277번길 16,37.2391395834,127.194983242,공중화장실
116,역북 문화공원,경기도 용인시 처인구 명지로40번길 15-16,37.2310474897,127.1856027743,공중화장실
117,기흥호수공원,경기도 용인시 기흥구 덕영대로 1826-1,37.2493731441,127.0911929122,공중화장실
118,동백도서관,경기도 용인시 기흥구 동백3로 80,37.2741571836,127.1580368327,공중화장실
119,보라도서관,경기도 용인시 기흥구 한보라2로 116,37.2484147849,127.1090249576,공중화장실
120,용인시립도서관,경기도 용인시 처인구 명지로 27,37.2334838006,127.189978048,공중화장실
121,용인시립도서관(어린이),경기도 용인시 처인구 명지로 27,37.2334838006,127.189978048,공중화장실
122,포곡도서관,경기도 용인시 처인구 포곡읍 포곡로278번길 8,37.2789010985,127.2325779466,공중화장실
123,남사도서관,경기도 용인시 처인구 남사읍 한숲로 61,37.1536619,127.1706113,공중화장실
124,이동꿈틀도서관,경기도 용인시 처인구 이동읍 경기동로705번길 16,37.1391131773,127.1997427053,공중화장실
125,용인죽전1동우체국,경기도 용인시 수지구 죽전로 250,37.3319817575,127.1282337271,공중화장실
126,신갈우체국,경기도 용인시 기흥구 신갈로58번길 16-1,37.2722342497,127.1076723801,공중화장실
127,용인시청소년수련원 1층,경기도 용인시 처인구 양지면 죽양대로2071번길 50,37.2144257942,127.3136390086,공중화장실
128,용인중앙동우체국,경기도 용인시 처인구 금령로 101,37.2359446621,127.2077130359,공중화장실
129,양지우체국,경기도 용인시 처인구 양지면 양지로 171,37.2342302894,127.2872325159,공중화장실
130,용인우체국,경기도 용인시 처인구 중부대로1161번길 73,37.2420313331,127.1806413576,공중화장실
131,포곡우체국,경기도 용인시 처인구 포곡읍 포곡로 320,37.2828692006,127.2334438147,공중화장실
132,죽전휴게소(서울),경기도 용인시 수지구 경부고속도로 400,37.3325640693,127.104875442,공중화장실
133,용인휴게소(인천),경기도 용인시 처인구 주북로 66-14,37.2483744986,127.2383237259,공중화장실
134,용인운전면허시험장,경기도 용인시 기흥구 용구대로 2267,37.289417932,127.1086098204,공중화장실
135,보정역,경기도 용인시 기흥구 용구대로 지하 2560,37.3129886893,127.108419944,공중화장실
136,신갈역,경기도 용인시 기흥구 기흥로 지하 136,37.2862445441,127.1111984017,공중화장실
137,상갈역,경기도 용인시 기흥구 금화로 지하40,37.2642371251,127.1024941986,공중화장실
138,용인시축구센터,경기도 용인시 처인구 원삼면 보개원삼로 1752,37.153949733,127.3193170341,공중화장실
139,서농도서관,경기도 용인시 기흥구 서천서로 83,37.2373509174,127.0690028969,공중화장실
140,용인시박물관(구 용인문화유적전시관),경기도 용인시 기흥구 동백3로 79,37.2739202462,127.1571468227,공중화장실
141,용인자연휴양림 숲속체험관,경기도 용인시 처인구 모현읍 초부로 220,37.3143792065,127.2662526381,공중화장실
142,신정근린공원,경기도 용인시 수지구 포은대로 399,37.3202797699,127.0946916926,공중화장실
