구,동,구분,단지명,세대수,사용검사일,도로명주소,Latitude,Longitude
처인구,포곡읍 둔전리,분양,신원 1차아파트,474,1998.07.14,처인구 포곡읍 포곡로 90 (신원아파트),37.2673683,127.215862
처인구,포곡읍 둔전리,분양,인정멜로디아파트,831,1998.07.14,처인구 포곡읍 포곡로61번길 17 (인정멜로디아파트),37.2701831,127.2123037
처인구,포곡읍 둔전리,분양,신원 2차아파트,296,1999.12.20,처인구 포곡읍 포곡로 98-1 (용인신원2차아파트),37.2682863,127.2161325
처인구,이동읍 천리,분양,이화아파트,92,1990.10.11,처인구 이동읍 적동로 15 (이화아파트),37.1883908,127.2166792
처인구,이동읍 천리,분양,용인 라이프아파트,139,1995.03.23,처인구 이동읍 이원로 101 (라이프타워),37.18755,127.21783
기흥구,마북동,분양,용화마을 태영데시앙아파트 2단지(일반),132,2003.10.10.,"기흥구 구성로 44-5 (마북동, 용화마을태영데시앙아파트)",37.2940149,127.1129918
기흥구,마북동,분양,교동마을 쌍용아파트,340,2002.03.08.,"기흥구 마북로154번길 23 (마북동, 교동마을쌍용아파트)",37.302903,127.1276291
기흥구,보라동,분양,한보라마을 휴먼시아5단지,446,2006.12.01.,"기흥구 한보라1로43번길 22 (보라동, 한보라마을휴먼시아5단지아파트)",37.2490278,127.1098229
기흥구,보라동,분양,한보라마을 1단지 한양수자인,136,2009.03.31.,"기흥구 한보라2로 51 (보라동, 한보라마을1단지한양수자인아파트)",37.2463092,127.1095436
기흥구,보라동,분양,민속마을 현대모닝사이드 1차,1112,2004.01.27(2003.12.29),"기흥구 사은로126번길 46 (보라동, 현대모닝사이드1차아파트)",37.253666,127.120515
기흥구,보라동,분양,보라마을 현대모닝사이드 2차,771,2003.06.27.,"기흥구 용구대로 1842 (보라동, 현대모닝사이드2차아파트)",37.2521802,127.1057157
기흥구,보라동,분양,민속마을 신창미션힐아파트,926,2002.09.17,"기흥구 사은로126번길 33 (보라동, 민속마을신창미션힐아파트)",37.2512070999999,127.1222465
기흥구,보라동,분양,민속마을 쌍용아파트,1596,2002.05.20.,"기흥구 사은로126번길 10 (보라동, 민속마을 쌍용아파트)",37.2535722,127.1172429
기흥구,보라동,분양,삼성래미안아파트,370,1998.05.29.,"기흥구 한보라1로64번길 22 (보라동, 삼성래미안아파트)",37.2517612,127.1063354
기흥구,보라동,분양,기흥삼정선비마을,299,1998.10.29.,"기흥구 사은로 64 (보라동, 선비마을삼정아파트)",37.2547975,127.1125155
기흥구,마북동,분양,교동마을 마북2차 이편한세상,110,2010.11.30.,"기흥구 마북로 218 (마북동, 마북2차e편한세상)",37.3073152,127.1293294
기흥구,마북동,분양,교동마을 동양파라곤,278,2010.10.26.,"기흥구 마북로 140 (마북동, 동양 파라곤아파트)",37.3014745,127.1227597
기흥구,마북동,분양,교동마을 구성자이3차,309,2010.03.29.,"기흥구 구교동로118번길 7 (마북동, 교동마을구성자이3차아파트)",37.302514,127.118935
기흥구,마북동,분양,교동마을 마북 이-편한세상,404,2013.05.31,"기흥구 마북로 210 (마북동, 교동마을 마북 이-편한세상)",37.3036529,127.1253792
기흥구,마북동,분양,교동마을 현대홈타운,795,2003.08.01.,"기흥구 마북로 124-9 (마북동, 교동마을현대홈타운)",37.3009274,127.1230755
기흥구,마북동,분양,삼거마을 삼성래미안 1차아파트,1282,2002.12.31.,"기흥구 용구대로2394번길 27 (마북동, 삼성래미안1차아파트)",37.2990376,127.1115909
기흥구,마북동,분양,교동마을 현대필그린아파트,486,2002.01.02.,"기흥구 마북로 139 (마북동, 현대필그린아파트)",37.3030087,127.121007
기흥구,마북동,분양,연원마을 쉐르빌아파트,316,2002.05.30.,"기흥구 연원로42번길 33 (마북동, 연원마을삼성쉐르빌아파트)",37.3013196,127.1149637
처인구,이동읍 천리,분양,경일,72,1987.08.24,처인구 이동읍 백옥대로 570 (국민주택),37.1877518,127.205958
처인구,이동읍 천리,분양,용인 동아아파트,202,1993.12.30,처인구 이동읍 이원로 22 (동아아파트),37.1891227,127.20946
처인구,이동읍 천리,분양,한천마을 금광베네스타,460,2008.07.30,처인구 이동읍 백옥대로 711 (한천마을 금광네베스타),37.2002811,127.2075728
처인구,삼가동,분양,행정타운늘푸른오스카빌 3단지,174,2004.12.10,"처인구 중부대로1158번길 12 (삼가동, 행정타운늘푸른오스카빌아파트)",37.2380784,127.1715988
처인구,삼가동,분양,행정타운늘푸른오스카빌 2단지,186,2004.12.10,"처인구 중부대로1158번길 12 (삼가동, 행정타운늘푸른오스카빌아파트)",37.2380784,127.1715988
처인구,삼가동,분양,행정타운늘푸른오스카빌 1단지,315,2004.12.10,"처인구 중부대로1158번길 12 (삼가동, 행정타운늘푸른오스카빌아파트)",37.2380784,127.1715988
처인구,삼가동,분양,용인행정타운 두산위브 1단지,199,2013.11.29,"처인구 지삼로590번길 24 (삼가동, 용인행정타운두산위브1단지)",37.2379662,127.1669651
처인구,삼가동,분양,용인행정타운 두산위브 2단지,624,2013.11.29,"처인구 지삼로590번길 9 (삼가동, 용인행정타운두산위브2단지아파트)",37.2396185,127.1676664
처인구,삼가동,분양,용인행정타운 두산위브 3단지,470,2013.11.29,"처인구 지삼로590번길 29 (삼가동, 용인행정타운두산위브3단지아파트)",37.2515489,127.1629815
처인구,양지면 양지리,분양,양지아파트,60,1987.12.04,처인구 양지면 양지로143번길 7 (양지아파트),37.2352196,127.2837269
처인구,양지면 양지리,분양,양지마을 신원아침도시,156,2007.08.24,처인구 양지면 교동로 1 (신원아침도시아파트),37.2349109,127.2853868
처인구,역북동,분양,청광아파트,72,1991.03.28,"처인구 낙은로34번길 20 (역북동, 청광아파트)",37.2415784,127.1986239
처인구,역북동,분양,자연농원사원조합주택(아),71,1993.07.09,"처인구 낙은로 43 (역북동, 한우리아파트)",37.241364,127.197666
처인구,역북동,분양,전원빌라,24,1988.01.19,"처인구 금학로265번길 9-2 (역북동, 전원빌라)",37.2388622,127.1929457
처인구,역북동,분양,삼성아파트,50,1989.10.19,"처인구 금학로241번길 18-2 (역북동, 삼성맨션)",37.239273,127.1911247
처인구,역북동,분양,조양맨션,46,1989.11.27,"처인구 금학로 259 (역북동, 조양맨션)",37.2381065,127.1924579
처인구,역북동,분양,조양맨션,24,1988.12.02,"처인구 금학로 261 (역북동, 조양맨션)",37.2381065,127.1924579
처인구,역북동,분양,라이프청수아파트(청수종합시장),53,1993.10.05,"처인구 용문로 30-8 (역북동, 라이프청수아파트)",37.2374676,127.1887083
처인구,역북동,분양,삼성에버랜드사원아파트,50,1990.08.20,"처인구 용문로 42 (역북동, 삼성에버랜드사원아파트)",37.2373467,127.1904565
처인구,이동읍 천리,분양,샘골마을 풍성 신미주아파트 2단지,234,2005.02.05(2004.11.02), 처인구 이동읍 백옥대로587번길 7 (샘골마을풍성신미주아파트2단지) ,37.1890263,127.2052835
처인구,이동읍 천리,분양,샘골마을 풍성신미주아파트 1단지,800,2005.02.05(2004.11.02),처인구 이동읍 백옥대로621번길 11 (신미주아파트),37.1922759,127.2045139
처인구,이동읍 송전리,분양,송전마을 세광엔리치아파트,782,2010.04.30,처인구 이동읍 경기동로705번길 28 (세광엔리치타워),37.1383131,127.2011905
처인구,이동읍 송전리,분양,송전빌라,24,1986.11.21,처인구 이동읍 경기동로739번길 9-3 (송전빌라),37.1364849,127.2006919
처인구,유방동,분양,성웅아파트,271,1998.05.15,"처인구 영문로29번길 17 (유방동, 용인성웅아파트)",37.2672977,127.2069557
처인구,유방동,분양,인정프린스 3차아파트,380,1996.06.08,"처인구 경안천로 368 (유방동, 인정프린스3차아파트)",37.2639094,127.2166771
처인구,유방동,분양,인정프린스 2차아파트,330,1995.06.02,"처인구 경안천로 378 (유방동, 인정프린스2차아파트)",37.2639094,127.2166771
처인구,유방동,분양,인정프린스 1차아파트,375,1994.04.22,"처인구 금어로 6 (유방동, 인정프린스1차아파트)",37.2651037,127.2162604
처인구,역북동,분양,역북마을 보성아파트,162,2000.11.14,"처인구 명지로 15-33 (역북동, 역북마을보성아파트)",37.2353999,127.1901118
처인구,역북동,분양,역북마을 금강아파트,150,1999.04.14,"처인구 명지로 15-29 (역북동, 역북마을금강아파트)",37.2346347,127.1910137
처인구,역북동,분양,역북마을 신성아파트,475,1998.12.18,"처인구 명지로 15-5 (역북동, 역북마을신성아파트) ",37.2351345999999,127.1896527
처인구,역북동,분양,라이프한우리1차,86,1991.04.29,"처인구 낙은로 35 (역북동, 한우리아파트)",37.241364,127.197666
처인구,역북동,분양,삼아맨션,99,1987.06.10,"처인구 중부대로1313번길 20-15 (역북동, 삼아아파트)",37.2369678,127.1917636
처인구,역북동,분양,유성,24,1985.11.11,"처인구 중부대로1313번길 6 (역북동, 유성빌라)",37.2350792,127.1968187
기흥구,공세동,분양,기흥 호수청구아파트,498,1997.11.14.,"기흥구 공세로 226 (공세동, 청구아파트)",37.2402348,127.1032876
처인구,고림동,분양,금평마을 영화2차아파트,428,2003.12.23,"처인구 금어로 102 (고림동, 금평마을영화아파트)",37.2655097,127.2259155
처인구,고림동,분양,보평마을 삼정그린뷰아파트,360,2004.04.30,"처인구 금어로 74 (고림동, 삼정그린뷰아파트)",37.2485215,127.2253939
처인구,고림동,분양,예원마을 코아루아파트,408,2004.12.08,"처인구 한터로275번길 40 (고림동, 예원마을코아루아파트)",37.257811,127.23664
처인구,고림동,분양,예진마을 3차아파트,516,2003.07.01,"처인구 한터로152번길 62 (고림동, 예진마을인정피렌체빌리지III아파트)",37.246745,127.229704
처인구,김량장동,분양,김량장 현대아파트,755,1995.12.14,"처인구 백옥대로1068번길 12 (김량장동, 현대아파트)",37.2301687,127.2115864
처인구,김량장동,분양,라이프미성아파트,75,1991.11.30,"처인구 학산로49번길 20 (김량장동, 라이프미성아파트)",37.2396343,127.2035401
처인구,김량장동,분양,공신연립주택,96,1985.10.15,"처인구 금학로349번길 33-4 (김량장동, 공신빌라)",37.2403724,127.2018538
처인구,김량장동,분양,골드빌 아파트,53,2002.01.08,처인구 금령로71번길 8 (김량장동),37.2357861,127.2044402
처인구,김량장동,분양,대연아파트,66,1987.08.13,"처인구 중부대로1343번길 8 (김량장동, 대연아파트)",37.2357735,127.1946244
처인구,김량장동,분양,삼보라이프상가아파트,70,1996.01.29,처인구 금령로27번길 16-2 (김량장동),37.2355187,127.1987223
처인구,고림동,분양,임원마을 영화1차 아파트,513,2002.06.26,"처인구 경안천로256번길 47-16 (고림동, 임원마을영화아파트)",37.2529612,127.2260811
처인구,고림동,분양,예진마을 2차아파트,416,2001.04.20,"처인구 한터로152번길 15 (고림동, 예진마을인정피렌체빌리지II아파트",37.246171,127.229509
처인구,백암면 근창리,분양,청와아파트,93,2010.04.23,처인구 백암면 백원로 513 (청화아파트),37.1638643,127.3689685
처인구,모현읍 일산리,분양,효천마을 신안인스빌 2단지,538,2004.12.17,처인구 모현읍 문현로 326 (효천마을신안인스빌2단지아파트),37.336697,127.2434822
처인구,모현읍 일산리,분양,효천마을 신안인스빌 1단지,324,2004.12.17,처인구 모현읍 문현로 326 (효천마을신안인스빌1단지아파트),37.3367898,127.2433946
처인구,모현읍 왕산리,분양,용인 모현 스위첸아파트,308,2012.01.31,처인구 모현읍 외대로54번길 12 (KCC스위첸아파트),37.3342455,127.2534724
처인구,모현읍 왕산리,분양,풍산햇빛마을아파트,330,2000.03.24,처인구 모현읍 백옥대로2332번길 21-8 (풍산햇빛마을아파트) ,37.3322627,127.2499497
처인구,마평동,분양,푸른마을 용인자이,502,2006.03.23,"처인구 금학로 520 (마평동, 푸른마을용인자이아파트)",37.2339884,127.219476
처인구,마평동,분양,두보아파트,248,1999.10.29,"처인구 금령로173번길 14 (마평동, 두보아파트)",37.2352409999999,127.215791
처인구,마평동,분양,동남,70,1986.11.07,"처인구 경안천로36번길 8 (마평동, 동남아파트)",37.2361349,127.2113172
처인구,마평동,분양,마평 우성아파트,358,1996.05.23,"처인구 금령로173번길 5 (마평동, 우성아파트) ",37.2349684,127.2150669
처인구,마평동,분양,마평 라이프아파트,290,1993.06.11,"처인구 동부로 7 (마평동, 라이프아파트)",37.2319132,127.2144282
처인구,마평동,분양,목련,25,1990.11.06,"처인구 중부대로1504번길 31 (마평동, 목련주택)",37.2305165,127.2133464
처인구,남동,분양,구미마을 삼라마이다스빌,159,2004.01.02,"처인구 명지로 307 (남동, 삼라마이다스빌구미마을)",37.2279881,127.2097069
처인구,김량장동,분양,금학마을 금호어울림아파트,484,2009.11.24,"처인구 금령로13번길 13 (김량장동, 금학마을어울림아파트)",37.236183,127.198088
처인구,고림동,분양,인정 피렌체 빌리지 1차,639,2000.01.15,"처인구 한터로152번길 45 (고림동, 피렌체아파트)",37.2468006,127.228843
처인구,고림동,분양,이삭아파트,300,1998.12.24,"처인구 경안천로256번길 47-14 (고림동, 이삭아파트)",37.2523554,127.2272875
처인구,고림동,분양,성림아트맨션,45,1990.02.23,"처인구 고림로110번길 23-3 (고림동, 성림아트맨션)",37.2407822,127.2170729
처인구,고림동,분양,용성빌라,39,1986.11.21,"처인구 고진로 33 (고림동, 용성빌라)",37.2386624,127.2159001
처인구,김량장동,분양,청광가든빌리지2차,24,1989.01.11,"처인구 금령로40번길 15-8 (김량장동, 청광그린빌라)",37.2332116,127.2014909
처인구,김량장동,분양,능안마을 그린힐아파트,86,2004.11.01,"처인구 금학로349번길 33-8 (김량장동, 그린힐아파트)",37.2398564999999,127.2013459
처인구,김량장동,분양,아리현마을 삼환나우빌,458,2008.08.08(2007.12.31),"처인구 중부대로 1348 (김량장동, 삼환나우빌아파트)",37.2336191,127.1945985
처인구,김량장동,분양,신우아파트,178,1999.10.29,"처인구 중부대로1388번길 12 (김량장동, 신우아파트)",37.2323573,127.1976242
처인구,김량장동,분양,삼환아파트,180,1999.11.30,"처인구 중부대로1388번길 6-4 (김량장동, 삼환아파트)",37.2331756,127.1976213
처인구,김량장동,분양,청광가든빌리지1차,21,1988.06.09,"처인구 중부대로1424번길 5-6 (김량장동, 청광가든빌리지1차)",37.2320534,127.2030504
처인구,김량장동,분양,조양유통상가아파트,51,1992.04.11,"처인구 금령로40번길 13 (김량장동, 조양유통상가아파트)",37.233635,127.2009017
