시군명,사업장명,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,
용인시,수시로,경기도 용인시 처인구 중부대로 1173 (삼가동),경기도 용인시 처인구 삼가동 252-1번지,17020,37.2391861,127.1751846,
용인시,수신닭발용인둔전점,경기도 용인시 처인구 포곡읍 포곡로124번길 15,경기도 용인시 처인구 포곡읍 둔전리 192-25번지 ,17027,37.26929638,127.2202937,
용인시,수역맑은샘,"경기도 용인시 처인구 이동읍 어진로670번길 119-1, 1층",경기도 용인시 처인구 이동읍 어비리 878-5 ,17123,37.09885846,127.1868701,
용인시,수연,경기도 용인시 수지구 풍덕천로160번길 5-5 (풍덕천동),경기도 용인시 수지구 풍덕천동 729-12번지 ,16833,37.3246805,127.0992117,
용인시,수연식당,"경기도 용인시 처인구 남사면 처인성로 3 (,9)","경기도 용인시 처인구 남사면 봉명리 365-7번지 ,9 ",17118,37.10845419,127.1324969,
용인시,수연호프,경기도 용인시 처인구 백암면 근창로 17-12,경기도 용인시 처인구 백암면 백암리 459-20 ,17178,37.16394501,127.3739197,
용인시,수오이서,경기 용인시 처인구 백암면 백원로 353,,,,,
용인시,수원서서갈비,경기 용인시 수지구 신봉동 967-2,,,,,
용인시,수원왕갈비통닭,"경기도 용인시 기흥구 흥덕1로 13, 흥덕IT밸리 COMPLEX동 B0108a일부호 (영덕동)",경기도 용인시 기흥구 영덕동 1005 흥덕IT밸리 ,16954,37.2707065,127.0675947,
용인시,수원집육개장,"경기도 용인시 기흥구 신갈로 43-1 (신갈동, 1층)",경기도 용인시 기흥구 신갈동 71-13 1층 ,17064,37.27060442,127.1054702,
용인시,수원컨트리클럽2층구내휴게소,"경기도 용인시 기흥구 중부대로 495 (구갈동,외82필지 B동 수원컨트리클럽하우스)",경기도 용인시 기흥구 구갈동 258-1 외82필지 B동 수원컨트리클럽하우스 ,16976,37.27894765,127.1208918,
용인시,수원통큰숯불화로갈비,"경기도 용인시 수지구 수지로 77 (상현동,힐프라자 (102,103,104호))","경기도 용인시 수지구 상현동 106-8 힐프라자 (102,103,104호) ",16857,37.30994743,127.0759917,
용인시,수위스키,"경기도 용인시 기흥구 동백3로11번길 33, 새롬프라자 2층 206호 (중동)",경기도 용인시 기흥구 중동 845-6 새롬프라자 206호 ,17006,37.2714602,127.1512364,
용인시,수작바베큐콥,"경기도 용인시 처인구 이동읍 백옥대로 737, 상가동 103호 (에이스카운티아파트)",경기도 용인시 처인구 이동읍 천리 1142번지 에이스카운티아파트 상가동(118동)  103호,17128,37.2015512,127.2082381,
용인시,수정식당,"경기도 용인시 처인구 백암면 근창로 17-6, 1층",경기도 용인시 처인구 백암면 백암리 458-2번지 수정식당 ,17178,37.16389179,127.3734672,
용인시,수정장어,경기도 용인시 처인구 양지면 한터로 289 (1층),경기도 용인시 처인구 양지면 주북리 1110-9 1층 ,17039,37.25494557,127.2382559,
용인시,수정커피호프,경기 용인시 처인구 금령로99번길 12-5,,,,,
용인시,수정호프커피,"경기도 용인시 처인구 금령로99번길 12-5, 지1층 (김량장동)",경기도 용인시 처인구 김량장동 133-12번지 ,17052,37.23682803,127.2075111,
용인시,수제갈비진상,"경기도 용인시 처인구 포곡읍 에버랜드로 71, 1층",경기도 용인시 처인구 포곡읍 전대리 105번지 ,17023,37.2815162,127.2241175,
용인시,수제돈가스,"경기도 용인시 처인구 모현읍 오포로 79, 1층 105호",경기도 용인시 처인구 모현읍 능원리 35-6번지,16884,37.3420912,127.1757354,
용인시,수제막창,"경기도 용인시 기흥구 동백3로11번길 12 (중동, 브릭스타워 147호)",경기도 용인시 기흥구 중동 852-3번지 브릭스타워 147호,17006,37.2701304,127.1531349,
용인시,수제비와칼국수,경기 용인시 처인구 백암면 덕평로 168,,,,,
용인시,수제비집,경기도 용인시 기흥구 민속촌로 90 (보라동),경기도 용인시 기흥구 보라동 57-4 ,17075,37.26091947,127.120813,
용인시,수제햄버거&토스트,"경기도 용인시 처인구 포곡읍 전대로78번길 1, 1층",경기도 용인시 처인구 포곡읍 전대리 360-10 ,17023,37.28518432,127.2172697,
용인시,수지 옛날 순대국,경기 용인시 수지구 상현로 7,,,,,
용인시,수지 우동집,"경기도 용인시 수지구 풍덕천로129번길 6-6 (풍덕천동, 성하빌딩 101호 일부)",경기도 용인시 수지구 풍덕천동 713-2번지 성하빌딩 101호 일부,16837,37.323845,127.0962208,
용인시,수지24,"경기도 용인시 수지구 포은대로 467, 241호 (풍덕천동, 수지 푸르지오 월드마크)",경기도 용인시 수지구 풍덕천동 1195번지 수지 푸르지오 월드마크 ,16833,37.3235079,127.1007446,
용인시,수지갈비,"경기도 용인시 수지구 성복2로76번길 25-36 (성복동, 1층)",경기도 용인시 수지구 성복동 746-3 1층 ,16848,37.31500819,127.0796311,
용인시,수지골남원추어탕,경기도 용인시 수지구 고기로 104 (동천동),경기도 용인시 수지구 동천동 119 ,16824,37.34646686,127.0925977,
용인시,수지곱창,경기도 용인시 수지구 풍덕천로140번길 5-1 (풍덕천동),경기도 용인시 수지구 풍덕천동 717-6번지,16835,37.3234838,127.0971906,
용인시,수지구청역점 한신포차,"경기도 용인시 수지구 풍덕천로139번길 14, 일성빌딩 2층 (풍덕천동)",경기도 용인시 수지구 풍덕천동 709 일성빌딩 ,16837,37.32492658,127.0960551,
용인시,수지국수집,경기도 용인시 수지구 풍덕천로172번길 3-29 (풍덕천동),경기도 용인시 수지구 풍덕천동 731-8번지 ,16833,37.3260392,127.1014361,
용인시,수지김치찜X신떡,경기 용인시 수지구 풍덕천로172번길 5,,,,,
용인시,수지드림불한증막식당,"경기도 용인시 수지구 성복2로76번길 26-3, B301일부호 (성복동)",경기도 용인시 수지구 성복동 740번지 B301일부호,16848,37.3151522,127.0808565,
용인시,수지맛집 바다향왕코다리,경기도 용인시 수지구 신봉1로 324 (신봉동),경기도 용인시 수지구 신봉동 582-1 ,16803,37.33300526,127.0540193,
용인시,수지멸치국수,경기 용인시 수지구 문정로 13 ,,,,,
용인시,수지모소리,경기도 용인시 수지구 풍덕천로140번길 5 (풍덕천동),경기도 용인시 수지구 풍덕천동 722번지 ,16835,37.32335383,127.0974292,
용인시,수지밥상,"경기도 용인시 수지구 풍덕천로190번길 3-7, 1층 일부호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 743-8 일부호,16833,37.32629967,127.1022557,
용인시,수지복집,경기 용인시 기흥구 구성로 163,,,,,
용인시,수지빈대떡,"경기도 용인시 수지구 풍덕천로129번길 8, 104호,105호,108일부호 (풍덕천동)","경기도 용인시 수지구 풍덕천동 711번지 104호,105호,108호 일부",16837,37.3239535,127.0956568,
용인시,수지순대국전문점,"경기도 용인시 수지구 풍덕천로181번길 6, 1층 근린생활시설호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 734-4번지 근린생활호,16832,37.32650862,127.1004439,
용인시,수지주막,"경기도 용인시 수지구 풍덕천로148번길 6 (풍덕천동, 1층 코너)",경기도 용인시 수지구 풍덕천동 722-6번지 1층 코너 ,16835,37.32361836,127.0979693,
용인시,수지즉석떡볶이,"경기도 용인시 수지구 풍덕천로 155, 수지마을동보아파트 A동 102호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 703번지 수지마을동보아파트 ,16832,37.3256726,127.0980508,
용인시,수지집,"경기도 용인시 수지구 만현로 74, 1층 102호, 103호 (상현동)",경기도 용인시 수지구 상현동 64-9번지 ,16929,37.30981382,127.0866341,
용인시,수지집,경기도 용인시 수지구 만현로 74 (상현동),경기도 용인시 수지구 상현동 64-9번지 ,16929,37.30973324,127.0865475,
용인시,수지코다리&시래기돌솥밥,경기 용인시 수지구 성복2로76번길 25-26,,,,,
용인시,수지큐,"경기도 용인시 수지구 동천로 12 (동천동, 하나프라자 201호)",경기도 용인시 수지구 동천동 180-5번지 하나프라자 201호,16825,37.3415909,127.1012984,
용인시,수지포장마차,경기 용인시 수지구 풍덕천로129번길 6-5,,,,,
용인시,수진옥,"경기도 용인시 기흥구 석성로521번길 6 (동백동,외1필지)",경기도 용인시 기흥구 동백동 374-2 외1필지 ,16895,37.28878469,127.1572937,
용인시,수춘천닭갈비,"경기도 용인시 처인구 명지로16번길 9-11, YB테라스 2층 203호 (역북동)",경기도 용인시 처인구 역북동 746번지 ,17055,37.23324839,127.1871049,
용인시,수타5짬뽕,경기 용인시 수지구 동천로 120,,,,,
용인시,수타우동 모루,"경기도 용인시 기흥구 구교동로118번길 30-2, 1층 (마북동)",경기도 용인시 기흥구 마북동 246-3 ,16910,37.30110301,127.1178131,
용인시,수타코야끼,경기 용인시 처인구 금령로40번길 6,,,,,
용인시,수탉꼬리,경기 용인시 처인구 이동읍 백옥대로 617,,,,,
용인시,수풍정정통중화요리,경기도 용인시 처인구 중부대로 1183 (삼가동),경기도 용인시 처인구 삼가동 238-17번지 ,17020,37.23866108,127.1768514,
용인시,수피아,"경기도 용인시 수지구 이종무로 118 (고기동, 1층 일부)",경기도 용인시 수지구 고기동 451-4번지 1층 일부,16800,37.3593655,127.0444431,
용인시,수현이네,경기도 용인시 처인구 백암면 죽양대로797번길 20,경기도 용인시 처인구 백암면 백봉리 566-4번지,17180,37.1377846,127.3970307,
용인시,수호네,경기도 용인시 처인구 포곡읍 금어로 629 (외 1필지),경기도 용인시 처인구 포곡읍 금어리 60 외 1필지 ,17030,37.2957231,127.267653,
용인시,숙아채콩나물국밥,경기 용인시 처인구 백옥대로 1255-11,,,,,
용인시,숙이네,"경기도 용인시 처인구 이동읍 경기동로 738, 1동 1층 일부",경기도 용인시 처인구 이동읍 송전리 491-5 ,17136,37.13612985,127.1998896,
용인시,숙이손만두,경기도 용인시 처인구 양지면 주북로 23,경기도 용인시 처인구 양지면 주북리 859-4번지 ,17039,37.24999402,127.2357362,
용인시,숙이호프,"경기도 용인시 처인구 낙은로 1-2 (역북동,1층)",경기도 용인시 처인구 역북동 475-42번지 1층,17046,37.2376369,127.1980469,
용인시,순곱,"경기도 용인시 기흥구 구갈로72번길 10, 109호 (구갈동, 낙원상가)",경기도 용인시 기흥구 구갈동 353번지 낙원상가 109호,16972,37.2805189,127.1124384,
용인시,순남시래기용인수지점,"경기도 용인시 수지구 성복1로 80, 104호 (성복동, 성복서희스타힐스애비뉴)",경기도 용인시 수지구 성복동 168-10번지 104호 일부 ,16852,37.3155365,127.0714372,
용인시,순대보감,"경기도 용인시 수지구 푸른솔로 95 (죽전동, 1층 일부)",경기도 용인시 수지구 죽전동 1258-1 1층 일부 ,16873,37.32684734,127.1180101,
용인시,순대보감,"경기도 용인시 수지구 수지로296번길 51-12, 1층 일부호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 1082-7 ,16841,37.32173364,127.0954627,
용인시,순두부마을,경기도 용인시 처인구 중부대로1392번길 18-7 (김량장동),경기도 용인시 처인구 김량장동 357번지 ,17062,37.2310505,127.197906,
용인시,순살나라치킨,경기도 용인시 처인구 중부대로1353번길 10-8 (김량장동),경기도 용인시 처인구 김량장동 290-3번지 ,17048,37.23554912,127.1964639,
용인시,순살만공격,"경기도 용인시 기흥구 동백5로 22, 쥬네브문월드빌딩 가동 지1층 B118호 (중동)",경기도 용인시 기흥구 중동 838 쥬네브문월드빌딩 가동 지1층 B118호,17006,37.27590419,127.1512723,
용인시,순살만공격 상갈점,"경기도 용인시 기흥구 상갈로11번길 7, 103호 (상갈동)",경기도 용인시 기흥구 상갈동 125 103호,17067,37.26742607,127.1065469,
용인시,순살만공격 수지센터점,"경기도 용인시 수지구 성복2로 17, 골드프라자1 지하2층 B208호 (성복동)",경기도 용인시 수지구 성복동 33-1 골드프라자1 ,16860,37.31074141,127.0812686,
용인시,순살만공격 용인죽전점,"경기도 용인시 수지구 정든로 5, 114호 (죽전동, 죽전역 솔하임)",경기도 용인시 수지구 죽전동 1088-2 죽전역 솔하임 ,16873,37.32753597,127.1135593,
용인시,순살만공격처인점,"경기도 용인시 처인구 중부대로 1430, 1층 일부 (김량장동)",경기도 용인시 처인구 김량장동 343-5 1층 일부 ,17062,37.2326704,127.2032163,
용인시,순수치킨 용인역북점,"경기도 용인시 처인구 명지로 24, 용인역북THE럭스나인 119호 (역북동)",경기도 용인시 처인구 역북동 745 ,17055,37.23397445,127.1880257,
용인시,순수푸드팩토리,"경기도 용인시 처인구 명지로 24, 용인역북THE럭스나인 1층 143,144호 (역북동)",경기도 용인시 처인구 역북동 745 ,17055,37.23397445,127.1880257,
용인시,순수해,"경기도 용인시 수지구 풍덕천로148번길 5-2, 1층 일부호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 728 ,16835,37.32381618,127.0982055,
용인시,순이와숙이의추억에7080,"경기도 용인시 기흥구 구갈로60번길 19, 금강프라자 3층 306일부호 (구갈동)",경기도 용인시 기흥구 구갈동 354-4 금강프라자 306일부호,16972,37.27995133,127.1134981,
용인시,순이포차,"경기도 용인시 처인구 금령로39번길 11, 1층 (김량장동)",경기도 용인시 처인구 김량장동 320-20번지 1층,17050,37.2358579,127.2004088,
용인시,순천회관,"경기도 용인시 기흥구 죽전로43번길 11-10 (보정동,1층)",경기도 용인시 기흥구 보정동 1203-10번지 1층 ,16898,37.32120911,127.1124636,
용인시,순천회관,"경기도 용인시 기흥구 흥덕2로105번길 6 (영덕동,흥덕U프라자 103,104,105호)","경기도 용인시 기흥구 영덕동 974-10 흥덕U프라자 103,104,105호 ",16953,37.27728951,127.0733437,
용인시,순희찬방&한식부페,"경기도 용인시 처인구 고림로74번길 2 (고림동,1층)",경기도 용인시 처인구 고림동 784-3번지 1층 ,17151,37.23960803,127.215013,
용인시,술과썰,경기 용인시 기흥구 신구로53번길 9,,,,,
용인시,술마을이야기,"경기도 용인시 기흥구 평촌2로 9 (동백동, 1층)",경기도 용인시 기흥구 동백동 623-2 1층 ,17001,37.28162314,127.1526673,
용인시,술막다리주막,"경기도 용인시 처인구 금령로107번길 17, 1층 (김량장동)",경기도 용인시 처인구 김량장동 137-5 1층 ,17052,37.23720712,127.2079111,
용인시,술아술아,경기도 용인시 처인구 이동읍 경기동로706번길 2 (1층일부),경기도 용인시 처인구 이동읍 송전리 608-5 1층일부 ,17136,37.13855842,127.1978195,
용인시,술이달다,"경기도 용인시 기흥구 금화로 107, 그린프라자2 1층 204호 (상갈동)","경기도 용인시 기흥구 상갈동 474-2 그린프라자2, 1층 204호",17073,37.26621714,127.1062261,
용인시,술이달다,"경기도 용인시 처인구 포곡읍 전대로78번길 16-1, 1층 일부",경기도 용인시 처인구 포곡읍 전대리 191-17 ,17023,37.28640119,127.2172651,
용인시,술이술술,경기 용인시 처인구 포곡읍 포곡로124번길 4,,,,,
용인시,술이야,경기도 용인시 처인구 백암면 백암로201번길 12-5 (2층),경기도 용인시 처인구 백암면 백암리 374-15번지 2층 ,17178,37.1651162,127.3737771,
용인시,술집 앤드 밥집,경기 용인시 기흥구 금화로 9,,,,,
용인시,"술집, 상현",경기 용인시 수지구 광교중앙로296번길 10,,,,,
용인시,술집가,"경기도 용인시 수지구 진산로 28, B01-1층 (풍덕천동)",경기도 용인시 수지구 풍덕천동 220-2번지 성원상떼빌아파트 상가1동 B01-1호,16925,37.3127023,127.0924167,
용인시,술친쉰장관,경기 용인시 처인구 중부대로1299번길 14,,,,,
용인시,숯구소,"경기도 용인시 처인구 포곡읍 포곡로118번길 7, 1층",경기도 용인시 처인구 포곡읍 둔전리 155-4 ,17027,37.26950414,127.2190089,
용인시,숯닭무흥덕점,"경기도 용인시 기흥구 흥덕1로79번길 2 (영덕동,가은프라자 208(일부),209,210호)","경기도 용인시 기흥구 영덕동 986-1 가은프라자 208(일부),209,210호 ",16954,37.27499329,127.0714955,
용인시,숯불고부장,경기 용인시 기흥구 흥덕2로75번길 29,,,,,
용인시,숯불앤닭,"경기도 용인시 처인구 금령로139번길 4-2, 1층 (마평동)",경기도 용인시 처인구 마평동 657-7 ,17153,37.2356754,127.2118628,
용인시,숯불집,"경기도 용인시 기흥구 용구대로2394번길 16 (마북동, 연원프라자 B01호)",경기도 용인시 기흥구 마북동 520-7 연원프라자 B01호 ,16921,37.29972946,127.1084887,
용인시,숲속초밥,"경기도 용인시 처인구 모현읍 능원로85번길 35, 1층",경기도 용인시 처인구 모현읍 능원리 364-3 자스민 ,16886,37.32902394,127.1736363,
용인시,쉐박(Chez PARK),"경기도 용인시 처인구 모현읍 충렬로 1, 1층 일부",경기도 용인시 처인구 모현읍 능원리 155-2 ,16884,37.33995512,127.1726746,
용인시,쉐이크 앤 모어,경기 용인시 수지구 광교중앙로296번길 10,,,,,
용인시,쉐프가수 최영현의 취팔러마,경기 용인시 기흥구 지삼로 68,,,,,
용인시,쉐프의런치,"경기도 용인시 기흥구 갈천로 74, 플러스타운 1층 (상갈동)",경기도 용인시 기흥구 상갈동 101-10 플러스타운 1층 ,17067,37.26993487,127.1074249,
용인시,쉐프의부대찌개,"경기도 용인시 처인구 백암면 백원로 610, 2층","경기도 용인시 처인구 백암면 백암리 312-2번지 외 3필지, 2층",17178,37.1673358,127.378528,
용인시,쉐프의부대찌개&북해도스위트죽전점,"경기도 용인시 수지구 현암로 139, 가동 104호,202호 (죽전동, 동산프라자)",경기도 용인시 수지구 죽전동 1189-2 동산프라자 ,16876,37.33196177,127.1247571,
용인시,쉴만한물가,경기도 용인시 처인구 이동읍 이원로 211,경기도 용인시 처인구 이동읍 묵리 739-4 ,17132,37.18612148,127.2294804,
용인시,쉼,경기 용인시 수지구 풍덕천로148번길 5-15,,,,,
용인시,"쉼, 어묵 그리고 한잔 술",경기 용인시 수지구 수풍로 107,,,,,
용인시,쉼터회실내마차,경기도 용인시 처인구 원삼면 고당로15번길 12,경기도 용인시 처인구 원삼면 고당리 32-4번지,17168,37.1639789,127.3116134,
용인시,쉼표,"경기도 용인시 기흥구 용구대로2394번길 13, 1층 103호 (마북동)",경기도 용인시 기흥구 마북동 519-19 1층 103호 ,16921,37.29991041,127.1086909,
용인시,슈식시간,경기도 용인시 기흥구 탑실로 2 (공세동),경기도 용인시 기흥구 공세동 307-39 ,17085,37.23805149,127.1071506,
용인시,슈퍼샌드위치,"경기도 용인시 수지구 신봉1로 52-4, 신봉빌딩 1층 101호,102호 (신봉동)",경기도 용인시 수지구 신봉동 19-2 101호102호 ,16816,37.32265237,127.0797466,
용인시,슌카이,"경기도 용인시 기흥구 죽현로 8-22, 105호 (보정동, 휴먼타워)",경기도 용인시 기흥구 보정동 1261-1번지 휴먼타워 105호,16897,37.3197076,127.1089415,
용인시,스낵버스터(SNACK BUSTERS),"경기도 용인시 처인구 포곡읍 에버랜드로 199, P-29동 (외81필지 1층일부)",경기도 용인시 처인구 포곡읍 전대리 506 외81필지 1층일부 P-29동 ,17023,37.28996008,127.2165862,
용인시,스낵식당매점,"경기도 용인시 수지구 성복2로 17, 골드프라자1 301호 (성복동)",경기도 용인시 수지구 성복동 33-1번지 골드프라자1 301호,16860,37.31071,127.081134,
용인시,스낵얌(광교상현점),경기 용인시 수지구 광교중앙로 304,,,,,
용인시,스낵팩토리(Snack Factory),"경기도 용인시 기흥구 민속촌로 90 (보라동, 1층)",경기도 용인시 기흥구 보라동 107-1 1층 ,17075,37.26091947,127.120813,
용인시,스넥식당매점,"경기도 용인시 수지구 성복2로 17, 골드프라자1 3층 301호 (성복동)",경기도 용인시 수지구 성복동 33-1번지 골드프라자1 301호,16860,37.31071,127.081134,
용인시,스넥코너,경기도 용인시 기흥구 사은로 163 (보라동),경기도 용인시 기흥구 보라동 1-35 ,17071,37.26760982,127.1186253,
용인시,스뎅식당,"경기도 용인시 처인구 남사면 한숲로58번길 15, 한숲스퀘어레드 2층 201호",경기도 용인시 처인구 남사면 아곡리 699 ,17117,37.15295877,127.1724463,
용인시,스떼이끄300블랙,"경기도 용인시 기흥구 상갈로 31, 진빌딩 2층 201호 (상갈동)",경기도 용인시 기흥구 상갈동 119-8 진빌딩 2층 201호 ,17067,37.26915343,127.1082636,
용인시,스마일돈클럽,"경기도 용인시 처인구 포곡읍 석성로 1087, 1~2층",경기도 용인시 처인구 포곡읍 영문리 20-14번지 ,17025,37.27645921,127.215511,
용인시,스마일옛날통닭,"경기도 용인시 기흥구 흥덕2로87번길 18, 이씨티 B동 101호 (영덕동)",경기도 용인시 기흥구 영덕동 985-1 이씨티 B동 101호,16954,37.27591306,127.0715918,
용인시,스머프 통닭,경기도 용인시 처인구 모현읍 곡현로 660,경기도 용인시 처인구 모현읍 매산리 196-5 ,17031,37.34254024,127.2250592,
용인시,스시 재이(SUSHI J),"경기도 용인시 수지구 만현로 20, 성산빌딩 1층 102호 (상현동)",경기도 용인시 수지구 상현동 3-4 성산빌딩 ,16929,37.3141648,127.0884385,
용인시,스시고메,"경기도 용인시 기흥구 구갈로60번길 19, 1층 101호 (구갈동, 금강프라자)",경기도 용인시 기흥구 구갈동 354-4번지 금강프라자 101호,16972,37.2798512,127.1134409,
용인시,스시김선생,"경기도 용인시 수지구 만현로 88 (상현동,상현종합상가115호)",경기도 용인시 수지구 상현동 66-9 상현종합상가115호 ,16930,37.30887165,127.0852851,
용인시,스시노유메,"경기도 용인시 기흥구 서천동로91번길 3 (농서동, 103호)",경기도 용인시 기흥구 농서동 447 103호 ,17111,37.23360376,127.0722259,
용인시,스시다미,경기 용인시 기흥구 기흥로14번길 12-16,,,,,
용인시,스시덴고쿠 기흥아울렛점,"경기도 용인시 기흥구 신고매로 124, 롯데프리미엄아울렛기흥점 주건축물제1동 지하1층일부 (고매동)",경기도 용인시 기흥구 고매동 280 롯데프리미엄아울렛기흥점 주건축물제1동 지하1층일부 ,17087,37.22544981,127.1209569,
용인시,스시도담,"경기도 용인시 수지구 현암로 128, 111호 (죽전동, 센타프라자)",경기도 용인시 수지구 죽전동 1197-1번지 센타프라자 111호,16880,37.33137092,127.1234685,
용인시,스시도도,"경기도 용인시 처인구 명지로60번길 8-10, 1층 101호 (역북동)","경기도 용인시 처인구 역북동 759-1번지 1층, 101호",17056,37.2315533,127.1878219,
용인시,스시류,"경기도 용인시 기흥구 죽전로 10 (보정동,장은메디칼프라자 111호)",경기도 용인시 기흥구 보정동 1261-4 장은메디칼프라자 111호 ,16897,37.32024051,127.109827,
용인시,스시린,"경기도 용인시 기흥구 한보라2로14번길 3-2 (보라동, 1층 일부)",경기도 용인시 기흥구 보라동 587-1번지 1층 일부,17081,37.2536873,127.1113061,
용인시,스시마고 신세계백화점 경기점,경기도 용인시 수지구 포은대로 536 (주)신세계백화점경기점 7층 일부호 (죽전동),경기도 용인시 수지구 죽전동 1285 (주)신세계백화점경기점 ,16896,37.32500317,127.1081093,
용인시,스시선,"경기도 용인시 기흥구 동백중앙로 283, 골드프라자 1층 A107호 (중동)",경기도 용인시 기흥구 중동 829번지 골드프라자 A107호,17006,37.2775994,127.1535444,
용인시,스시선,"경기도 용인시 처인구 중부대로 1294, 4층 일부 (406-1호) (역북동)",경기도 용인시 처인구 역북동 802 ,17054,37.23546252,127.1883127,
용인시,스시센,경기 용인시 기흥구 죽전로15번길 8-8,,,,,
용인시,스시아이,"경기도 용인시 수지구 풍덕천로130번길 5-1, 1층 일부호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 718-7 ,16835,37.32316166,127.0965837,
용인시,스시앤,"경기도 용인시 기흥구 중부대로 184, 힉스유타워 A동 1층 134-2호 (영덕동)",경기도 용인시 기흥구 영덕동 1315 힉스유타워 A동 134-2호,17095,37.2691657,127.0905784,
용인시,스시앤스시,경기 용인시 수지구 광교중앙로295번길 13,,,,,
용인시,스시어게인,경기 용인시 처인구 모현읍 문현로 330 ,,,,,
용인시,스시어왕,"경기도 용인시 기흥구 서천로201번길 14, 프리미엄원희캐슬기흥서천 1층 L155호 (농서동)",경기도 용인시 기흥구 농서동 455 프리미엄원희캐슬기흥서천 1층 L155호 ,17111,37.2299696,127.0718068,
용인시,스시엔참치,"경기도 용인시 수지구 동천로 12, 108호 (동천동,하나프라자)",경기도 용인시 수지구 동천동 180-5번지 하나프라자 108호,16825,37.3415909,127.1012984,
용인시,스시오우시,"경기도 용인시 처인구 남사면 한숲로58번길 15, 한숲스퀘어 레드 206호",경기도 용인시 처인구 남사면 아곡리 699 ,17117,37.15295877,127.1724463,
용인시,스시와쿠,"경기도 용인시 수지구 현암로 153, 건영타운 1층 108호 (죽전동)",경기도 용인시 수지구 죽전동 1188-1 건영타운 ,16876,37.33195808,127.126439,
용인시,스시운,"경기도 용인시 수지구 신봉2로 5 (신봉동, 외2필지 에덴파크2 106호)",경기도 용인시 수지구 신봉동 39번지 외2필지 에덴파크2 106호,16815,37.323534,127.0773338,
용인시,스시율,"경기도 용인시 기흥구 죽전로15번길 7-4, 1층 (보정동)",경기도 용인시 기흥구 보정동 1187-8번지,16897,37.3212925,127.1099365,
용인시,스시지금,"경기도 용인시 수지구 광교중앙로 301, 1층 102호 (상현동)",경기도 용인시 수지구 상현동 1117-7 ,16944,37.296959,127.0686743,
용인시,스시클라우드,"경기도 용인시 기흥구 서천로117번길 7 (서천동, 엠스테이비지니스호텔 101호)",경기도 용인시 기흥구 서천동 806 엠스테이비지니스호텔 101호 ,17108,37.2373132,127.073524,
용인시,스시하이,"경기도 용인시 기흥구 용구대로 2390-12, 삼송빌딩 1층 (마북동)",경기도 용인시 기흥구 마북동 520-3 삼송빌딩 1층 ,16921,37.29967448,127.1082182,
용인시,스시하쯔,"경기도 용인시 기흥구 서천동로83번길 4-10, 102호 (농서동, 1층)",경기도 용인시 기흥구 농서동 445-1번지 1층 102호,17111,37.2337677,127.0724111,
용인시,스시현,"경기도 용인시 기흥구 신갈로58번길 33 (신갈동, 1층 6호)",경기도 용인시 기흥구 신갈동 50-9 1층 6호 ,16969,37.27312279,127.1092356,
용인시,스시화,경기 용인시 수지구 문인로17번길 5,,,,,
용인시,스시화 기흥점,"경기도 용인시 기흥구 구성로 54, 103호 일부호 (마북동)",경기도 용인시 기흥구 마북동 324-7 103호 일부호 ,16920,37.29466815,127.1153635,
용인시,스시환,경기 용인시 처인구 중부대로1331번길 6-2,,,,,
용인시,스윗 플레이버(Sweet flavor),"경기도 용인시 기흥구 갈곡로 5, 더힐 102호 (구갈동)",경기도 용인시 기흥구 구갈동 591 더힐 102호,16979,37.27187912,127.1289242,
용인시,스윙스윙(SWING SWING),"경기도 용인시 기흥구 언동로 85 (청덕동, 1층)",경기도 용인시 기흥구 청덕동 425-4 1층 ,16984,37.28657458,127.1385428,
용인시,스츠미,"경기도 용인시 처인구 명지로60번길 8-13, 101호 (역북동)",경기도 용인시 처인구 역북동 756번지 101호,17056,37.23182447,127.187293,
용인시,스카이 뷔페,"경기도 용인시 수지구 신봉1로 157, 파크프라자 1층 132,133호 (신봉동)",경기도 용인시 수지구 신봉동 973 파크프라자 ,16811,37.32709397,127.0691003,
용인시,스카이캅,경기 용인시 기흥구 언남로 74,,,,,
용인시,스카이크루즈스낵(SKYCRUISE SNACK),"경기도 용인시 처인구 포곡읍 에버랜드로 199, N4동 1층",경기도 용인시 처인구 포곡읍 전대리 310 삼성에버랜드 ,17023,37.28996008,127.2165862,
용인시,스카이크루즈스낵2점(SKYCRUISE SNACK 2점),"경기도 용인시 처인구 포곡읍 에버랜드로 199, L45동 1층",경기도 용인시 처인구 포곡읍 전대리 310 L45동 1층 ,17023,37.28996008,127.2165862,
용인시,스카이푸드,"경기도 용인시 기흥구 신구로 59 (신갈동, 1층)",경기도 용인시 기흥구 신갈동 31-3 1층 ,16968,37.27744982,127.1093373,
용인시,스쿨푸드 수지풍덕천 딜리버리점,"경기도 용인시 수지구 풍덕천로197번길 11-3, 1층 일부호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 740번지 ,16832,37.32763305,127.1020568,
