시군명,사업장명,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,
용인시,리틀레이크,"경기도 용인시 기흥구 신촌로51번길 6-4, 1층 일부 (보정동)",경기도 용인시 기흥구 보정동 1327-1 1층 일부 ,16904,37.30776842,127.1107829,
용인시,리틀버틀러 신세계백화점 경기점,경기도 용인시 수지구 포은대로 536 (주)신세계백화점경기점 지하1층 일부호 (죽전동),경기도 용인시 수지구 죽전동 1285 (주)신세계백화점경기점 ,16896,37.32500317,127.1081093,
용인시,리틀사이공,"경기도 용인시 수지구 성복2로 38, 롯데몰성복점 4층 일부호 (성복동)",경기도 용인시 수지구 성복동 23번지 롯데몰성복점 ,16847,37.31268183,127.083302,
용인시,리포브릭 동백점,"경기도 용인시 기흥구 동백죽전대로 444, 9011호 (중동, 쥬네브썬월드)",경기도 용인시 기흥구 중동 833 쥬네브썬월드 9011호,17006,37.27799636,127.1515898,
용인시,리포브릭 동백점,"경기도 용인시 기흥구 동백죽전대로 444 (중동, 쥬네브썬월드 9010호)",경기도 용인시 기흥구 중동 833 쥬네브썬월드 9010호 ,17006,37.27799636,127.1515898,
용인시,리플레이 멀티보드게임카페,경기도 용인시 기흥구 동백중앙로 283,,,,,
용인시,린스키친,"경기도 용인시 수지구 현암로89번길 12-9, 바름터찻집 1층 102호 (죽전동)",경기도 용인시 수지구 죽전동 1172-9 바름터찻집 ,16875,37.33241386,127.1195509,
용인시,릴리레스토,경기도 용인시 수지구 풍덕천로147번길 10,,,,,
용인시,림꼬또,"경기도 용인시 수지구 만현로 74, 1층 일부호 (상현동)",경기도 용인시 수지구 상현동 64-9 일부호,16929,37.30981382,127.0866341,
용인시,립독,경기도 용인시 처인구 금학로341번길 23,,,,,
용인시,마X포차,"경기도 용인시 처인구 포곡로5번길 20-2, 가동 1층 일부 (유방동)",경기도 용인시 처인구 유방동 141-48 모마빌딩 ,17040,37.26153357,127.210614,
용인시,마구산오리골,경기도 용인시 처인구 포곡읍 두계로20번길 23 (1층),경기도 용인시 처인구 포곡읍 삼계리 550-16번지 1층 ,17028,37.27821079,127.2328689,
용인시,마구산옻닭,경기도 용인시 처인구 포곡읍 마성리 99,,,,,
용인시,마나냉면,"경기도 용인시 처인구 모현읍 백옥대로 2076-1, 1층 일부",경기도 용인시 처인구 모현읍 초부리 440-8 ,17037,37.31026945,127.2405808,
용인시,마냐나,"경기도 용인시 기흥구 금화로 95 (상갈동, 101호)",경기도 용인시 기흥구 상갈동 466-3번지 101호,17073,37.2660708,127.107581,
용인시,마녀포차,경기도 용인시 기흥구 금화로 111,,,,,
용인시,마늘은약이다 보쌈족발 기흥점,"경기도 용인시 기흥구 강남서로 9, 108호 (구갈동, 아카데미프라자)",경기도 용인시 기흥구 구갈동 579 아카데미프라자 108호,16977,37.2721154,127.1266672,
용인시,마늘은약이다보쌈&족발,"경기도 용인시 기흥구 서천로 121 (서천동, 원희캐슬 202호)",경기도 용인시 기흥구 서천동 813 원희캐슬 202호 ,17108,37.23715704,127.0727131,
용인시,마늘은약이다보쌈족발,경기도 용인시 수지구 풍덕천로140번길 5-8 (풍덕천동),경기도 용인시 수지구 풍덕천동 722-3 1층 ,16835,37.32351712,127.0977331,
용인시,마늘푸드,"경기도 용인시 기흥구 서천로 121, 원희캐슬 서천프라자 2층 202일부호 (서천동)",경기도 용인시 기흥구 서천동 813 원희캐슬 서천프라자 202일부호,17108,37.23715704,127.0727131,
용인시,마니주,"경기도 용인시 수지구 수지로342번길 17, 에덴프라자 104호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 29-10번지 에덴프라자 104호,16832,37.3267281,127.0963259,
용인시,마님회 도매센타,"경기도 용인시 수지구 광교중앙로 297, 광교2차 푸르지오시티 D동 1층 110호 (상현동)",경기도 용인시 수지구 상현동 1117-8 광교2차 푸르지오시티 D동 ,16944,37.29672439,127.068608,
용인시,마담 타코야끼,"경기도 용인시 기흥구 신갈로 68, 1층 일부호 (신갈동)",경기도 용인시 기흥구 신갈동 56-1 일부호,16969,37.27273284,127.1058087,
용인시,마담타코야끼 용인시청점,"경기도 용인시 처인구 중부대로1313번길 20-12, 1층 일부 (역북동)",경기도 용인시 처인구 역북동 427-4 ,17047,37.23666896,127.1912051,
용인시,마당,경기도 용인시 기흥구 지삼로98번길 43-6 (지곡동),경기도 용인시 기흥구 지곡동 575-2 ,17088,37.2519157,127.1268684,
용인시,마당쇠,경기도 용인시 처인구 이동읍 경기동로 823,경기도 용인시 처인구 이동읍 송전리 298-1번지,17137,37.1290612,127.2036307,
용인시,마더가든,"경기도 용인시 처인구 지삼로 470, 2층 (삼가동, 외6필지)","경기도 용인시 처인구 삼가동 421-3번지 외6필지, 2층 ",17090,37.2347419,127.1570764,
용인시,마더스보쌈,경기도 용인시 처인구 금령로39번길 9 (김량장동),경기도 용인시 처인구 김량장동 321-5번지,17050,37.2355786,127.2004306,
용인시,마라365(기흥점),경기도 용인시 기흥구 신구로 48,,,,,
용인시,마라도사,경기도 용인시 처인구 포곡읍 전대로78번길 16-1,,,,,
용인시,마라순코우마라탕,"경기도 용인시 처인구 명지로 24 ,",,,,,
용인시,마라스쿨,"경기도 용인시 수지구 만현로 103, 한길프라자 2층 203호 (상현동)",경기도 용인시 수지구 상현동 259 한길프라자 ,16930,37.30737593,127.0854513,
용인시,마라왕부,"경기도 용인시 수지구 죽전로144번길 8-6 (죽전동,1층)",경기도 용인시 수지구 죽전동 1325-8 1층 ,16889,37.32329591,127.1236489,
용인시,마라원칙마라탕,경기도 용인시 처인구 중부대로1299번길 10,,,,,
용인시,마라장룡&꼬치,"경기도 용인시 처인구 모현읍 백옥대로2384번길 21-31, 1층 일부",경기도 용인시 처인구 모현읍 왕산리 794-20 1층 일부 ,17035,37.33643097,127.250425,
용인시,마라장룡and양꼬치,"경기도 용인시 처인구 포곡읍 포곡로117번길 10, A동 1층",경기도 용인시 처인구 포곡읍 둔전리 161-1 1층 A동 ,17027,37.27066385,127.2177075,
용인시,마라제국,"경기도 용인시 수지구 수지로296번길 51-5, 화강빌딩 1층 102호 (풍덕천동)",경기도 용인시 수지구 풍덕천동 1080-16 화강빌딩 ,16841,37.32173918,127.0944468,
용인시,마라집 동천점,경기도 용인시 수지구 동천로 12,,,,,
용인시,마라집 본점,"경기도 용인시 수지구 성복2로 17, 골드프라자1 지하2층 B215호 (성복동)",경기도 용인시 수지구 성복동 33-1 골드프라자1 ,16860,37.31074141,127.0812686,
용인시,마라집 용인보정점,"경기도 용인시 기흥구 보정로 115, 우영프라자 1층 102호 (보정동)",경기도 용인시 기흥구 보정동 1266-2 우영프라자 1층 102호 ,16898,37.3198435,127.1152126,
용인시,마라집동백점,"경기도 용인시 기흥구 동백5로 22, 쥬네브문월드빌딩 1층 138호 (중동)",경기도 용인시 기흥구 중동 838 쥬네브문월드빌딩 1층 138호,17006,37.27590419,127.1512723,
용인시,마라킹 상현역점,"경기도 용인시 수지구 광교중앙로 305, 광교2차 푸르지오시티 C동 1층 102호 (상현동)",경기도 용인시 수지구 상현동 1117-5 광교2차 푸르지오시티 C동 ,16944,37.29733798,127.068785,
용인시,마라하오,"경기도 용인시 기흥구 죽전로 11, 미래시티 8층 801(11)호 (보정동)",경기도 용인시 기흥구 보정동 1195-3 미래시티 801(11)호 ,16897,37.32075444,127.1098695,
용인시,마루가든,"경기도 용인시 처인구 백암면 청계로49번길 14-8, 1층",경기도 용인시 처인구 백암면 박곡리 711-1 1층 ,17179,37.15829957,127.3894036,
용인시,마루샤브 광교신도시,경기도 용인시 수지구 광교마을로 35,,,,,
용인시,마루코다리 생선구이,"경기도 용인시 기흥구 지삼로 60 (지곡동, 1층)",경기도 용인시 기흥구 지곡동 474-8 1층 ,17088,37.25162225,127.1281441,
용인시,마루한콩나물국밥,"경기도 용인시 처인구 포곡읍 포곡로 220, 포곡제일가동 1층 101호","경기도 용인시 처인구 포곡읍 둔전리 340번지 포곡제일가동, 1층 101호",17027,37.2754906,127.2277079,
용인시,마르카리베카페(Marcaribe cafe),경기도 용인시 처인구 포곡읍 에버랜드로 199,,,,,
용인시,마르타분식,"경기도 용인시 처인구 원삼면 문촌로 1, 1층",경기도 용인시 처인구 원삼면 고당리 65-7번지 1층 일부 ,17168,37.1645045,127.3104785,
용인시,마리에이전시(유),"경기도 용인시 수지구 동천로 534, 2~3층 (고기동)",경기도 용인시 수지구 고기동 338-1 ,16800,37.35122266,127.0541373,
용인시,마리오,경기도 용인시 처인구 포곡읍 전대로49번길 14 (1층),경기도 용인시 처인구 포곡읍 전대리 184-6번지 1층 ,17023,37.2834636,127.2185979,
용인시,마린포차,"경기도 용인시 처인구 이동읍 백옥대로 603, 1층 112호",경기도 용인시 처인구 이동읍 천리 231-1번지 1층 112호,17128,37.19061827,127.2062428,
용인시,마마우스(MaMause),"경기도 용인시 수지구 문인로39번길 8, 1층 (풍덕천동)",경기도 용인시 수지구 풍덕천동 665-6 ,16829,37.33237019,127.09816,
용인시,마마찜닭,"경기도 용인시 기흥구 죽전로 11, 미래시티 8층 일부(9)호 (보정동)",경기도 용인시 기흥구 보정동 1195-3 미래시티 일부(9)호 ,16897,37.32075444,127.1098695,
용인시,마미떡 역북점,"경기도 용인시 처인구 명지로60번길 8-13, 204호 (역북동)",경기도 용인시 처인구 역북동 756 ,17056,37.23190844,127.1873466,
용인시,마미떡(수지구청역점),경기도 용인시 수지구 풍덕천로130번길 3,,,,,
용인시,마미떡용인동백점,경기도 용인시 기흥구 동백중앙로 245,,,,,
용인시,마미쿡,경기도 용인시 처인구 포곡읍 포곡로 110-1 (1층일부),경기도 용인시 처인구 포곡읍 둔전리 151-5번지 1층일부,17027,37.2691026,127.2178127,
용인시,마미쿡모현점,경기도 용인시 처인구 모현읍 문현로 348,,,,,
용인시,마미쿡용인모현점,"경기도 용인시 처인구 모현읍 문현로 348, 용인가구회관 나동 101호일부",경기도 용인시 처인구 모현읍 일산리 112-130 용인가구회관 나동 101호일부 ,17033,37.33707127,127.2463363,
용인시,마부곱창,"경기도 용인시 기흥구 서천로201번길 14, 프리미엄원희캐슬기흥서천 1층 L120호 (농서동)",경기도 용인시 기흥구 농서동 455 프리미엄원희캐슬기흥서천 1층 L120호 ,17111,37.2299696,127.0718068,
용인시,마북황소곱창,경기도 용인시 기흥구 마북로 167,,,,,
용인시,마빈스,"경기도 용인시 처인구 모현읍 초부로 97, A동 1층",경기도 용인시 처인구 모현읍 초부리 146-4 A동 1층 ,17037,37.31408789,127.2515711,
용인시,마성시골집,"경기도 용인시 처인구 포곡읍 석성로888번길 71, 1층 일부",경기도 용인시 처인구 포곡읍 마성리 311-1 마성낚시터매점 ,17024,37.27336102,127.1896905,
용인시,마셔마셔,"경기도 용인시 수지구 성복2로 108-2 (성복동, 웰스톤갤러리 107호)",경기도 용인시 수지구 성복동 139번지 웰스톤갤러리 107호,16850,37.3159311,127.0744948,
용인시,마스터셰프,"경기도 용인시 기흥구 청마로 8, 제이제이빌딩 1층 101호 (청덕동)",경기도 용인시 기흥구 청덕동 307-1 제이제이빌딩 1층 101호 ,16892,37.29692617,127.1548423,
용인시,마시꾸나,경기도 용인시 기흥구 서천로128번길 12,,,,,
용인시,마시왕 잔치국수,"경기도 용인시 수지구 성복2로76번길 25-5 (성복동,1층)",경기도 용인시 수지구 성복동 745-1번지 1층 ,16848,37.3152343,127.0792773,
용인시,마실,"경기도 용인시 수지구 동천로99번길 3, 104호 (동천동,외 3필지 제일프라자)",경기도 용인시 수지구 동천동 344-2번지 외 3필지 제일프라자 104호,16823,37.3378404,127.0927964,
용인시,마실,"경기도 용인시 수지구 죽전로 257, 모닝파크오피스텔 101호 (죽전동)",경기도 용인시 수지구 죽전동 1185-1번지 모닝파크오피스텔 101호,16876,37.3327001,127.1276342,
용인시,마실더그린테이블,"경기도 용인시 기흥구 평촌1로1번길 7, 1층 101호 (동백동)",경기도 용인시 기흥구 동백동 614-5번지,17001,37.2834923,127.1534321,
용인시,마실방,경기도 용인시 수지구 용구대로2790번길 6,,,,,
용인시,마실카페,"경기도 용인시 기흥구 신갈로58번길 14 (신갈동, 1층일부,2~3층일부)","경기도 용인시 기흥구 신갈동 61-7 1층일부,2~3층일부 ",17064,37.27211584,127.1073008,
용인시,마싰는 끼니,"경기도 용인시 기흥구 강남동로 6 (구갈동, 그랜드프라자 111호)",경기도 용인시 기흥구 구갈동 594-1 그랜드프라자 111호 ,16978,37.27138869,127.1277536,
용인시,마싰는끼니,"경기도 용인시 기흥구 예현로 23, 우진프라자 1층 102호 (서천동)",경기도 용인시 기흥구 서천동 360 우진프라자 1층 102호 ,17103,37.24473175,127.068555,
용인시,마약곱창남사점,"경기도 용인시 처인구 남사면 한숲로 45, 한숲스퀘어옐로우 1층 140호",경기도 용인시 처인구 남사면 아곡리 694 ,17117,37.15282632,127.1701946,
용인시,마약낙곱새 기흥점,"경기도 용인시 기흥구 신구로22번길 7-16, 1층 101호 (구갈동)",경기도 용인시 기흥구 구갈동 408 1층 101호 ,16970,37.27495627,127.1103428,
용인시,마약낙곱새(수지점),"경기도 용인시 수지구 신봉2로14번길 16, 신봉프라자 가동 지하1층 B02호 일부호 (신봉동)",경기도 용인시 수지구 신봉동 46-3 신봉프라자 ,16816,37.32358831,127.0793237,
용인시,마약닭꼬치,"경기도 용인시 기흥구 신구로54번길 1, 국일빌딩 105호 (구갈동)",경기도 용인시 기흥구 구갈동 400-4 국일빌딩 105호,16971,37.27701865,127.1097907,
용인시,마약뒷고기,경기도 용인시 처인구 포곡읍 전대로 72,경기도 용인시 처인구 포곡읍 전대리 196-4 ,17023,37.28456473,127.2182647,
용인시,마약생고기,"경기도 용인시 기흥구 구교동로 182-1 (마북동, 1층)",경기도 용인시 기흥구 마북동 175-3 1층 ,16910,37.30358943,127.1229911,
용인시,마왕족발,"경기도 용인시 기흥구 동백5로 21-5, 베스트빌 오피스텔 104,105호 (중동)",경기도 용인시 기흥구 중동 832-6번지 베스트빌 오피스텔 ,17006,37.27679045,127.1520432,
용인시,마왕족발,"경기도 용인시 수지구 광교중앙로 310, 109호 (상현동, 신명프라자)",경기도 용인시 수지구 상현동 1131-3번지 신명프라자 109호,16943,37.2975981,127.0697179,
용인시,마왕족발,경기도 용인시 수지구 풍덕천로139번길 15 (풍덕천동),경기도 용인시 수지구 풍덕천동 708-3번지,16837,37.3246743,127.0956916,
용인시,마왕족발 처인구청점,"경기도 용인시 처인구 중부대로1313번길 6-18, 1층 일부 (역북동)",경기도 용인시 처인구 역북동 436-8 ,17047,37.23586164,127.1927191,
용인시,마을밥상동백,경기도 용인시 기흥구 동백3로11번길 8-1,,,,,
용인시,마음둘곳,"경기도 용인시 처인구 중부대로1331번길 7, 1층 일부 (역북동)",경기도 용인시 처인구 역북동 437-4 로얄프라자 ,17047,37.23623132,127.1927627,
용인시,마음카레,"경기도 용인시 기흥구 신고매로 59, 지하6층 일부호 (고매동)",경기도 용인시 기흥구 고매동 271번지 ,17086,37.22341803,127.114249,
용인시,마이,"경기도 용인시 기흥구 동백중앙로 199, 304호 (중동, 동백에이스프라자 )",경기도 용인시 기흥구 중동 848-3 동백에이스프라자 304호,17006,37.27129139,127.1520719,
용인시,마이고기,"경기도 용인시 수지구 성복2로 38, 롯데몰성복점(마트) 2층 일부호 (성복동)",경기도 용인시 수지구 성복동 23번지 롯데몰성복점 ,16847,37.31268183,127.083302,
용인시,마이너스윙,"경기도 용인시 수지구 동천로 470, 1층 전체호 (동천동)",경기도 용인시 수지구 동천동 683-6 ,16802,37.3472359,127.0582368,
용인시,마이유스,경기도 용인시 기흥구 서그내로 21,,,,,
용인시,마이집 and 씨드커피,경기도 용인시 기흥구 용구대로2394번길 26,,,,,
용인시,마일로케이크(MILO cake),"경기도 용인시 처인구 낙은로 26, 1층 (역북동)",경기도 용인시 처인구 역북동 467-36번지 1층 일부,17045,37.2395461,127.1986266,
용인시,마장동돈장군,"경기도 용인시 기흥구 강남로 12 (구갈동,스카이프라자상가 107호)",경기도 용인시 기흥구 구갈동 594-2 스카이프라자상가 107호 ,16978,37.27109936,127.1274731,
용인시,마초족발,경기도 용인시 처인구 포곡읍 포곡로124번길 1 (2층),경기도 용인시 처인구 포곡읍 둔전리 190-13번지 2층 ,17027,37.2700462,127.2191796,
용인시,마카&분식,"경기도 용인시 처인구 남사면 내기로 13, 1층",경기도 용인시 처인구 남사면 봉무리 664-1번지 (1층) ,17118,37.11411975,127.1497209,
용인시,마카&분식,경기도 용인시 처인구 남사읍 내기로 6-1 (1층 일부(외1필지)),경기도 용인시 처인구 남사읍 봉무리 441-10 1층 일부(외1필지) ,17118,37.11372913,127.1503854,
용인시,마통,"경기도 용인시 수지구 광교중앙로 305 (상현동, 광교2차푸르지오시티 C동 114호)",경기도 용인시 수지구 상현동 1117-5 광교2차푸르지오시티 C동 114호 ,16944,37.29733798,127.068785,
용인시,마통비어(마늘통닭),"경기도 용인시 수지구 현암로 95, 현대프라자 1층 112호 (죽전동)",경기도 용인시 수지구 죽전동 1175-7 현대프라자 ,16875,37.33187355,127.1197117,
용인시,마틸다(MATILDA),"경기도 용인시 처인구 중부대로1281번길 10-18, 1층 일부 (역북동)",경기도 용인시 처인구 역북동 419-15번지 ,17047,37.2371026,127.1885116,
용인시,마평꿀꿀이,경기도 용인시 처인구 경안천로8번길 21,,,,,
용인시,마평뒷고기,경기도 용인시 처인구 금령로 152-2,"경기도 용인시 처인구 마평동 627-3번지 ,1층 일부 ",17154,37.23471389,127.2130953,
용인시,마평면옥,경기도 용인시 처인구 중부대로 1627,,,,,
용인시,마평전,경기도 용인시 처인구 경안천로32번길 28 (마평동),경기도 용인시 처인구 마평동 653-4 ,17153,37.23528226,127.2132961,
용인시,마평집,경기도 용인시 처인구 경안천로32번길 19 (마평동),경기도 용인시 처인구 마평동 659-15 ,17153,37.2357488,127.2123924,
용인시,마평통닭,경기도 용인시 처인구 금령로 135 (마평동),경기도 용인시 처인구 마평동 727-1 ,17153,37.23567424,127.2113893,
용인시,마포빈대떡,"경기도 용인시 기흥구 관곡로 92, 105호 (구갈동,신건프라자)",경기도 용인시 기흥구 구갈동 353-4번지 신건프라자 105호,16972,37.2804008,127.1134643,
용인시,마포순대,"경기도 용인시 처인구 금령로93번길 20 (김량장동,외1필지)",경기도 용인시 처인구 김량장동 133-191 외1필지 ,17052,37.23720327,127.2063553,
용인시,마포왕초닭발앤족발,"경기도 용인시 기흥구 마북로 111 (마북동, 1층일부)",경기도 용인시 기흥구 마북동 239-5 1층일부 ,16910,37.30074213,127.1205117,
용인시,마포족발,경기도 용인시 기흥구 동백3로11번길 7,,,,,
용인시,마피아떡볶이 신갈점,"경기도 용인시 기흥구 금화로 107, 그린프라자2 지하1층 104호 (상갈동)",경기도 용인시 기흥구 상갈동 474-2 그린프라자2 지하1층 104호 ,17073,37.26621714,127.1062261,
용인시,마피아쥬스(MAFIA JUICE) 가마로강정,"경기도 용인시 기흥구 구갈로60번길 9 (구갈동, 로얄프라자 103호)",경기도 용인시 기흥구 구갈동 354-8번지 로얄프라자 103호,16972,37.2797621,127.112302,
용인시,막썰어회포차,"경기도 용인시 수지구 수지로 217 (신봉동, 부광타워 116호)",경기도 용인시 수지구 신봉동 899번지 부광타워 116호,16845,37.3205111,127.0840548,
용인시,막창닭갈비마을,경기도 용인시 처인구 원삼면 좌전로 84,경기도 용인시 처인구 원삼면 좌항리 113-2번지 ,17166,37.20367106,127.3213047,
용인시,막창도둑,경기도 용인시 기흥구 동백3로11번길 8,,,,,
용인시,막창도둑,"경기도 용인시 기흥구 한보라2로14번길 3-9, 1층일부 (보라동)",경기도 용인시 기흥구 보라동 586-5 1층일부 ,17081,37.25387854,127.1121541,
용인시,막창도둑 역북점,"경기도 용인시 처인구 명지로40번길 8, 삼가프라자 1층 107,108호 (역북동)",경기도 용인시 처인구 역북동 750-1 ,17055,37.23274784,127.1877602,
용인시,막창의 품격,"경기도 용인시 수지구 동천로 54 (동천동, 1층 101호)",경기도 용인시 수지구 동천동 382번지 1층 101호,16825,37.3404771,127.09702,
용인시,막창이네,"경기도 용인시 수지구 만현로 20 (상현동,106호)",경기도 용인시 수지구 상현동 3-4번지 106호 ,16929,37.31403879,127.0884136,
용인시,막창인생,"경기도 용인시 수지구 신수로 767, 분당수지 U-TOWER A동 1층 129호 (동천동)",경기도 용인시 수지구 동천동 899 분당수지 U-TOWER ,16827,37.33825017,127.101696,
용인시,막창일번지,경기도 용인시 처인구 포곡읍 전대로78번길 4 (1층일부),경기도 용인시 처인구 포곡읍 전대리 189-2번지 1층일부 ,17023,37.2852676,127.2175091,
용인시,막창자부심,"경기도 용인시 기흥구 동백중앙로 283, 골드프라자 C동 1층 124,127호 (중동)","경기도 용인시 기흥구 중동 829 골드프라자 C동 1층 124,127호 ",17006,37.27739859,127.1536906,
용인시,막창자부심,"경기도 용인시 처인구 지삼로590번길 29, 근린생활시설동 3호 (삼가동, 용인 행정타운 두산위브 3단지)",경기도 용인시 처인구 삼가동 564 용인 행정타운 두산위브 3단지 ,17091,37.23889257,127.1700906,
용인시,만나가정식백반,경기도 용인시 처인구 백암면 근창로 17-2,경기도 용인시 처인구 백암면 백암리 450-9번지,17178,37.1640644,127.3729951,
용인시,만나고쪽갈비 상현역점,"경기도 용인시 수지구 광교중앙로296번길 6, 1층 113호 (상현동)",경기도 용인시 수지구 상현동 1133-2 ,16943,37.2959902,127.0699661,
용인시,만나김밥,"경기도 용인시 수지구 진산로 24, B04호 (상현동, 수지성원아파트 상가2동)",경기도 용인시 수지구 상현동 30번지 수지성원아파트 상가2동 B04호,16927,37.3127023,127.0924167,
용인시,만나네마라탕,경기도 용인시 처인구 이동읍 경기동로739번길 9-39,,,,,
용인시,만나식당,"경기도 용인시 기흥구 서천로201번길 14, 프리미엄원희캐슬 기흥서천 1층 174호 (농서동)",경기도 용인시 기흥구 농서동 455 프리미엄원희캐슬 기흥서천 1동 174호,17111,37.2299696,127.0718068,
용인시,만나식당,경기도 용인시 처인구 양지면 양지로 111,경기도 용인시 처인구 양지면 양지리 633-1번지,17158,37.234553,127.280483,
용인시,만나정,경기도 용인시 기흥구 신정로 294 (보정동),경기도 용인시 기흥구 보정동 1031-2 ,16933,37.29351902,127.1004427,
용인시,만나정2호점,"경기도 용인시 처인구 양지면 주북로 235-15, 1층",경기도 용인시 처인구 양지면 주북리 378 ,17159,37.24644869,127.2567319,
용인시,만나제육쌈,"경기도 용인시 처인구 금령로12번길 21, 1층 (김량장동)",경기도 용인시 처인구 김량장동 330-17번지 ,17049,37.23388657,127.1992881,
용인시,만남치킨호프,경기도 용인시 기흥구 언남로 27-5 (언남동),경기도 용인시 기흥구 언남동 159-7 ,16918,37.29319575,127.1284924,
용인시,만다린,"경기도 용인시 기흥구 동탄기흥로 957 (공세동,2층 201호)",경기도 용인시 기흥구 공세동 390-4번지 2층 201호 ,17099,37.2431072,127.1032778,
용인시,만다린,"경기도 용인시 처인구 백암면 덕평로 1-1, 1층 일부",경기도 용인시 처인구 백암면 근곡리 12-8번지 ,17172,37.17078446,127.3706635,
용인시,만두&칼국수,"경기도 용인시 처인구 백옥대로1392번길 6, 1층 일부 (유방동)",경기도 용인시 처인구 유방동 310-1번지 용마태권도 ,17041,37.25893835,127.2132072,
용인시,만두와찐빵,"경기도 용인시 처인구 이동읍 백옥대로 646, 1층 일부",경기도 용인시 처인구 이동읍 천리 237-1 1층 일부 ,17128,37.19437926,127.2070959,
용인시,만두작업실,"경기도 용인시 수지구 정든로6번길 2, 그린피아 1층 112호 (죽전동)",경기도 용인시 수지구 죽전동 452-6 그린피아 ,16873,37.32716423,127.1128952,
용인시,만두한접시,"경기도 용인시 기흥구 신갈로84번길 20, 1층일부(좌측) (신갈동)",경기도 용인시 기흥구 신갈동 52-25번지 1층일부(좌측) ,16969,37.2739095,127.1077948,
용인시,만리장성,"경기도 용인시 기흥구 서천로201번길 14, 프리미엄원희캐슬 기흥서천 1층 L143~147호 (농서동)",경기도 용인시 기흥구 농서동 455 프리미엄원희캐슬 기흥서천 1층 L143~147호 ,17111,37.2299696,127.0718068,
용인시,만리장성,"경기도 용인시 수지구 상현로 30-8 (상현동, 상현마을 쌍용A 상가동 101호)",경기도 용인시 수지구 상현동 828번지 상현마을 쌍용아파트 상가동 101호,16941,37.3016485,127.0767483,
용인시,만미정,경기도 용인시 처인구 한터로 108 (고림동),경기도 용인시 처인구 고림동 592-17번지,17148,37.2504694,127.2227079,
용인시,만병통찜닭,"경기도 용인시 기흥구 예현로35번길 6, 1층일부 (서천동)",경기도 용인시 기흥구 서천동 370번지 1층일부,17103,37.243493,127.0667736,
용인시,만사성,경기도 용인시 처인구 용인대학로 1 (역북동),경기도 용인시 처인구 역북동 368번지,17053,37.237693,127.17952,
용인시,만석골고향집,"경기도 용인시 기흥구 신구로 49 (신갈동, 1층 일부)",경기도 용인시 기흥구 신갈동 32-3번지 1층 일부,16968,37.2764311,127.1092754,
용인시,만석장 롯데몰 수지점,"경기도 용인시 수지구 성복2로 38, 롯데몰성복점 4층 일부호 (성복동)",경기도 용인시 수지구 성복동 23 롯데몰성복점 ,16847,37.3127533,127.0817766,
용인시,만석장 롯데프리미엄아울렛기흥점,"경기도 용인시 기흥구 신고매로 124, 롯데프리미엄아울렛기흥점 주건축물제1동 2층일부 (고매동)",경기도 용인시 기흥구 고매동 280 롯데프리미엄아울렛기흥점 주건축물제1동 2층일부 ,17087,37.22544981,127.1209569,
용인시,만선호프,경기도 용인시 기흥구 죽전로15번길 3-6,,,,,
용인시,만성오리돌구이,"경기도 용인시 처인구 중부대로1504번길 15 (마평동, 1층)",경기도 용인시 처인구 마평동 859-1번지 1층,17145,37.2318003,127.2126247,
용인시,만수네흑염소,경기도 용인시 처인구 백암면 백암로 96,경기도 용인시 처인구 백암면 박곡리 690-5번지,17180,37.1573659,127.3827227,
용인시,만수산,경기도 용인시 처인구 원삼면 보개원삼로 1546,경기도 용인시 처인구 원삼면 목신리 415-2번지 ,17170,37.13323107,127.3097892,
용인시,만우정,"경기도 용인시 기흥구 신정로 296 (보정동,1층)",경기도 용인시 기흥구 보정동 1031-1번지 1층 ,16933,37.293513,127.1005817,
용인시,만원초밥,"경기도 용인시 처인구 모현읍 능곡로 2 (1층 일부, 외2필지)","경기도 용인시 처인구 모현읍 능원리 25-5번지 1층 일부, 외2필지",16884,37.3412001,127.1751578,
용인시,만원초밥(동백점),"경기도 용인시 기흥구 동백죽전대로527번길 100-40, 1층 101호 (중동, 하우스타)",경기도 용인시 기흥구 중동 1112 하우스타 101호,16987,37.28362775,127.1417494,
용인시,만족오향족발 수지상현점,"경기도 용인시 수지구 만현로 102-1, 1층 일부호 (상현동)",경기도 용인시 수지구 상현동 255-1 ,16930,37.30735434,127.0844358,
용인시,만타스시31 용인동백점,"경기도 용인시 기흥구 평촌2로2번길 11-20, 1층 101호 (동백동)",경기도 용인시 기흥구 동백동 618-1 1층 101호,17001,37.28300971,127.1521307,
용인시,만평식당,경기도 용인시 기흥구 농서로 2-2 (고매동),경기도 용인시 기흥구 고매동 697-2 ,17102,37.22221703,127.0973587,
용인시,만포식당,경기도 용인시 처인구 고림로 194 (고림동),경기도 용인시 처인구 고림동 604-1번지,17149,37.2486595,127.222094,
용인시,만홍(본점),경기도 용인시 처인구 포곡읍 포곡로108번길 21-8,,,,,
용인시,말발굽,경기도 용인시 기흥구 신구로 60,,,,,
용인시,말술클럽,"경기도 용인시 처인구 금학로265번길 1-1, 1층 (역북동)",경기도 용인시 처인구 역북동 412-5번지 1층,17046,37.2379696,127.1929088,
용인시,맘스터치,"경기도 용인시 수지구 죽전로144번길 12-1, 1층 (죽전동)",경기도 용인시 수지구 죽전동 1321-5 ,16889,37.3228198,127.1241592,
