,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,Latitude,Longitude,이용가능시간,이용자 제한,지번주소,행정동
1796,클린일렉스,보성아파트,1,AC완속,경기도,용인시,경기도 용인시 처인구 명지로 15-33,37.2349153,127.1916129,09:00~18:00,거주자외 출입제한,경기도 용인시 처인구 역북동 721-3 역북마을보성아파트,역삼동
1797,클린일렉스,보성아파트,2,AC완속,경기도,용인시,경기도 용인시 처인구 명지로 15-33,37.2349153,127.1916129,09:00~18:00,거주자외 출입제한,경기도 용인시 처인구 역북동 721-3 역북마을보성아파트,역삼동
1798,클린일렉스,보성아파트,3,AC완속,경기도,용인시,경기도 용인시 처인구 명지로 15-33,37.2349153,127.1916129,09:00~18:00,거주자외 출입제한,경기도 용인시 처인구 역북동 721-3 역북마을보성아파트,역삼동
1799,클린일렉스,보성아파트,4,AC완속,경기도,용인시,경기도 용인시 처인구 명지로 15-33,37.2349153,127.1916129,09:00~18:00,거주자외 출입제한,경기도 용인시 처인구 역북동 721-3 역북마을보성아파트,역삼동
1800,클린일렉스,새릉골품림아파트,1,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로116번길 7새릉골풍림아파트,37.2868139,127.1120132,09:00~18:00,거주자외 출입제한,경기도 용인시 기흥구 신갈동 166 새릉골풍림아파트,신갈동
1801,클린일렉스,새릉골품림아파트,2,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로116번길 7새릉골풍림아파트,37.2868139,127.1120132,09:00~18:00,거주자외 출입제한,경기도 용인시 기흥구 신갈동 166 새릉골풍림아파트,신갈동
1802,클린일렉스,새릉골품림아파트,3,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로116번길 7새릉골풍림아파트,37.2868139,127.1120132,09:00~18:00,거주자외 출입제한,경기도 용인시 기흥구 신갈동 166 새릉골풍림아파트,신갈동
1803,클린일렉스,새릉골품림아파트,4,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로116번길 7새릉골풍림아파트,37.2868139,127.1120132,09:00~18:00,거주자외 출입제한,경기도 용인시 기흥구 신갈동 166 새릉골풍림아파트,신갈동
1804,클린일렉스,수지센트럴아이파크아파크,1,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 101(842 상현마을수지센트럴아이파크),37.3078417,127.0823685,24시간,제한없음,경기도 용인시 수지구 상현동 842 상현마을수지센트럴아이파크,상현1동
1805,클린일렉스,신동백서해그랑블2차아파트,1,AC완속,경기도,용인시,경기도 용인시 기흥구 언동로217번길 31(서해그랑블 2차),37.277518,127.1473891,24시간,제한없음,경기도 용인시 기흥구 중동 1139 신동백 서해그랑블 2차,동백3동
1806,클린일렉스,신동백서해그랑블2차아파트,2,AC완속,경기도,용인시,경기도 용인시 기흥구 언동로217번길 31(서해그랑블 2차),37.277518,127.1473891,24시간,제한없음,경기도 용인시 기흥구 중동 1139 신동백 서해그랑블 2차,동백3동
1807,클린일렉스,신동백서해그랑블2차아파트,3,AC완속,경기도,용인시,경기도 용인시 기흥구 언동로217번길 31(서해그랑블 2차),37.277518,127.1473891,24시간,제한없음,경기도 용인시 기흥구 중동 1139 신동백 서해그랑블 2차,동백3동
1808,클린일렉스,신동백서해그랑블2차아파트,4,AC완속,경기도,용인시,경기도 용인시 기흥구 언동로217번길 31(서해그랑블 2차),37.277518,127.1473891,24시간,제한없음,경기도 용인시 기흥구 중동 1139 신동백 서해그랑블 2차,동백3동
1809,클린일렉스,신동백서해그랑블2차아파트,5,AC완속,경기도,용인시,경기도 용인시 기흥구 언동로217번길 31(서해그랑블 2차),37.277518,127.1473891,24시간,제한없음,경기도 용인시 기흥구 중동 1139 신동백 서해그랑블 2차,동백3동
1810,클린일렉스,연원마을LG아파트,1,AC완속,경기도,용인시,경기도 용인시 기흥구 연원로 5(526-3 연원마을엘지자이아파트),37.3014862,127.1077421,24시간,제한없음,경기도 용인시 기흥구 마북동 526-3 연원마을엘지자이아파트,마북동
1811,클린일렉스,연원마을LG아파트,2,AC완속,경기도,용인시,경기도 용인시 기흥구 연원로 5(526-3 연원마을엘지자이아파트),37.3014862,127.1077421,24시간,제한없음,경기도 용인시 기흥구 마북동 526-3 연원마을엘지자이아파트,마북동
1812,클린일렉스,연원마을LG아파트,3,AC완속,경기도,용인시,경기도 용인시 기흥구 연원로 5(526-3 연원마을엘지자이아파트),37.3014862,127.1077421,24시간,제한없음,경기도 용인시 기흥구 마북동 526-3 연원마을엘지자이아파트,마북동
1813,클린일렉스,용인기흥해링턴플레이스,1,AC완속,경기도,용인시,경기도 용인시 기흥구 덕영대로2077번길 33(1267 용인기흥효성해링턴플레이스),37.2665441,127.0962098,24시간,제한없음,경기도 용인시 기흥구 영덕동 1267 용인기흥효성해링턴플레이스,영덕2동
1814,클린일렉스,용인기흥해링턴플레이스,2,AC완속,경기도,용인시,경기도 용인시 기흥구 덕영대로2077번길 33(1267 용인기흥효성해링턴플레이스),37.2665441,127.0962098,24시간,제한없음,경기도 용인시 기흥구 영덕동 1267 용인기흥효성해링턴플레이스,영덕2동
1815,클린일렉스,용인신갈푸르지오아파트,1,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로116번길 77(691 산양마을푸르지오),37.2898984,127.1178021,24시간,제한없음,경기도 용인시 기흥구 신갈동 691 산양마을푸르지오,신갈동
1816,클린일렉스,용인신갈푸르지오아파트,2,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로116번길 77(691 산양마을푸르지오),37.2898984,127.1178021,24시간,제한없음,경기도 용인시 기흥구 신갈동 691 산양마을푸르지오,신갈동
1817,클린일렉스,용인신갈푸르지오아파트,3,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로116번길 77(691 산양마을푸르지오),37.2898984,127.1178021,24시간,제한없음,경기도 용인시 기흥구 신갈동 691 산양마을푸르지오,신갈동
1818,클린일렉스,용인신갈푸르지오아파트,4,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로116번길 77(691 산양마을푸르지오),37.2898984,127.1178021,24시간,제한없음,경기도 용인시 기흥구 신갈동 691 산양마을푸르지오,신갈동
1819,클린일렉스,용인신갈푸르지오아파트,5,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥로116번길 77(691 산양마을푸르지오),37.2898984,127.1178021,24시간,제한없음,경기도 용인시 기흥구 신갈동 691 산양마을푸르지오,신갈동
1820,클린일렉스,용인한보라4단지아파트,1,AC완속,경기도,용인시,경기도 용인시 기흥구 한보라1로43번길 23(606 한보라마을휴먼시아4단지아파트),37.250131,127.1113527,24시간,제한없음,경기도 용인시 기흥구 보라동 606 한보라마을휴먼시아4단지아파트,보라동
1821,클린일렉스,용인한보라4단지아파트,2,AC완속,경기도,용인시,경기도 용인시 기흥구 한보라1로43번길 23(606 한보라마을휴먼시아4단지아파트),37.250131,127.1113527,24시간,제한없음,경기도 용인시 기흥구 보라동 606 한보라마을휴먼시아4단지아파트,보라동
1822,클린일렉스,용인한보라4단지아파트,3,AC완속,경기도,용인시,경기도 용인시 기흥구 한보라1로43번길 23(606 한보라마을휴먼시아4단지아파트),37.250131,127.1113527,24시간,제한없음,경기도 용인시 기흥구 보라동 606 한보라마을휴먼시아4단지아파트,보라동
1823,클린일렉스,용인한보라4단지아파트,4,AC완속,경기도,용인시,경기도 용인시 기흥구 한보라1로43번길 23(606 한보라마을휴먼시아4단지아파트),37.250131,127.1113527,24시간,제한없음,경기도 용인시 기흥구 보라동 606 한보라마을휴먼시아4단지아파트,보라동
1824,클린일렉스,용인한보라4단지아파트,5,AC완속,경기도,용인시,경기도 용인시 기흥구 한보라1로43번길 23(606 한보라마을휴먼시아4단지아파트),37.250131,127.1113527,24시간,제한없음,경기도 용인시 기흥구 보라동 606 한보라마을휴먼시아4단지아파트,보라동
1825,클린일렉스,용화마을태영데시앙2단지아파트,1,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 44-5(620 용화마을태영데시앙아파트),37.2940149,127.1129918,24시간,제한없음,경기도 용인시 기흥구 마북동 620 용화마을태영데시앙아파트,마북동
1826,클린일렉스,용화마을태영데시앙2단지아파트,2,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 44-5(620 용화마을태영데시앙아파트),37.2940149,127.1129918,24시간,제한없음,경기도 용인시 기흥구 마북동 620 용화마을태영데시앙아파트,마북동
1827,클린일렉스,용화마을태영데시앙2단지아파트,3,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 44-5(620 용화마을태영데시앙아파트),37.2940149,127.1129918,24시간,제한없음,경기도 용인시 기흥구 마북동 620 용화마을태영데시앙아파트,마북동
1828,클린일렉스,주식회사태화정보통신,1,AC완속,경기도,용인시,경기도 용인시 처인구 남사면 천덕산로74번길 47,37.1106226,127.1153787,24시간,제한없음,경기도 용인시 처인구 남사읍 봉명리 744-12,남사읍
1829,클린일렉스,주식회사태화정보통신,2,AC완속,경기도,용인시,경기도 용인시 처인구 남사면 천덕산로74번길 47,37.1106226,127.1153787,24시간,제한없음,경기도 용인시 처인구 남사읍 봉명리 744-12,남사읍
1830,클린일렉스,파크존 스크린골프장,1,AC완속,경기도,용인시,경기도 용인시 수지구 신봉1로 313-4,37.3319786,127.0549667,09:00~18:00,제한없음,경기도 용인시 수지구 신봉동 586-7,신봉동
1831,클린일렉스,파크존 스크린골프장,2,AC완속,경기도,용인시,경기도 용인시 수지구 신봉1로 313-4,37.3319786,127.0549667,09:00~18:00,제한없음,경기도 용인시 수지구 신봉동 586-7,신봉동
1832,클린일렉스,한보라9단지,1,AC완속,경기도,용인시,경기도 용인시 기흥구 한보라2로 167한보라마을휴먼시아9단지아파트,37.2463092,127.1095436,06:00~24:00,거주자외 출입제한,경기도 용인시 기흥구 공세동 679 한보라마을 경남아너스빌,기흥동
1833,클린일렉스,한보라9단지,2,AC완속,경기도,용인시,경기도 용인시 기흥구 한보라2로 167한보라마을휴먼시아9단지아파트,37.2463092,127.1095436,06:00~24:00,거주자외 출입제한,경기도 용인시 기흥구 공세동 679 한보라마을 경남아너스빌,기흥동
1834,클린일렉스,한보라9단지,3,AC완속,경기도,용인시,경기도 용인시 기흥구 한보라2로 167한보라마을휴먼시아9단지아파트,37.2463092,127.1095436,06:00~24:00,거주자외 출입제한,경기도 용인시 기흥구 공세동 679 한보라마을 경남아너스빌,기흥동
1835,클린일렉스,한보라9단지,4,AC완속,경기도,용인시,경기도 용인시 기흥구 한보라2로 167한보라마을휴먼시아9단지아파트,37.2463092,127.1095436,06:00~24:00,거주자외 출입제한,경기도 용인시 기흥구 공세동 679 한보라마을 경남아너스빌,기흥동
1836,클린일렉스,한보라9단지,5,AC완속,경기도,용인시,경기도 용인시 기흥구 한보라2로 167한보라마을휴먼시아9단지아파트,37.2463092,127.1095436,06:00~24:00,거주자외 출입제한,경기도 용인시 기흥구 공세동 679 한보라마을 경남아너스빌,기흥동
1837,클린일렉스,한보라9단지,6,AC완속,경기도,용인시,경기도 용인시 기흥구 한보라2로 167한보라마을휴먼시아9단지아파트,37.2463092,127.1095436,06:00~24:00,거주자외 출입제한,경기도 용인시 기흥구 공세동 679 한보라마을 경남아너스빌,기흥동
1838,클린일렉스,한보라9단지,7,AC완속,경기도,용인시,경기도 용인시 기흥구 한보라2로 167한보라마을휴먼시아9단지아파트,37.2463092,127.1095436,06:00~24:00,거주자외 출입제한,경기도 용인시 기흥구 공세동 679 한보라마을 경남아너스빌,기흥동
1839,클린일렉스,효성빌라,1,AC완속,경기도,용인시,경기도 용인시 기흥구 언남로29번길 40(126-2 용인구성효성빌라),37.296614,127.1303212,24시간,제한없음,경기도 용인시 기흥구 언남동 126-2 용인구성효성빌라,구성동
1840,클린일렉스,효성빌라,2,AC완속,경기도,용인시,경기도 용인시 기흥구 언남로29번길 40(126-2 용인구성효성빌라),37.296614,127.1303212,24시간,제한없음,경기도 용인시 기흥구 언남동 126-2 용인구성효성빌라,구성동
1841,클린일렉스,효성빌라,3,AC완속,경기도,용인시,경기도 용인시 기흥구 언남로29번길 40(126-2 용인구성효성빌라),37.296614,127.1303212,24시간,제한없음,경기도 용인시 기흥구 언남동 126-2 용인구성효성빌라,구성동
1842,클린일렉스,효심의료재단용인서울병원,1,AC완속,경기도,용인시,경기도 용인시 처인구 고림로 81효심의료재단용인서울병원,37.2403252,127.2145981,24시간,제한없음,경기도 용인시 처인구 고림동 787-1 용인서울병원,유림동
1843,클린일렉스,효심의료재단용인서울병원,2,AC완속,경기도,용인시,경기도 용인시 처인구 고림로 81효심의료재단용인서울병원,37.2403252,127.2145981,24시간,제한없음,경기도 용인시 처인구 고림동 787-1 용인서울병원,유림동
1844,이카플러그,LIG넥스원 용인하우스 충전소,1,AC완속,경기도,용인시,경기도 용인시 기흥구 마북로 207(148-1 엘아이지넥스원(주)),37.3079865,127.127616,외부인 사용불가,외부인 사용불가(방문등록 후 사용가능),경기도 용인시 기흥구 마북동 148-1 엘아이지넥스원(주),마북동
1845,이카플러그,골든풍산리치안오피스텔,1,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로296번길 4지하5층주차장(1133-1 골드리치안오피스텔),37.2980217,127.0696819,24시간,제한없음,경기도 용인시 수지구 상현동 1133-1 골드리치안오피스텔,상현1동
1846,이카플러그,골든풍산리치안오피스텔,2,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로296번길 4지하5층주차장(1133-1 골드리치안오피스텔),37.2980217,127.0696819,24시간,제한없음,경기도 용인시 수지구 상현동 1133-1 골드리치안오피스텔,상현1동
1847,이카플러그,골든풍산리치안오피스텔,12,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로296번길 4지하5층주차장(1133-1 골드리치안오피스텔),37.2980217,127.0696819,24시간,제한없음,경기도 용인시 수지구 상현동 1133-1 골드리치안오피스텔,상현1동
1848,이카플러그,광교어드밴스힐오피스텔,1,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로296번길 6지하2층주차장 7기둥(상현동 1133-2),37.2980217,127.0696819,24시간,제한없음,경기도 용인시 수지구 상현동 1133-2,상현1동
1849,이카플러그,광교어드밴스힐오피스텔,2,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로296번길 6지하2층주차장 7기둥(상현동 1133-2),37.2980217,127.0696819,24시간,제한없음,경기도 용인시 수지구 상현동 1133-2,상현1동
1850,이카플러그,광교어드밴스힐오피스텔,11,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로296번길 6지하2층주차장 7기둥(상현동 1133-2),37.2980217,127.0696819,24시간,제한없음,경기도 용인시 수지구 상현동 1133-2,상현1동
1851,이카플러그,광교푸르지오시티1단지,1,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로295번길 21(상현동 1116-1),37.2980217,127.0696819,24시간,제한없음,경기도 용인시 수지구 상현동 1116-1,상현1동
1852,이카플러그,광교푸르지오시티1단지,2,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로295번길 21(상현동 1116-1),37.2980217,127.0696819,24시간,제한없음,경기도 용인시 수지구 상현동 1116-1,상현1동
1853,이카플러그,광교푸르지오시티1단지,11,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로295번길 21(상현동 1116-1),37.2980217,127.0696819,24시간,제한없음,경기도 용인시 수지구 상현동 1116-1,상현1동
1854,이카플러그,광교푸르지오시티2단지,1,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로296번길 22지하3층주차장(상현동 1132-1),37.2980217,127.0696819,24시간,제한없음,경기도 용인시 수지구 상현동 1132-1,상현1동
1855,이카플러그,광교푸르지오시티2단지,2,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로296번길 22지하3층주차장(상현동 1132-1),37.2980217,127.0696819,24시간,제한없음,경기도 용인시 수지구 상현동 1132-1,상현1동
1856,이카플러그,광교푸르지오시티2단지,11,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로296번길 22지하3층주차장(상현동 1132-1),37.2980217,127.0696819,24시간,제한없음,경기도 용인시 수지구 상현동 1132-1,상현1동
1857,이카플러그,광교푸르지오시티3단지,1,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로296번길 14지하3층주차장(상현동 1132-3),37.2980217,127.0696819,24시간,제한없음,경기도 용인시 수지구 상현동 1132-3,상현1동
1858,이카플러그,광교푸르지오시티3단지,2,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로296번길 14지하3층주차장(상현동 1132-3),37.2980217,127.0696819,24시간,제한없음,경기도 용인시 수지구 상현동 1132-3,상현1동
1859,이카플러그,광교푸르지오시티3단지,12,AC완속,경기도,용인시,경기도 용인시 수지구 광교중앙로296번길 14지하3층주차장(상현동 1132-3),37.2980217,127.0696819,24시간,제한없음,경기도 용인시 수지구 상현동 1132-3,상현1동
1860,이카플러그,교동마을신창아파트,1,AC완속,경기도,용인시,"경기도 용인시 기흥구 마북로 186(마북동, 교동마을신창아파트)(143 교동마을신창아파트)",37.3057915,127.1267124,24시간,거주자외 출입제한,경기도 용인시 기흥구 마북동 143 교동마을신창아파트,마북동
1861,이카플러그,기흥 광림남교회,1,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로 245입구주차타워 1층,37.2631121,127.1563123,24시간,시설 상황에 따라 이용이 제한될 수 있음,경기도 용인시 기흥구 중동 419-1,동백2동
1862,이카플러그,기흥 광림남교회,2,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로 245입구주차타워 1층,37.2631121,127.1563123,24시간,시설 상황에 따라 이용이 제한될 수 있음,경기도 용인시 기흥구 중동 419-1,동백2동
1863,이카플러그,기흥 금화마을 주공3단지,1,AC완속,경기도,용인시,"경기도 용인시 기흥구 금화로11번길 10입구주차장,307동입구 2기계실,309동입구4기계실옆",37.2624271,127.1071395,24시간,거주자외 출입제한,경기도 용인시 기흥구 상갈동 481 금화마을주공3단지아파트,상갈동
1864,이카플러그,기흥 금화마을 주공3단지,2,AC완속,경기도,용인시,"경기도 용인시 기흥구 금화로11번길 10입구주차장,307동입구 2기계실,309동입구4기계실옆",37.2624271,127.1071395,24시간,거주자외 출입제한,경기도 용인시 기흥구 상갈동 481 금화마을주공3단지아파트,상갈동
1865,이카플러그,기흥 금화마을 주공3단지,3,AC완속,경기도,용인시,"경기도 용인시 기흥구 금화로11번길 10입구주차장,307동입구 2기계실,309동입구4기계실옆",37.2624271,127.1071395,24시간,거주자외 출입제한,경기도 용인시 기흥구 상갈동 481 금화마을주공3단지아파트,상갈동
1866,이카플러그,기흥 금화마을 주공3단지,4,AC완속,경기도,용인시,"경기도 용인시 기흥구 금화로11번길 10입구주차장,307동입구 2기계실,309동입구4기계실옆",37.2624271,127.1071395,24시간,거주자외 출입제한,경기도 용인시 기흥구 상갈동 481 금화마을주공3단지아파트,상갈동
1867,이카플러그,기흥 금화마을 주공3단지,5,AC완속,경기도,용인시,"경기도 용인시 기흥구 금화로11번길 10입구주차장,307동입구 2기계실,309동입구4기계실옆",37.2624271,127.1071395,24시간,거주자외 출입제한,경기도 용인시 기흥구 상갈동 481 금화마을주공3단지아파트,상갈동
1868,이카플러그,기흥 금화마을 주공3단지,6,AC완속,경기도,용인시,"경기도 용인시 기흥구 금화로11번길 10입구주차장,307동입구 2기계실,309동입구4기계실옆",37.2624271,127.1071395,24시간,거주자외 출입제한,경기도 용인시 기흥구 상갈동 481 금화마을주공3단지아파트,상갈동
1869,이카플러그,기흥 금화마을 주공3단지,7,AC완속,경기도,용인시,"경기도 용인시 기흥구 금화로11번길 10입구주차장,307동입구 2기계실,309동입구4기계실옆",37.2624271,127.1071395,24시간,거주자외 출입제한,경기도 용인시 기흥구 상갈동 481 금화마을주공3단지아파트,상갈동
1870,이카플러그,기흥 금화마을 주공3단지,8,AC완속,경기도,용인시,"경기도 용인시 기흥구 금화로11번길 10입구주차장,307동입구 2기계실,309동입구4기계실옆",37.2624271,127.1071395,24시간,거주자외 출입제한,경기도 용인시 기흥구 상갈동 481 금화마을주공3단지아파트,상갈동
1871,이카플러그,기흥 금화마을 주공3단지,9,AC완속,경기도,용인시,"경기도 용인시 기흥구 금화로11번길 10입구주차장,307동입구 2기계실,309동입구4기계실옆",37.2624271,127.1071395,24시간,거주자외 출입제한,경기도 용인시 기흥구 상갈동 481 금화마을주공3단지아파트,상갈동
1872,이카플러그,기흥 삼정아파트,1,AC완속,경기도,용인시,"경기도 용인시 기흥구 사은로 64101동 지하출입구 외벽,102동 지하출입구 두번째기둥뒤,103동 지하출입구 6번기둥옆",37.255224,127.1286949,24시간,거주자외 출입제한,경기도 용인시 기흥구 보라동 289-12 기흥삼정선비마을,보라동
1873,이카플러그,기흥 삼정아파트,2,AC완속,경기도,용인시,"경기도 용인시 기흥구 사은로 64101동 지하출입구 외벽,102동 지하출입구 두번째기둥뒤,103동 지하출입구 6번기둥옆",37.255224,127.1286949,24시간,거주자외 출입제한,경기도 용인시 기흥구 보라동 289-12 기흥삼정선비마을,보라동
1874,이카플러그,기흥 삼정아파트,3,AC완속,경기도,용인시,"경기도 용인시 기흥구 사은로 64101동 지하출입구 외벽,102동 지하출입구 두번째기둥뒤,103동 지하출입구 6번기둥옆",37.255224,127.1286949,24시간,거주자외 출입제한,경기도 용인시 기흥구 보라동 289-12 기흥삼정선비마을,보라동
1875,이카플러그,기흥 삼정아파트,4,AC완속,경기도,용인시,"경기도 용인시 기흥구 사은로 64101동 지하출입구 외벽,102동 지하출입구 두번째기둥뒤,103동 지하출입구 6번기둥옆",37.255224,127.1286949,24시간,거주자외 출입제한,경기도 용인시 기흥구 보라동 289-12 기흥삼정선비마을,보라동
1876,이카플러그,대한불교조계종법륜사,1,AC완속,경기도,용인시,경기도 용인시 처인구 원삼면 농촌파크로 126야외주차장,37.1690949,127.2970138,24시간,시설 상황에 따라 이용이 제한될 수 있음,경기도 용인시 처인구 원삼면 고당리 243-2 법륜사,원삼면
1877,이카플러그,대한불교조계종법륜사,2,AC완속,경기도,용인시,경기도 용인시 처인구 원삼면 농촌파크로 126야외주차장,37.1690949,127.2970138,24시간,시설 상황에 따라 이용이 제한될 수 있음,경기도 용인시 처인구 원삼면 고당리 243-2 법륜사,원삼면
1878,이카플러그,동백동일하이빌아파트1(D주차장),1,AC완속,경기도,용인시,"경기도 용인시 기흥구 동백중앙로 312(중동, 백현마을동일하이빌아파트)(874 백현마을동일하이빌아파트)",37.2798532,127.1576534,24시간,거주자외 출입제한,경기도 용인시 기흥구 중동 874 백현마을동일하이빌아파트,동백2동
1879,이카플러그,동백동일하이빌아파트1(D주차장),11,AC완속,경기도,용인시,"경기도 용인시 기흥구 동백중앙로 312(중동, 백현마을동일하이빌아파트)(874 백현마을동일하이빌아파트)",37.2798532,127.1576534,24시간,거주자외 출입제한,경기도 용인시 기흥구 중동 874 백현마을동일하이빌아파트,동백2동
1880,이카플러그,동백동일하이빌아파트2(E주차장),1,AC완속,경기도,용인시,"경기도 용인시 기흥구 동백중앙로 312(중동, 백현마을동일하이빌아파트)(874 백현마을동일하이빌아파트)",37.2798532,127.1576534,24시간,거주자외 출입제한,경기도 용인시 기흥구 중동 874 백현마을동일하이빌아파트,동백2동
1881,이카플러그,동백동일하이빌아파트3(F주차장 B1F),1,AC완속,경기도,용인시,"경기도 용인시 기흥구 동백중앙로 312(중동, 백현마을동일하이빌아파트)(874 백현마을동일하이빌아파트)",37.2798532,127.1576534,24시간,거주자외 출입제한,경기도 용인시 기흥구 중동 874 백현마을동일하이빌아파트,동백2동
1882,이카플러그,동백동일하이빌아파트4(F주차장 B2F ),1,AC완속,경기도,용인시,"경기도 용인시 기흥구 동백중앙로 312(중동, 백현마을동일하이빌아파트)(874 백현마을동일하이빌아파트)",37.2798532,127.1576534,24시간,거주자외 출입제한,경기도 용인시 기흥구 중동 874 백현마을동일하이빌아파트,동백2동
1883,이카플러그,동일하이빌4단지(401동),1,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로12번길 9동일하이빌4단지(401동)(신봉마을 동일하이빌4단지),37.330039,127.0647753,24시간,거주자외 출입제한,경기도 용인시 수지구 신봉동 976 신봉마을 동일하이빌4단지,신봉동
1884,이카플러그,동일하이빌4단지(401동),2,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로12번길 9동일하이빌4단지(401동)(신봉마을 동일하이빌4단지),37.330039,127.0647753,24시간,거주자외 출입제한,경기도 용인시 수지구 신봉동 976 신봉마을 동일하이빌4단지,신봉동
1885,이카플러그,동일하이빌4단지(401동),11,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로12번길 9동일하이빌4단지(401동)(신봉마을 동일하이빌4단지),37.330039,127.0647753,24시간,거주자외 출입제한,경기도 용인시 수지구 신봉동 976 신봉마을 동일하이빌4단지,신봉동
1886,이카플러그,동일하이빌4단지(405동),1,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로12번길 9동일하이빌4단지(405동)(신봉마을 동일하이빌4단지),37.330039,127.0647753,24시간,거주자외 출입제한,경기도 용인시 수지구 신봉동 976 신봉마을 동일하이빌4단지,신봉동
1887,이카플러그,동일하이빌4단지(405동),2,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로12번길 9동일하이빌4단지(405동)(신봉마을 동일하이빌4단지),37.330039,127.0647753,24시간,거주자외 출입제한,경기도 용인시 수지구 신봉동 976 신봉마을 동일하이빌4단지,신봉동
1888,이카플러그,동일하이빌4단지(405동),11,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로12번길 9동일하이빌4단지(405동)(신봉마을 동일하이빌4단지),37.330039,127.0647753,24시간,거주자외 출입제한,경기도 용인시 수지구 신봉동 976 신봉마을 동일하이빌4단지,신봉동
1889,이카플러그,동일하이빌4단지(409동),1,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로12번길 9동일하이빌4단지 409동 B2F(신봉마을 동일하이빌4단지),37.330039,127.0647753,24시간,거주자외 출입제한,경기도 용인시 수지구 신봉동 976 신봉마을 동일하이빌4단지,신봉동
1890,이카플러그,동일하이빌4단지(409동),2,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로12번길 9동일하이빌4단지 409동 B2F(신봉마을 동일하이빌4단지),37.330039,127.0647753,24시간,거주자외 출입제한,경기도 용인시 수지구 신봉동 976 신봉마을 동일하이빌4단지,신봉동
1891,이카플러그,동일하이빌4단지(409동),3,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로12번길 9동일하이빌4단지 409동 B2F(신봉마을 동일하이빌4단지),37.330039,127.0647753,24시간,거주자외 출입제한,경기도 용인시 수지구 신봉동 976 신봉마을 동일하이빌4단지,신봉동
1892,이카플러그,동일하이빌4단지(412동),1,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로12번길 9동일하이빌4단지2(412동)(신봉마을 동일하이빌4단지),37.330039,127.0647753,24시간,거주자외 출입제한,경기도 용인시 수지구 신봉동 976 신봉마을 동일하이빌4단지,신봉동
1893,이카플러그,동일하이빌4단지(412동),2,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로12번길 9동일하이빌4단지2(412동)(신봉마을 동일하이빌4단지),37.330039,127.0647753,24시간,거주자외 출입제한,경기도 용인시 수지구 신봉동 976 신봉마을 동일하이빌4단지,신봉동
1894,이카플러그,동일하이빌4단지(412동),11,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로12번길 9동일하이빌4단지2(412동)(신봉마을 동일하이빌4단지),37.330039,127.0647753,24시간,거주자외 출입제한,경기도 용인시 수지구 신봉동 976 신봉마을 동일하이빌4단지,신봉동
1895,이카플러그,동일하이빌4단지(413동),1,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로12번길 9동일하이빌4단지2(413동)(신봉마을 동일하이빌4단지),37.330039,127.0647753,24시간,거주자외 출입제한,경기도 용인시 수지구 신봉동 976 신봉마을 동일하이빌4단지,신봉동
