,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,Latitude,Longitude,이용가능시간,이용자 제한,지번주소,행정동
1092,에버온,경기용인 상록데시앙103동,2,AC완속,경기도,용인시,경기도 용인시 기흥구 보정로 26103동 지하2층 02기둥,37.3168502,127.1140684,24시간,외부인 사용불가,경기도 용인시 기흥구 보정동 1283 신촌마을 상록데시앙,보정동
1093,에버온,경기용인 상현마을성원상떼빌3차아파트,1,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 30-10(866 광교상떼빌파크뷰),37.3001978,127.0779709,24시간,입주민만 사용가능 거주자 외 출입제한,경기도 용인시 수지구 상현동 866 광교상떼빌파크뷰,상현1동
1094,에버온,경기용인 상현마을성원상떼빌3차아파트,2,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 30-10(866 광교상떼빌파크뷰),37.3001978,127.0779709,24시간,입주민만 사용가능 거주자 외 출입제한,경기도 용인시 수지구 상현동 866 광교상떼빌파크뷰,상현1동
1095,에버온,경기용인 상현마을성원상떼빌3차아파트,3,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 30-10(866 광교상떼빌파크뷰),37.3001978,127.0779709,24시간,입주민만 사용가능 거주자 외 출입제한,경기도 용인시 수지구 상현동 866 광교상떼빌파크뷰,상현1동
1096,에버온,경기용인 상현마을성원상떼빌3차아파트,4,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 30-10(866 광교상떼빌파크뷰),37.3001978,127.0779709,24시간,입주민만 사용가능 거주자 외 출입제한,경기도 용인시 수지구 상현동 866 광교상떼빌파크뷰,상현1동
1097,에버온,경기용인 상현마을성원상떼빌3차아파트,5,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 30-10(866 광교상떼빌파크뷰),37.3001978,127.0779709,24시간,입주민만 사용가능 거주자 외 출입제한,경기도 용인시 수지구 상현동 866 광교상떼빌파크뷰,상현1동
1098,에버온,경기용인 상현마을성원상떼빌3차아파트,6,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 30-10(866 광교상떼빌파크뷰),37.3001978,127.0779709,24시간,입주민만 사용가능 거주자 외 출입제한,경기도 용인시 수지구 상현동 866 광교상떼빌파크뷰,상현1동
1099,에버온,경기용인 상현마을성원상떼빌3차아파트,7,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 30-10(866 광교상떼빌파크뷰),37.3001978,127.0779709,24시간,입주민만 사용가능 거주자 외 출입제한,경기도 용인시 수지구 상현동 866 광교상떼빌파크뷰,상현1동
1100,에버온,경기용인 상현마을성원상떼빌3차아파트,8,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 30-10(866 광교상떼빌파크뷰),37.3001978,127.0779709,24시간,입주민만 사용가능 거주자 외 출입제한,경기도 용인시 수지구 상현동 866 광교상떼빌파크뷰,상현1동
1101,에버온,경기용인 상현마을성원상떼빌3차아파트,9,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 30-10(866 광교상떼빌파크뷰),37.3001978,127.0779709,24시간,입주민만 사용가능 거주자 외 출입제한,경기도 용인시 수지구 상현동 866 광교상떼빌파크뷰,상현1동
1102,에버온,경기용인 상현마을성원상떼빌3차아파트,10,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 30-10(866 광교상떼빌파크뷰),37.3001978,127.0779709,24시간,입주민만 사용가능 거주자 외 출입제한,경기도 용인시 수지구 상현동 866 광교상떼빌파크뷰,상현1동
1103,에버온,경기용인 상현마을성원상떼빌3차아파트,11,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 30-10(866 광교상떼빌파크뷰),37.3001978,127.0779709,24시간,입주민만 사용가능 거주자 외 출입제한,경기도 용인시 수지구 상현동 866 광교상떼빌파크뷰,상현1동
1104,에버온,경기용인 상현마을성원상떼빌3차아파트,12,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 30-10(866 광교상떼빌파크뷰),37.3001978,127.0779709,24시간,입주민만 사용가능 거주자 외 출입제한,경기도 용인시 수지구 상현동 866 광교상떼빌파크뷰,상현1동
1105,에버온,경기용인 상현마을성원상떼빌3차아파트,13,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 30-10(866 광교상떼빌파크뷰),37.3001978,127.0779709,24시간,입주민만 사용가능 거주자 외 출입제한,경기도 용인시 수지구 상현동 866 광교상떼빌파크뷰,상현1동
1106,에버온,경기용인 상현마을성원상떼빌3차아파트,14,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 30-10(866 광교상떼빌파크뷰),37.3001978,127.0779709,24시간,입주민만 사용가능 거주자 외 출입제한,경기도 용인시 수지구 상현동 866 광교상떼빌파크뷰,상현1동
1107,에버온,경기용인 상현마을성원상떼빌3차아파트,15,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 30-10(866 광교상떼빌파크뷰),37.3001978,127.0779709,24시간,입주민만 사용가능 거주자 외 출입제한,경기도 용인시 수지구 상현동 866 광교상떼빌파크뷰,상현1동
1108,에버온,경기용인 상현마을성원상떼빌3차아파트,16,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 30-10(866 광교상떼빌파크뷰),37.3001978,127.0779709,24시간,입주민만 사용가능 거주자 외 출입제한,경기도 용인시 수지구 상현동 866 광교상떼빌파크뷰,상현1동
1109,에버온,경기용인 성산마을신영지웰1(B1),1,AC완속,경기도,용인시,경기도 용인시 기흥구 동백5로 41(870 성산마을신영지웰),37.2759049,127.1547939,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 870 성산마을신영지웰,동백2동
1110,에버온,경기용인 성산마을신영지웰2(B1),1,AC완속,경기도,용인시,경기도 용인시 기흥구 동백5로 41(870 성산마을신영지웰),37.2759049,127.1547939,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 870 성산마을신영지웰,동백2동
1111,에버온,경기용인 성산마을신영지웰2(B1),2,AC완속,경기도,용인시,경기도 용인시 기흥구 동백5로 41(870 성산마을신영지웰),37.2759049,127.1547939,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 870 성산마을신영지웰,동백2동
1112,에버온,경기용인 성산마을신영지웰2(B1),3,AC완속,경기도,용인시,경기도 용인시 기흥구 동백5로 41(870 성산마을신영지웰),37.2759049,127.1547939,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 870 성산마을신영지웰,동백2동
1113,에버온,경기용인 성산마을신영지웰3(B1),1,AC완속,경기도,용인시,경기도 용인시 기흥구 동백5로 41(870 성산마을신영지웰),37.2759049,127.1547939,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 870 성산마을신영지웰,동백2동
1114,에버온,경기용인 성산마을신영지웰3(B1),2,AC완속,경기도,용인시,경기도 용인시 기흥구 동백5로 41(870 성산마을신영지웰),37.2759049,127.1547939,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 870 성산마을신영지웰,동백2동
1115,에버온,경기용인 성산마을신영지웰3(B1),3,AC완속,경기도,용인시,경기도 용인시 기흥구 동백5로 41(870 성산마을신영지웰),37.2759049,127.1547939,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 870 성산마을신영지웰,동백2동
1116,에버온,경기용인 성산마을신영지웰4(B1),1,AC완속,경기도,용인시,경기도 용인시 기흥구 동백5로 41(870 성산마을신영지웰),37.2759049,127.1547939,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 870 성산마을신영지웰,동백2동
1117,에버온,경기용인 성산마을신영지웰4(B1),2,AC완속,경기도,용인시,경기도 용인시 기흥구 동백5로 41(870 성산마을신영지웰),37.2759049,127.1547939,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 870 성산마을신영지웰,동백2동
1118,에버온,경기용인 성산마을신영지웰4(B1),3,AC완속,경기도,용인시,경기도 용인시 기흥구 동백5로 41(870 성산마을신영지웰),37.2759049,127.1547939,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 870 성산마을신영지웰,동백2동
1119,에버온,경기용인 성산마을신영지웰4(B1),4,AC완속,경기도,용인시,경기도 용인시 기흥구 동백5로 41(870 성산마을신영지웰),37.2759049,127.1547939,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 870 성산마을신영지웰,동백2동
1120,에버온,경기용인 센트럴파크원,1,AC완속,경기도,용인시,경기도 용인시 기흥구 서천서로 27(736 센트럴파크원),37.235632,127.0701048,24시간,외부인 사용불가,경기도 용인시 기흥구 서천동 736 센트럴파크원,서농동
1121,에버온,경기용인 센트럴파크원,2,AC완속,경기도,용인시,경기도 용인시 기흥구 서천서로 27(736 센트럴파크원),37.235632,127.0701048,24시간,외부인 사용불가,경기도 용인시 기흥구 서천동 736 센트럴파크원,서농동
1122,에버온,경기용인 센트럴파크원,3,AC완속,경기도,용인시,경기도 용인시 기흥구 서천서로 27(736 센트럴파크원),37.235632,127.0701048,24시간,외부인 사용불가,경기도 용인시 기흥구 서천동 736 센트럴파크원,서농동
1123,에버온,경기용인 센트럴파크원,4,AC완속,경기도,용인시,경기도 용인시 기흥구 서천서로 27(736 센트럴파크원),37.235632,127.0701048,24시간,외부인 사용불가,경기도 용인시 기흥구 서천동 736 센트럴파크원,서농동
1124,에버온,경기용인 센트럴파크원,5,AC완속,경기도,용인시,경기도 용인시 기흥구 서천서로 27(736 센트럴파크원),37.235632,127.0701048,24시간,외부인 사용불가,경기도 용인시 기흥구 서천동 736 센트럴파크원,서농동
1125,에버온,경기용인 수지보원아파트104동,1,AC완속,경기도,용인시,경기도 용인시 수지구 수풍로 16104동B1-주차장,37.3303717,127.0923377,24시간,외부인 사용불가,경기도 용인시 수지구 풍덕천동 692 토월마을보원아파트,풍덕천1동
1126,에버온,경기용인 수지보원아파트104동,2,AC완속,경기도,용인시,경기도 용인시 수지구 수풍로 16104동B1-주차장,37.3303717,127.0923377,24시간,외부인 사용불가,경기도 용인시 수지구 풍덕천동 692 토월마을보원아파트,풍덕천1동
1127,에버온,경기용인 수지보원아파트105동,1,AC완속,경기도,용인시,경기도 용인시 수지구 수풍로 16105동B1-주차장,37.3303717,127.0923377,24시간,외부인 사용불가,경기도 용인시 수지구 풍덕천동 692 토월마을보원아파트,풍덕천1동
1128,에버온,경기용인 수지보원아파트105동,2,AC완속,경기도,용인시,경기도 용인시 수지구 수풍로 16105동B1-주차장,37.3303717,127.0923377,24시간,외부인 사용불가,경기도 용인시 수지구 풍덕천동 692 토월마을보원아파트,풍덕천1동
1129,에버온,경기용인 수지센트럴아이파크1주차장,1,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 101(842 상현마을수지센트럴아이파크),37.3078417,127.0823685,24시간,외부인 사용불가,경기도 용인시 수지구 상현동 842 상현마을수지센트럴아이파크,상현1동
1130,에버온,경기용인 수지센트럴아이파크1주차장,2,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 101(842 상현마을수지센트럴아이파크),37.3078417,127.0823685,24시간,외부인 사용불가,경기도 용인시 수지구 상현동 842 상현마을수지센트럴아이파크,상현1동
1131,에버온,경기용인 수지센트럴아이파크2주차장,1,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 101(842 상현마을수지센트럴아이파크),37.3078417,127.0823685,24시간,외부인 사용불가,경기도 용인시 수지구 상현동 842 상현마을수지센트럴아이파크,상현1동
1132,에버온,경기용인 수지센트럴아이파크2주차장,2,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 101(842 상현마을수지센트럴아이파크),37.3078417,127.0823685,24시간,외부인 사용불가,경기도 용인시 수지구 상현동 842 상현마을수지센트럴아이파크,상현1동
1133,에버온,경기용인 수지센트럴아이파크3주차장,1,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 101(842 상현마을수지센트럴아이파크),37.3078417,127.0823685,24시간,외부인 사용불가,경기도 용인시 수지구 상현동 842 상현마을수지센트럴아이파크,상현1동
1134,에버온,경기용인 수지센트럴아이파크3주차장,2,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 101(842 상현마을수지센트럴아이파크),37.3078417,127.0823685,24시간,외부인 사용불가,경기도 용인시 수지구 상현동 842 상현마을수지센트럴아이파크,상현1동
1135,에버온,경기용인 수지센트럴아이파크4주차장,1,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 101(842 상현마을수지센트럴아이파크),37.3078417,127.0823685,24시간,외부인 사용불가,경기도 용인시 수지구 상현동 842 상현마을수지센트럴아이파크,상현1동
1136,에버온,경기용인 수지센트럴아이파크4주차장,2,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 101(842 상현마을수지센트럴아이파크),37.3078417,127.0823685,24시간,외부인 사용불가,경기도 용인시 수지구 상현동 842 상현마을수지센트럴아이파크,상현1동
1137,에버온,경기용인 수지센트럴아이파크6주차장,1,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 101(842 상현마을수지센트럴아이파크),37.3078417,127.0823685,24시간,외부인 사용불가,경기도 용인시 수지구 상현동 842 상현마을수지센트럴아이파크,상현1동
1138,에버온,경기용인 수지센트럴아이파크6주차장,2,AC완속,경기도,용인시,경기도 용인시 수지구 상현로 101(842 상현마을수지센트럴아이파크),37.3078417,127.0823685,24시간,외부인 사용불가,경기도 용인시 수지구 상현동 842 상현마을수지센트럴아이파크,상현1동
1139,에버온,경기용인 수지풍산아파트,1,AC완속,경기도,용인시,"경기도 용인시 수지구 수지로78번길 20지하1층주차장 01,02기둥 사이",37.309859,127.0768963,24시간,외부인 사용불가,경기도 용인시 수지구 상현동 96-1 풍산아파트,상현1동
1140,에버온,경기용인 수지풍산아파트,2,AC완속,경기도,용인시,"경기도 용인시 수지구 수지로78번길 20지하1층주차장 01,02기둥 사이",37.309859,127.0768963,24시간,외부인 사용불가,경기도 용인시 수지구 상현동 96-1 풍산아파트,상현1동
1141,에버온,경기용인 수지풍산아파트,3,AC완속,경기도,용인시,"경기도 용인시 수지구 수지로78번길 20지하1층주차장 01,02기둥 사이",37.309859,127.0768963,24시간,외부인 사용불가,경기도 용인시 수지구 상현동 96-1 풍산아파트,상현1동
1142,에버온,경기용인 스파팰리스리가1(B2),1,AC완속,경기도,용인시,경기도 용인시 기흥구 언남로29번길 5(언남동 155-11),37.2935,127.1286258,24시간,외부인 사용불가,경기도 용인시 기흥구 언남동 155-11,구성동
1143,에버온,경기용인 스파팰리스리가2(B2),1,AC완속,경기도,용인시,경기도 용인시 기흥구 언남로 5(503 스파팰리스리가),37.2978641,127.1329632,24시간,외부인 사용불가,경기도 용인시 기흥구 언남동 503 스파팰리스리가,구성동
1144,에버온,경기용인 스파팰리스리가2(B2),2,AC완속,경기도,용인시,경기도 용인시 기흥구 언남로 5(503 스파팰리스리가),37.2978641,127.1329632,24시간,외부인 사용불가,경기도 용인시 기흥구 언남동 503 스파팰리스리가,구성동
1145,에버온,경기용인 스파팰리스리가2(B2),3,AC완속,경기도,용인시,경기도 용인시 기흥구 언남로 5(503 스파팰리스리가),37.2978641,127.1329632,24시간,외부인 사용불가,경기도 용인시 기흥구 언남동 503 스파팰리스리가,구성동
1146,에버온,경기용인 스파팰리스리가3(B1),1,AC완속,경기도,용인시,경기도 용인시 기흥구 언남로 5(503 스파팰리스리가),37.2978641,127.1329632,24시간,외부인 사용불가,경기도 용인시 기흥구 언남동 503 스파팰리스리가,구성동
1147,에버온,경기용인 스파팰리스리가4(B1),1,AC완속,경기도,용인시,경기도 용인시 기흥구 언남로 5(503 스파팰리스리가),37.2978641,127.1329632,24시간,외부인 사용불가,경기도 용인시 기흥구 언남동 503 스파팰리스리가,구성동
1148,에버온,경기용인 스파팰리스리가4(B1),2,AC완속,경기도,용인시,경기도 용인시 기흥구 언남로 5(503 스파팰리스리가),37.2978641,127.1329632,24시간,외부인 사용불가,경기도 용인시 기흥구 언남동 503 스파팰리스리가,구성동
1149,에버온,경기용인 스파팰리스리가4(B1),3,AC완속,경기도,용인시,경기도 용인시 기흥구 언남로 5(503 스파팰리스리가),37.2978641,127.1329632,24시간,외부인 사용불가,경기도 용인시 기흥구 언남동 503 스파팰리스리가,구성동
1150,에버온,경기용인 신동백롯데캐슬에코2단지 1,1,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),37.2721371,127.1521978,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 1101 신동백롯데캐슬에코2단지,동백3동
1151,에버온,경기용인 신동백롯데캐슬에코2단지 1,2,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),37.2721371,127.1521978,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 1101 신동백롯데캐슬에코2단지,동백3동
1152,에버온,경기용인 신동백롯데캐슬에코2단지 1,3,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),37.2721371,127.1521978,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 1101 신동백롯데캐슬에코2단지,동백3동
1153,에버온,경기용인 신동백롯데캐슬에코2단지 1,4,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),37.2721371,127.1521978,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 1101 신동백롯데캐슬에코2단지,동백3동
1154,에버온,경기용인 신동백롯데캐슬에코2단지 1,5,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),37.2721371,127.1521978,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 1101 신동백롯데캐슬에코2단지,동백3동
1155,에버온,경기용인 신동백롯데캐슬에코2단지 2,1,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),37.2721371,127.1521978,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 1101 신동백롯데캐슬에코2단지,동백3동
1156,에버온,경기용인 신동백롯데캐슬에코2단지 2,2,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),37.2721371,127.1521978,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 1101 신동백롯데캐슬에코2단지,동백3동
1157,에버온,경기용인 신동백롯데캐슬에코2단지 2,3,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),37.2721371,127.1521978,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 1101 신동백롯데캐슬에코2단지,동백3동
1158,에버온,경기용인 신동백롯데캐슬에코2단지 3,1,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),37.2721371,127.1521978,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 1101 신동백롯데캐슬에코2단지,동백3동
1159,에버온,경기용인 신동백롯데캐슬에코2단지 3,2,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),37.2721371,127.1521978,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 1101 신동백롯데캐슬에코2단지,동백3동
1160,에버온,경기용인 신동백롯데캐슬에코2단지 4,1,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),37.2721371,127.1521978,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 1101 신동백롯데캐슬에코2단지,동백3동
1161,에버온,경기용인 신동백롯데캐슬에코2단지 4,2,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),37.2721371,127.1521978,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 1101 신동백롯데캐슬에코2단지,동백3동
1162,에버온,경기용인 신동백롯데캐슬에코2단지 4,3,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),37.2721371,127.1521978,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 1101 신동백롯데캐슬에코2단지,동백3동
1163,에버온,경기용인 신동백롯데캐슬에코2단지 5,1,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),37.2721371,127.1521978,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 1101 신동백롯데캐슬에코2단지,동백3동
1164,에버온,경기용인 신동백롯데캐슬에코2단지 5,2,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),37.2721371,127.1521978,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 1101 신동백롯데캐슬에코2단지,동백3동
1165,에버온,경기용인 신동백롯데캐슬에코2단지 5,3,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),37.2721371,127.1521978,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 1101 신동백롯데캐슬에코2단지,동백3동
1166,에버온,경기용인 신동백롯데캐슬에코2단지 5,4,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),37.2721371,127.1521978,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 1101 신동백롯데캐슬에코2단지,동백3동
1167,에버온,경기용인 신동백롯데캐슬에코2단지 5,5,AC완속,경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),37.2721371,127.1521978,24시간,외부인 사용불가,경기도 용인시 기흥구 중동 1101 신동백롯데캐슬에코2단지,동백3동
1168,에버온,경기용인 신봉동부센트레빌6단지 208동,1,AC완속,경기도,용인시,경기도 용인시 수지구 신봉1로 216(동부센트레빌 6단지),37.3332126,127.0648895,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 946 신봉마을 동부센트레빌 6단지,신봉동
1169,에버온,경기용인 신봉동부센트레빌6단지 208동,2,AC완속,경기도,용인시,경기도 용인시 수지구 신봉1로 216(동부센트레빌 6단지),37.3332126,127.0648895,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 946 신봉마을 동부센트레빌 6단지,신봉동
1170,에버온,경기용인 신봉동부센트레빌6단지 606동,1,AC완속,경기도,용인시,경기도 용인시 수지구 신봉1로 216(동부센트레빌 6단지),37.3332126,127.0648895,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 946 신봉마을 동부센트레빌 6단지,신봉동
1171,에버온,경기용인 신봉동부센트레빌6단지 606동,2,AC완속,경기도,용인시,경기도 용인시 수지구 신봉1로 216(동부센트레빌 6단지),37.3332126,127.0648895,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 946 신봉마을 동부센트레빌 6단지,신봉동
1172,에버온,경기용인 신봉동부센트레빌6단지 606동,3,AC완속,경기도,용인시,경기도 용인시 수지구 신봉1로 216(동부센트레빌 6단지),37.3332126,127.0648895,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 946 신봉마을 동부센트레빌 6단지,신봉동
1173,에버온,경기용인 신봉동일하이빌 2단지1(B1),1,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로11번길 10-7(동일하이빌 2단지),37.3258281,127.0677228,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 987 신봉마을 동일하이빌 2단지,신봉동
1174,에버온,경기용인 신봉동일하이빌 2단지1(B1),2,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로11번길 10-7(동일하이빌 2단지),37.3258281,127.0677228,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 987 신봉마을 동일하이빌 2단지,신봉동
1175,에버온,경기용인 신봉동일하이빌 2단지2(B2),1,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로11번길 10-7(동일하이빌 2단지),37.3258281,127.0677228,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 987 신봉마을 동일하이빌 2단지,신봉동
1176,에버온,경기용인 신봉동일하이빌 2단지2(B2),2,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로11번길 10-7(동일하이빌 2단지),37.3258281,127.0677228,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 987 신봉마을 동일하이빌 2단지,신봉동
1177,에버온,경기용인 신봉동일하이빌 2단지2(B2),3,AC완속,경기도,용인시,경기도 용인시 수지구 신봉3로11번길 10-7(동일하이빌 2단지),37.3258281,127.0677228,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 987 신봉마을 동일하이빌 2단지,신봉동
1178,에버온,경기용인 신봉자이1차1(B1),1,AC완속,경기도,용인시,경기도 용인시 수지구 신봉2로 26(873 신봉마을엘지자이1차아파트),37.326427,127.0754946,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 873 신봉마을엘지자이1차아파트,신봉동
1179,에버온,경기용인 신봉자이1차1(B1),2,AC완속,경기도,용인시,경기도 용인시 수지구 신봉2로 26(873 신봉마을엘지자이1차아파트),37.326427,127.0754946,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 873 신봉마을엘지자이1차아파트,신봉동
1180,에버온,경기용인 신봉자이1차1(B1),3,AC완속,경기도,용인시,경기도 용인시 수지구 신봉2로 26(873 신봉마을엘지자이1차아파트),37.326427,127.0754946,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 873 신봉마을엘지자이1차아파트,신봉동
1181,에버온,경기용인 신봉자이1차10(B1),1,AC완속,경기도,용인시,경기도 용인시 수지구 신봉2로 26(873 신봉마을엘지자이1차아파트),37.326427,127.0754946,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 873 신봉마을엘지자이1차아파트,신봉동
1182,에버온,경기용인 신봉자이1차10(B1),2,AC완속,경기도,용인시,경기도 용인시 수지구 신봉2로 26(873 신봉마을엘지자이1차아파트),37.326427,127.0754946,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 873 신봉마을엘지자이1차아파트,신봉동
1183,에버온,경기용인 신봉자이1차10(B1),3,AC완속,경기도,용인시,경기도 용인시 수지구 신봉2로 26(873 신봉마을엘지자이1차아파트),37.326427,127.0754946,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 873 신봉마을엘지자이1차아파트,신봉동
1184,에버온,경기용인 신봉자이1차2(B1),1,AC완속,경기도,용인시,경기도 용인시 수지구 신봉2로 26(873 신봉마을엘지자이1차아파트),37.326427,127.0754946,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 873 신봉마을엘지자이1차아파트,신봉동
1185,에버온,경기용인 신봉자이1차2(B1),2,AC완속,경기도,용인시,경기도 용인시 수지구 신봉2로 26(873 신봉마을엘지자이1차아파트),37.326427,127.0754946,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 873 신봉마을엘지자이1차아파트,신봉동
1186,에버온,경기용인 신봉자이1차2(B1),3,AC완속,경기도,용인시,경기도 용인시 수지구 신봉2로 26(873 신봉마을엘지자이1차아파트),37.326427,127.0754946,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 873 신봉마을엘지자이1차아파트,신봉동
1187,에버온,경기용인 신봉자이1차3(B1),1,AC완속,경기도,용인시,경기도 용인시 수지구 신봉2로 26(873 신봉마을엘지자이1차아파트),37.326427,127.0754946,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 873 신봉마을엘지자이1차아파트,신봉동
1188,에버온,경기용인 신봉자이1차3(B1),2,AC완속,경기도,용인시,경기도 용인시 수지구 신봉2로 26(873 신봉마을엘지자이1차아파트),37.326427,127.0754946,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 873 신봉마을엘지자이1차아파트,신봉동
1189,에버온,경기용인 신봉자이1차3(B1),3,AC완속,경기도,용인시,경기도 용인시 수지구 신봉2로 26(873 신봉마을엘지자이1차아파트),37.326427,127.0754946,24시간,외부인 사용불가,경기도 용인시 수지구 신봉동 873 신봉마을엘지자이1차아파트,신봉동
