,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한
0,제주전기자동차서비스,경희마크329,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 서천로127번길 11-5(경희마크 329),24시간,부분개방
1,제주전기자동차서비스,경희마크329,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 서천로127번길 11-5(경희마크 329),24시간,부분개방
2,제주전기자동차서비스,경희마크329,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 서천로127번길 11-5(경희마크 329),24시간,부분개방
3,제주전기자동차서비스,경희마크329,4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 서천로127번길 11-5(경희마크 329),24시간,부분개방
4,제주전기자동차서비스,명지대학교 자연캠퍼스,1,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 명지로 116,24시간,제한없음
5,제주전기자동차서비스,명지대학교 자연캠퍼스,2,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 명지로 116,24시간,제한없음
6,제주전기자동차서비스,명지대학교 자연캠퍼스,3,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 명지로 116,24시간,제한없음
7,제주전기자동차서비스,명지대학교 자연캠퍼스,4,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 명지로 116,24시간,제한없음
8,제주전기자동차서비스,명지대학교 자연캠퍼스,5,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 명지로 116,24시간,제한없음
9,제주전기자동차서비스,명지대학교 자연캠퍼스,6,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 명지로 116,24시간,제한없음
10,제주전기자동차서비스,신동백두산위브더제니스상가,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 동백죽전대로 507(694 용인동백두산위브더제니스),24시간,제한없음
11,제주전기자동차서비스,예아리박물관,1,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 백암면 원설로270번길 25,09:00~18:00,제한없음
12,제주전기자동차서비스,예아리박물관,2,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 백암면 원설로270번길 25,09:00~18:00,제한없음
13,제주전기자동차서비스,오토허브서비스,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 중부대로 242-2(영덕동 21-1),24시간,제한없음
14,한국전력,경남아너스빌,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 영덕동 1117,24시간,입주자외 출입제한 (긴급상황 이용가능)
15,한국전력,경남아너스빌,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 영덕동 1117,24시간,입주자외 출입제한 (긴급상황 이용가능)
16,한국전력,경남아너스빌,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 영덕동 1117,24시간,입주자외 출입제한 (긴급상황 이용가능)
17,한국전력,경남아너스빌,4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 영덕동 1117,24시간,입주자외 출입제한 (긴급상황 이용가능)
18,한국전력,경남아너스빌2차,1,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 성복동 성복1로163번길 11,24시간,입주자외 출입제한 (긴급상황 이용가능)
19,한국전력,광교마을 45단지 아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 상현동 광교마을로 11,24시간,시설 상황에 따라 이용이 제한될 수 있음
20,한국전력,광교마을 45단지 아파트,3,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 상현동 광교마을로 11,24시간,시설 상황에 따라 이용이 제한될 수 있음
21,한국전력,광교마을46단지 광교스타클래스,1,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 상현동 법조로 252,24시간,시설 상황에 따라 이용이 제한될 수 있음
22,한국전력,광교마을46단지 광교스타클래스,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 상현동 법조로 252,24시간,시설 상황에 따라 이용이 제한될 수 있음
23,한국전력,교동마을 동양파라곤,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 마북동 마북로 140,24시간,시설 상황에 따라 이용이 제한될 수 있음
24,한국전력,교동마을 동양파라곤,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 마북동 마북로 140,24시간,시설 상황에 따라 이용이 제한될 수 있음
25,한국전력,교동마을쌍용,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 마북동 마북로154번길 23,24시간,시설 상황에 따라 이용이 제한될 수 있음
26,한국전력,교동마을쌍용,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 마북동 마북로154번길 23,24시간,시설 상황에 따라 이용이 제한될 수 있음
27,한국전력,구성역 효성해링턴플레이스,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 마북동 구성로53번길 20지하,24시간,시설 상황에 따라 이용이 제한될 수 있음
28,한국전력,구성역 효성해링턴플레이스,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 마북동 구성로53번길 20지하,24시간,시설 상황에 따라 이용이 제한될 수 있음
29,한국전력,금호베스트빌2단지아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 상현동 상현로 58지하,24시간,시설 상황에 따라 이용이 제한될 수 있음
30,한국전력,금호베스트빌2단지아파트,3,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 상현동 상현로 58지하,24시간,시설 상황에 따라 이용이 제한될 수 있음
31,한국전력,꽃메마을한라신영프로방스아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 죽전동 죽전로27번길 14-30,24시간,시설 상황에 따라 이용이 제한될 수 있음
32,한국전력,대주피오레1단지,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 공세동 탑실로 15,24시간,시설 상황에 따라 이용이 제한될 수 있음
33,한국전력,대주피오레1단지,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 공세동 탑실로 15,24시간,시설 상황에 따라 이용이 제한될 수 있음
34,한국전력,대주피오레1단지,4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 공세동 탑실로 15,24시간,시설 상황에 따라 이용이 제한될 수 있음
35,한국전력,도담마을푸르지오,1,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 죽전동 푸른솔로 41,24시간,시설 상황에 따라 이용이 제한될 수 있음
36,한국전력,도담마을푸르지오,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 죽전동 푸른솔로 41,24시간,시설 상황에 따라 이용이 제한될 수 있음
37,한국전력,동문3차아파트,1,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 동천동 858,24시간,입주자외 출입제한 (긴급상황 이용가능)
38,한국전력,동문3차아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 동천동 858,24시간,입주자외 출입제한 (긴급상황 이용가능)
39,한국전력,동문6차굿모닝힐아파트,1,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 동천동 동천로 53,24시간,입주자외 출입제한 (긴급상황 이용가능)
40,한국전력,동문6차굿모닝힐아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 동천동 동천로 53,24시간,입주자외 출입제한 (긴급상황 이용가능)
41,한국전력,동백금호어울림타운하우스A,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 중동 동백4로 53,24시간,시설 상황에 따라 이용이 제한될 수 있음
42,한국전력,동백금호어울림타운하우스B,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 중동 동백4로 27,24시간,시설 상황에 따라 이용이 제한될 수 있음
43,한국전력,동백하우스토리,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 중동 동백5로 62,24시간,시설 상황에 따라 이용이 제한될 수 있음
44,한국전력,동백하우스토리,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 중동 동백5로 62,24시간,시설 상황에 따라 이용이 제한될 수 있음
45,한국전력,동부센트레빌5차,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신봉동 신봉1로 214,24시간,입주자외 출입제한 (긴급상황 이용가능)
46,한국전력,동부센트레빌5차,3,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신봉동 신봉1로 214,24시간,입주자외 출입제한 (긴급상황 이용가능)
47,한국전력,동아솔레시티 아파트,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 보정동 보정로 30,24시간,시설 상황에 따라 이용이 제한될 수 있음
48,한국전력,동아솔레시티 아파트,4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 보정동 보정로 30,24시간,시설 상황에 따라 이용이 제한될 수 있음
49,한국전력,동아솔레시티 아파트,5,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 보정동 보정로 30,24시간,시설 상황에 따라 이용이 제한될 수 있음
50,한국전력,동일하이빌2차아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 언남동 언남로 15,24시간,시설 상황에 따라 이용이 제한될 수 있음
51,한국전력,동일하이빌2차아파트,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 언남동 언남로 15,24시간,시설 상황에 따라 이용이 제한될 수 있음
52,한국전력,동일하이빌2차아파트,4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 언남동 언남로 15,24시간,시설 상황에 따라 이용이 제한될 수 있음
53,한국전력,동천마을 현대2차홈타운,1,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 동천동 동천로63번길 10,24시간,입주자외 출입제한 (긴급상황 이용가능)
54,한국전력,동천마을 현대2차홈타운,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 동천동 동천로63번길 10,24시간,입주자외 출입제한 (긴급상황 이용가능)
55,한국전력,동천마을 현대2차홈타운,3,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 동천동 동천로63번길 10,24시간,입주자외 출입제한 (긴급상황 이용가능)
56,한국전력,동천마을 현대2차홈타운,4,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 동천동 동천로63번길 10,24시간,입주자외 출입제한 (긴급상황 이용가능)
57,한국전력,래미안 수지 이스트파크,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 풍덕천동 신수로683번길 19,24시간,시설 상황에 따라 이용이 제한될 수 있음
58,한국전력,래미안 수지 이스트파크,3,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 풍덕천동 신수로683번길 19,24시간,시설 상황에 따라 이용이 제한될 수 있음
59,한국전력,래미안 수지 이스트파크,4,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 풍덕천동 신수로683번길 19,24시간,시설 상황에 따라 이용이 제한될 수 있음
60,한국전력,래미안이스트팰리스3단지 아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 동천동 동천로135번길 21,24시간,시설 상황에 따라 이용이 제한될 수 있음
61,한국전력,마평라이프아파트,1,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 마평동 605-1,24시간,입주자외 출입제한 (긴급상황 이용가능)
62,한국전력,만현마을 롯데캐슬아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 상현동 만현로 25,24시간,입주자외 출입제한 (긴급상황 이용가능)
63,한국전력,만현마을 롯데캐슬아파트,3,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 상현동 만현로 25,24시간,입주자외 출입제한 (긴급상황 이용가능)
64,한국전력,백현마을한라비발디2단지,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 동백동 동백7로 96,24시간,시설 상황에 따라 이용이 제한될 수 있음
65,한국전력,버들치경남1차,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 성복1로 157,24시간,입주자외 출입제한 (긴급상황 이용가능)
66,한국전력,버들치경남1차,3,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 성복1로 157,24시간,입주자외 출입제한 (긴급상황 이용가능)
67,한국전력,버들치경남1차,4,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 성복1로 157,24시간,입주자외 출입제한 (긴급상황 이용가능)
68,한국전력,삼라마이다스빌,2,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 남동 명지로 307,24시간,시설 상황에 따라 이용이 제한될 수 있음
69,한국전력,상현엘지자이아파트,1,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 상현동 869,24시간,입주자외 출입제한 (긴급상황 이용가능)
70,한국전력,상현엘지자이아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 상현동 869,24시간,입주자외 출입제한 (긴급상황 이용가능)
71,한국전력,상현엘지자이아파트,3,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 상현동 869,24시간,입주자외 출입제한 (긴급상황 이용가능)
72,한국전력,새천년그린빌1단지아파트,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 신갈동 681,24시간,입주자외 출입제한 (긴급상황 이용가능)
73,한국전력,새천년그린빌1단지아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 신갈동 681,24시간,입주자외 출입제한 (긴급상황 이용가능)
74,한국전력,새천년그린빌1단지아파트,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 신갈동 681,24시간,입주자외 출입제한 (긴급상황 이용가능)
75,한국전력,새터마을푸르지오,1,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 죽전동 현암로 126,24시간,시설 상황에 따라 이용이 제한될 수 있음
76,한국전력,새터마을푸르지오,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 죽전동 현암로 126,24시간,시설 상황에 따라 이용이 제한될 수 있음
77,한국전력,서천마을 1단지,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 서천동 서천서로 27,24시간,시설 상황에 따라 이용이 제한될 수 있음
78,한국전력,성동마을LG빌리지3차,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 성복동 성복2로 126,24시간,입주자외 출입제한 (긴급상황 이용가능)
79,한국전력,성동마을LG빌리지3차,3,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 성복동 성복2로 126,24시간,입주자외 출입제한 (긴급상황 이용가능)
80,한국전력,성동마을LG빌리지3차,4,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 성복동 성복2로 126,24시간,입주자외 출입제한 (긴급상황 이용가능)
81,한국전력,성동마을LG빌리지3차,5,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 성복동 성복2로 126,24시간,입주자외 출입제한 (긴급상황 이용가능)
82,한국전력,성복힐스테이트1차,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 성복1로 91,24시간,입주자외 출입제한 (긴급상황 이용가능)
83,한국전력,수원동마을 쌍용스윗닷홈 2단지,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 상하동 중부대로 788번길 15,24시간,시설 상황에 따라 이용이 제한될 수 있음
84,한국전력,신동백롯데캐슬에코2단지,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 중동 동백죽전대로527번길 67,24시간,시설 상황에 따라 이용이 제한될 수 있음
85,한국전력,신동백롯데캐슬에코2단지,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 중동 동백죽전대로527번길 67,24시간,시설 상황에 따라 이용이 제한될 수 있음
86,한국전력,신동백롯데캐슬에코2단지,4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 중동 동백죽전대로527번길 67,24시간,시설 상황에 따라 이용이 제한될 수 있음
87,한국전력,신동백서해그랑블 1차,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 중동 동백죽전대로 527번길 81,24시간,시설 상황에 따라 이용이 제한될 수 있음
88,한국전력,신동백서해그랑블 1차,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 중동 동백죽전대로 527번길 81,24시간,시설 상황에 따라 이용이 제한될 수 있음
89,한국전력,신동아파밀리에,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 영덕동 흥덕3로 20,24시간,시설 상황에 따라 이용이 제한될 수 있음
90,한국전력,신동아파밀리에,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 영덕동 흥덕3로 20,24시간,시설 상황에 따라 이용이 제한될 수 있음
91,한국전력,신봉동부센트레빌6단지,1,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신봉동 신봉1로 216,24시간,시설 상황에 따라 이용이 제한될 수 있음
92,한국전력,신봉엘지자이1차,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신봉동 신봉2로 26지하,24시간,시설 상황에 따라 이용이 제한될 수 있음
93,한국전력,신봉엘지자이1차,3,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신봉동 신봉2로 26지하,24시간,시설 상황에 따라 이용이 제한될 수 있음
94,한국전력,신봉엘지자이1차,4,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신봉동 신봉2로 26지하,24시간,시설 상황에 따라 이용이 제한될 수 있음
95,한국전력,신정마을성지아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 풍덕천동 정평로 61,24시간,입주자외 출입제한 (긴급상황 이용가능)
96,한국전력,심곡마을광교힐스테이트,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 상현동 수지로 75,24시간,시설 상황에 따라 이용이 제한될 수 있음
97,한국전력,심곡마을광교힐스테이트,3,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 상현동 수지로 75,24시간,시설 상황에 따라 이용이 제한될 수 있음
98,한국전력,심곡마을광교힐스테이트,4,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 상현동 수지로 75,24시간,시설 상황에 따라 이용이 제한될 수 있음
99,한국전력,써니밸리 아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 지곡동 사은로 274-22,24시간,시설 상황에 따라 이용이 제한될 수 있음
100,한국전력,양현마을풍림 아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 산양로 17,24시간,시설 상황에 따라 이용이 제한될 수 있음
101,한국전력,에이스카운티,2,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 이동면 백옥대로 737,24시간,시설 상황에 따라 이용이 제한될 수 있음
102,한국전력,에이스카운티,3,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 이동면 백옥대로 737,24시간,시설 상황에 따라 이용이 제한될 수 있음
103,한국전력,엘지빌리지 5차 A단지,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신봉동 신봉1로 5,24시간,시설 상황에 따라 이용이 제한될 수 있음
104,한국전력,엘지빌리지 5차 A단지,3,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신봉동 신봉1로 5,24시간,시설 상황에 따라 이용이 제한될 수 있음
105,한국전력,엘지빌리지 5차 A단지,4,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신봉동 신봉1로 5,24시간,시설 상황에 따라 이용이 제한될 수 있음
106,한국전력,예현마을현대홈타운,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 서천동 예현로35번길 21,24시간,시설 상황에 따라 이용이 제한될 수 있음
107,한국전력,예현마을현대홈타운,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 서천동 예현로35번길 21,24시간,시설 상황에 따라 이용이 제한될 수 있음
108,한국전력,용인 금광베네스타,2,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 이동면 백옥대로 711,24시간,시설 상황에 따라 이용이 제한될 수 있음
109,한국전력,용인수목원우림필유,1,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 포곡읍 삼계리 672,24시간,입주자외 출입제한 (긴급상황 이용가능)
110,한국전력,용인수목원우림필유,2,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 포곡읍 삼계리 672,24시간,입주자외 출입제한 (긴급상황 이용가능)
111,한국전력,용인수목원우림필유,3,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 포곡읍 삼계리 672,24시간,입주자외 출입제한 (긴급상황 이용가능)
112,한국전력,용인지사,2,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 금령로78번길 5,주중/주말 : 06시~23시,시설 상황에 따라 이용이 제한될 수 있음
113,한국전력,용인지사,3,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 금령로78번길 5,주중/주말 : 06시~23시,시설 상황에 따라 이용이 제한될 수 있음
114,한국전력,용인지사,4,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 금령로78번길 5,주중/주말 : 06시~23시,시설 상황에 따라 이용이 제한될 수 있음
115,한국전력,용인지사,5,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 금령로78번길 5,주중/주말 : 06시~23시,시설 상황에 따라 이용이 제한될 수 있음
116,한국전력,용인지사,6,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 금령로78번길 5,주중/주말 : 06시~23시,시설 상황에 따라 이용이 제한될 수 있음
117,한국전력,용인지사,7,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 금령로78번길 5,주중/주말 : 06시~23시,제한없음
118,한국전력,용인지사,8,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 금령로78번길 5,주중/주말 : 06시~23시,시설 상황에 따라 이용이 제한될 수 있음
119,한국전력,용인행정타운 두산위브2단지,2,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 삼가동 지삼로 590,24시간,시설 상황에 따라 이용이 제한될 수 있음
120,한국전력,용인행정타운 두산위브2단지,3,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 삼가동 지삼로 590,24시간,시설 상황에 따라 이용이 제한될 수 있음
121,한국전력,육군용인관사,1,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 중보대로 1340,24시간,입주자외 출입제한 (긴급상황 이용가능)
122,한국전력,죽전 동성1차,1,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 용구대로 2742 (죽전동, 동성1차아파트)",24시간,입주자외 출입제한 (긴급상황 이용가능)
123,한국전력,죽전 동성1차,2,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 용구대로 2742 (죽전동, 동성1차아파트)",24시간,입주자외 출입제한 (긴급상황 이용가능)
124,한국전력,죽전1차힐데스하임,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 보정동 신촌로 93,24시간,입주자외 출입제한 (긴급상황 이용가능)
125,한국전력,행정타운늘푸른오스카빌 아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 삼가동 중부대로1158번길 12,24시간,입주자외 출입제한 (긴급상황 이용가능)
126,한국전력,행정타운늘푸른오스카빌 아파트,3,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 삼가동 중부대로1158번길 12,24시간,입주자외 출입제한 (긴급상황 이용가능)
127,한국전력,행정타운늘푸른오스카빌 아파트2단지,1,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 삼가동 중부대로1158번길 12,24시간,입주자외 출입제한 (긴급상황 이용가능)
128,한국전력,행정타운늘푸른오스카빌 아파트2단지,2,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 삼가동 중부대로1158번길 12,24시간,입주자외 출입제한 (긴급상황 이용가능)
129,한국전력,행정타운늘푸른오스카빌 아파트3단지,1,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 삼가동 중부대로1158번길 12,24시간,입주자외 출입제한 (긴급상황 이용가능)
130,한국전력,행정타운늘푸른오스카빌 아파트3단지,2,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 삼가동 중부대로1158번길 12,24시간,입주자외 출입제한 (긴급상황 이용가능)
131,한국전력,현대모닝사이드1차,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 사은로126번길 46(보라동),24시간,입주자외 출입제한 (긴급상황 이용가능)
132,한국전력,현대모닝사이드1차,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 사은로126번길 46(보라동),24시간,입주자외 출입제한 (긴급상황 이용가능)
133,한국전력,현대모닝사이드1차,4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 사은로126번길 46(보라동),24시간,입주자외 출입제한 (긴급상황 이용가능)
134,한국전력,현대모닝사이드1차,5,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 사은로126번길 46(보라동),24시간,입주자외 출입제한 (긴급상황 이용가능)
135,한국전력,현대프레미오아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 상현동 수지로 41,24시간,시설 상황에 따라 이용이 제한될 수 있음
136,한국전력,호반베르디움,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 청덕동 구성로 411,24시간,입주자외 출입제한 (긴급상황 이용가능)
137,한국전력,호반베르디움,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 청덕동 구성로 411,24시간,입주자외 출입제한 (긴급상황 이용가능)
138,한국전력,호반베르디움,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 청덕동 구성로 411,24시간,입주자외 출입제한 (긴급상황 이용가능)
139,한국전력,흥덕힐스테이트 아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 영덕동 흥덕2로 126,24시간,시설 상황에 따라 이용이 제한될 수 있음
140,한국전력,흥덕힐스테이트 아파트,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 영덕동 흥덕2로 126,24시간,시설 상황에 따라 이용이 제한될 수 있음
141,한국전력,흥덕힐스테이트 아파트,4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 영덕동 흥덕2로 126,24시간,시설 상황에 따라 이용이 제한될 수 있음
142,한국전기차충전서비스,금화마을주공5단지아파트,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 금화로82번길 17,24시간,거주자외 출입제한
143,한국전기차충전서비스,금화마을주공5단지아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 금화로82번길 17,24시간,거주자외 출입제한
144,한국전기차충전서비스,금화마을주공5단지아파트,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 금화로82번길 17,24시간,거주자외 출입제한
145,한국전기차충전서비스,금화마을주공5단지아파트,4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 금화로82번길 17,24시간,거주자외 출입제한
146,한국전기차충전서비스,금화마을주공5단지아파트,5,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 금화로82번길 17,24시간,거주자외 출입제한
147,한국전기차충전서비스,금화마을주공5단지아파트,6,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 금화로82번길 17,24시간,거주자외 출입제한
148,한국전기차충전서비스,금화마을주공5단지아파트,7,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 금화로82번길 17,24시간,거주자외 출입제한
149,한국전기차충전서비스,금화마을주공5단지아파트,8,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 금화로82번길 17,24시간,거주자외 출입제한
150,한국전기차충전서비스,금화마을주공5단지아파트,9,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 금화로82번길 17,24시간,거주자외 출입제한
151,한국전기차충전서비스,기아비전스퀘어,2,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 양지면 남평로326번길 11(평창리 684-1),24시간,시설 상황에 따라 이용이 제한될 수 있음
152,한국전기차충전서비스,기아비전스퀘어,3,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 양지면 남평로326번길 11(평창리 684-1),24시간,시설 상황에 따라 이용이 제한될 수 있음
153,한국전기차충전서비스,기아비전스퀘어,4,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 양지면 남평로326번길 11(평창리 684-1),24시간,시설 상황에 따라 이용이 제한될 수 있음
154,한국전기차충전서비스,기아차 오산교육센터,3,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 남사읍 처인성로 57(봉명리 44-1),24시간,시설 상황에 따라 이용이 제한될 수 있음
155,한국전기차충전서비스,단국대학교 죽전캠퍼스,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 죽전로152,24시간,제한없음
156,한국전기차충전서비스,단국대학교 죽전캠퍼스,3,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 죽전로152,24시간,제한없음
157,한국전기차충전서비스,단국대학교 죽전캠퍼스,4,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 죽전로152,24시간,제한없음
