,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한
593,차지비,케이티용인빌딩,22,AC완속,경기도 ,용인시 ,"경기도 용인시 처인구 금학로 385 (김량장동, KT용인지사)",24시간,사업장 거주자외 출입제한
594,차지비,케이티용인빌딩 ,11,AC완속,경기도 ,용인시 ,"경기도 용인시 처인구 금학로 385 (김량장동, KT용인지사)",24시간,사업장 거주자외 출입제한
595,차지비,케이티용인빌딩 ,12,AC완속,경기도 ,용인시 ,"경기도 용인시 처인구 금학로 385 (김량장동, KT용인지사)",24시간,사업장 거주자외 출입제한
596,차지비,한국지엠명지서비스,1,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 명지로 254 (남동),24시간,제한없음
597,차지비,현대성우5차아파트,1,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 상현로 119-6 (상현동, 상현마을성우5차아파트) 101동~104동지하 2층 51",24시간,입주민 등 거주자 외 출입 제한
598,차지비,현대성우5차아파트,2,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 상현로 119-6 (상현동, 상현마을성우5차아파트) 101동~104동지하 2층 51",24시간,입주민 등 거주자 외 출입 제한
599,차지비,현대성우5차아파트,3,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 상현로 119-6 (상현동, 상현마을성우5차아파트) 101동~104동지하 2층 51",24시간,입주민 등 거주자 외 출입 제한
600,차지비,현대성우5차아파트,4,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 상현로 119-6 (상현동, 상현마을성우5차아파트) 101동~104동지하 2층 51",24시간,입주민 등 거주자 외 출입 제한
601,차지비,현대성우5차아파트,5,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 상현로 119-6 (상현동, 상현마을성우5차아파트) 101동~104동지하 2층 51",24시간,입주민 등 거주자 외 출입 제한
602,차지비,현대성우5차아파트,6,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 상현로 119-6 (상현동, 상현마을성우5차아파트) 101동~104동지하 2층 51",24시간,입주민 등 거주자 외 출입 제한
603,차지비,현대성우5차아파트,7,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 상현로 119-6 (상현동, 상현마을성우5차아파트) 101동~104동지하 2층 51",24시간,입주민 등 거주자 외 출입 제한
604,차지비,현대성우5차아파트,8,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 상현로 119-6 (상현동, 상현마을성우5차아파트) 101동~104동지하 2층 51",24시간,입주민 등 거주자 외 출입 제한
605,차지비,현대성우5차아파트,9,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 상현로 119-6 (상현동, 상현마을성우5차아파트) 101동~104동지하 2층 51",24시간,입주민 등 거주자 외 출입 제한
606,차지비,현대성우5차아파트,10,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 상현로 119-6 (상현동, 상현마을성우5차아파트) 101동~104동지하 2층 51",24시간,입주민 등 거주자 외 출입 제한
607,차지비,현대성우5차아파트,11,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 상현로 119-6 (상현동, 상현마을성우5차아파트) 101동~104동지하 2층 51",24시간,입주민 등 거주자 외 출입 제한
608,차지비,현대성우5차아파트,12,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 상현로 119-6 (상현동, 상현마을성우5차아파트) 101동~104동지하 2층 51",24시간,입주민 등 거주자 외 출입 제한
609,차지비,흥덕마을14단지호반베르디움,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 흥덕3로 60B2A 01~02,24시간,공동주택 입주민 전용
610,차지비,흥덕마을14단지호반베르디움,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 흥덕3로 60B2A 01~02,24시간,공동주택 입주민 전용
611,차지비,흥덕마을14단지호반베르디움,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 흥덕3로 60B2A 01~02,24시간,공동주택 입주민 전용
612,차지비,흥덕마을14단지호반베르디움,4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 흥덕3로 60B2A 01~02,24시간,공동주택 입주민 전용
613,차지비,흥덕마을14단지호반베르디움,5,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 흥덕3로 60B2A 01~02,24시간,공동주택 입주민 전용
614,차지비,힐스테이트서천5단지,1,AC완속,경기도 ,용인시 ,"경기도 용인시 기흥구 서천동로 22 (서천동, 힐스테이트서천) 501동~512동",24시간,제한없음
615,차지비,힐스테이트서천5단지,2,AC완속,경기도 ,용인시 ,"경기도 용인시 기흥구 서천동로 22 (서천동, 힐스테이트서천) 501동~512동",24시간,제한없음
616,차지비,힐스테이트서천5단지,3,AC완속,경기도 ,용인시 ,"경기도 용인시 기흥구 서천동로 22 (서천동, 힐스테이트서천) 501동~512동",24시간,제한없음
617,차지비,힐스테이트서천5단지,4,AC완속,경기도 ,용인시 ,"경기도 용인시 기흥구 서천동로 22 (서천동, 힐스테이트서천) 501동~512동",24시간,제한없음
618,에스트래픽,경수고속도로(주)(서수지톨게이트),1,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 성복1로 260,24시간,사업장 거주자외 출입제한
619,에스트래픽,경수고속도로(주)(서수지톨게이트),2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 성복1로 260,24시간,사업장 거주자외 출입제한
620,에스트래픽,광교상현꿈에그린(입주민 전용),1,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 수지로 17(광교상현 꿈에그린),24시간,입주민 전용
621,에스트래픽,광교상현꿈에그린(입주민 전용),2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 수지로 17(광교상현 꿈에그린),24시간,입주민 전용
622,에스트래픽,광교상현꿈에그린(입주민 전용),3,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 수지로 17(광교상현 꿈에그린),24시간,입주민 전용
623,에스트래픽,광교상현꿈에그린(입주민 전용),4,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 수지로 17(광교상현 꿈에그린),24시간,입주민 전용
624,에스트래픽,광교상현꿈에그린(입주민 전용),5,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 수지로 17(광교상현 꿈에그린),24시간,입주민 전용
625,에스트래픽,기분좋은날,1,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 양지면 남평로 188,24시간,음식점 시설 이용자로 제한
626,에스트래픽,기아오토큐 공세점,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 공세로 134(공세동 296-34),24시간,제한없음
627,에스트래픽,기흥ICT밸리 SK V1,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 기흥로 58-1(구갈동 679),24시간,제한없음
628,에스트래픽,기흥ICT밸리 SK V1,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 기흥로 58-1(구갈동 679),24시간,제한없음
629,에스트래픽,기흥ICT밸리 SK V1,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 기흥로 58-1(구갈동 679),24시간,제한없음
630,에스트래픽,기흥ICT밸리 SK V1,4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 기흥로 58-1(구갈동 679),24시간,제한없음
631,에스트래픽,기흥점 기아오토큐,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 흥덕2로 1(영덕동 545-2),24시간,회원전용
632,에스트래픽,리빙파워센터,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 신고매로 59,24시간,제한없음
633,에스트래픽,리빙파워센터,4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 신고매로 59,24시간,제한없음
634,에스트래픽,리빙파워센터,5,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 신고매로 59,24시간,제한없음
635,에스트래픽,리빙파워센터,6,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 신고매로 59,24시간,제한없음
636,에스트래픽,리빙파워센터,7,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 신고매로 59,24시간,제한없음
637,에스트래픽,무승(경동택배),1,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 포곡읍 석성로985번길 42(영문리 117),24시간,시설 상황에 따라 이용이 제한될 수 있음
638,에스트래픽,무승(경동택배),2,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 포곡읍 석성로985번길 42(영문리 117),24시간,시설 상황에 따라 이용이 제한될 수 있음
639,에스트래픽,무승(경동택배),3,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 포곡읍 석성로985번길 42(영문리 117),24시간,시설 상황에 따라 이용이 제한될 수 있음
640,에스트래픽,스타코리아,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로35번길 61(공세동 698-3),24시간,시설 상황에 따라 이용이 제한될 수 있음
641,에스트래픽,용인구성 휴먼시아 물푸레마을 7단지(입주민 전용),1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 구성로 395,24시간,시설 상황에 따라 이용이 제한될 수 있음
642,에스트래픽,용인구성 휴먼시아 물푸레마을 7단지(입주민 전용),2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 구성로 395,24시간,시설 상황에 따라 이용이 제한될 수 있음
643,에스트래픽,용인구성 휴먼시아 물푸레마을 7단지(입주민 전용),3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 구성로 395,24시간,시설 상황에 따라 이용이 제한될 수 있음
644,에스트래픽,용인구성 휴먼시아 물푸레마을 7단지(입주민 전용),4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 구성로 395,24시간,시설 상황에 따라 이용이 제한될 수 있음
645,에스트래픽,용인구성 휴먼시아 물푸레마을 7단지(입주민 전용),5,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 구성로 395,24시간,시설 상황에 따라 이용이 제한될 수 있음
646,에스트래픽,용인구성 휴먼시아 물푸레마을 7단지(입주민 전용),6,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 구성로 395,24시간,시설 상황에 따라 이용이 제한될 수 있음
647,에스트래픽,용인구성 휴먼시아 물푸레마을 7단지(입주민 전용),7,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 구성로 395,24시간,시설 상황에 따라 이용이 제한될 수 있음
648,에스트래픽,용인구성 휴먼시아 물푸레마을 7단지(입주민 전용),8,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 구성로 395,24시간,시설 상황에 따라 이용이 제한될 수 있음
649,에스트래픽,용인법무연수원,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 구성로 243용인법무연수원(34-1 법무연수원),24시간,임직원 외 출입제한
650,에스트래픽,용인법무연수원,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 구성로 243용인법무연수원(34-1 법무연수원),24시간,임직원 외 출입제한
651,에스트래픽,용인법무연수원,4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 구성로 243용인법무연수원(34-1 법무연수원),24시간,임직원 외 출입제한
652,에스트래픽,용인소방서,1,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 명지로 45용인소방서(586-7 용인소방서),24시간,제한없음
653,에스트래픽,용인소방서,2,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 명지로 45용인소방서(586-7 용인소방서),24시간,제한없음
654,에스트래픽,이케아 기흥점(회원전용),3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 신고매로 62(Korea 기흥점),10:00~22:00,부분공용
655,에스트래픽,이케아 기흥점(회원전용),4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 신고매로 62(Korea 기흥점),10:00~22:00,부분공용
656,에스트래픽,이케아 기흥점(회원전용),5,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 신고매로 62(Korea 기흥점),10:00~22:00,부분공용
657,에스트래픽,이케아 기흥점(회원전용),6,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 신고매로 62(Korea 기흥점),10:00~22:00,부분공용
658,에스트래픽,이케아 기흥점(회원전용),7,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 신고매로 62(Korea 기흥점),10:00~22:00,부분공용
659,에스트래픽,이케아 기흥점(회원전용),8,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 신고매로 62(Korea 기흥점),10:00~22:00,부분공용
660,에스트래픽,이케아 기흥점(회원전용),9,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 신고매로 62(Korea 기흥점),10:00~22:00,부분공용
661,지에스커넥트,㈜한화시스템,1,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 남사면 경기동로 491-23㈜한화시스템(창리 304-5),24시간,제한없음
662,지에스커넥트,㈜한화시스템,2,AC완속,경기도 ,용인시 ,경기도 용인시 처인구 남사면 경기동로 491-23㈜한화시스템(창리 304-5),24시간,제한없음
663,지에스커넥트,공세대주피오레2단지,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,24시간,시설 상황에 따라 이용이 제한될 수 있음
664,지에스커넥트,공세대주피오레2단지,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,24시간,시설 상황에 따라 이용이 제한될 수 있음
665,지에스커넥트,공세대주피오레2단지,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,24시간,시설 상황에 따라 이용이 제한될 수 있음
666,지에스커넥트,공세대주피오레2단지,4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,24시간,시설 상황에 따라 이용이 제한될 수 있음
667,지에스커넥트,공세대주피오레2단지,5,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,24시간,시설 상황에 따라 이용이 제한될 수 있음
668,지에스커넥트,공세대주피오레2단지,6,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,24시간,시설 상황에 따라 이용이 제한될 수 있음
669,지에스커넥트,공세대주피오레2단지,7,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,24시간,시설 상황에 따라 이용이 제한될 수 있음
670,지에스커넥트,공세대주피오레2단지,8,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,24시간,시설 상황에 따라 이용이 제한될 수 있음
671,지에스커넥트,공세대주피오레2단지,9,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,24시간,시설 상황에 따라 이용이 제한될 수 있음
672,지에스커넥트,꽃메마을한라프로방스,1,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 죽전로 111꽃메마을한라프로방스(꽃메마을 한라프로방스),24시간,제한없음
673,지에스커넥트,꽃메마을한라프로방스,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 죽전로 111꽃메마을한라프로방스(꽃메마을 한라프로방스),24시간,제한없음
674,지에스커넥트,내대지마을힐스테이트,1,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 죽전로238번길 5내대지마을힐스테이트(1373 내대지마을힐스테이트),08:00~22:00,거주자 외 출입제한
675,지에스커넥트,내대지마을힐스테이트,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 죽전로238번길 5내대지마을힐스테이트(1373 내대지마을힐스테이트),08:00~22:00,거주자 외 출입제한
676,지에스커넥트,내대지마을힐스테이트,3,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 죽전로238번길 5내대지마을힐스테이트(1373 내대지마을힐스테이트),08:00~22:00,거주자 외 출입제한
677,지에스커넥트,내대지마을힐스테이트,4,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 죽전로238번길 5내대지마을힐스테이트(1373 내대지마을힐스테이트),08:00~22:00,거주자 외 출입제한
678,지에스커넥트,내대지마을힐스테이트,5,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 죽전로238번길 5내대지마을힐스테이트(1373 내대지마을힐스테이트),08:00~22:00,거주자 외 출입제한
679,지에스커넥트,녹십자홀딩스,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 이현로30번길 107지하 주차장 전기실 부근,24시간,시설 상황에 따라 이용이 제한될 수 있음
680,지에스커넥트,녹십자홀딩스,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 이현로30번길 107지하 주차장 전기실 부근,24시간,시설 상황에 따라 이용이 제한될 수 있음
681,지에스커넥트,녹십자홀딩스,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 이현로30번길 107지하 주차장 전기실 부근,24시간,시설 상황에 따라 이용이 제한될 수 있음
682,지에스커넥트,녹십자홀딩스,4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 이현로30번길 107지하 주차장 전기실 부근,24시간,시설 상황에 따라 이용이 제한될 수 있음
683,지에스커넥트,다우기술,1,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 디지털벨리로 81다우기술,24시간,시설 상황에 따라 이용이 제한될 수 있음
684,지에스커넥트,다우기술,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 디지털벨리로 81다우기술,24시간,시설 상황에 따라 이용이 제한될 수 있음
685,지에스커넥트,다우기술,3,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 디지털벨리로 81다우기술,24시간,시설 상황에 따라 이용이 제한될 수 있음
686,지에스커넥트,동부센트러빌아파트,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 구성로 99동부센트러빌아파트(하마비마을 동부센트레빌),24시간,거주자외 출입제한
687,지에스커넥트,동부센트러빌아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 구성로 99동부센트러빌아파트(하마비마을 동부센트레빌),24시간,거주자외 출입제한
688,지에스커넥트,동부센트러빌아파트,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 구성로 99동부센트러빌아파트(하마비마을 동부센트레빌),24시간,거주자외 출입제한
689,지에스커넥트,동부센트러빌아파트,4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 구성로 99동부센트러빌아파트(하마비마을 동부센트레빌),24시간,거주자외 출입제한
690,지에스커넥트,동부센트러빌아파트,5,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 구성로 99동부센트러빌아파트(하마비마을 동부센트레빌),24시간,거주자외 출입제한
691,지에스커넥트,동부센트러빌아파트,6,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 구성로 99동부센트러빌아파트(하마비마을 동부센트레빌),24시간,거주자외 출입제한
692,지에스커넥트,마북이편한세상1차아파트,1,AC완속,경기도 ,용인시 ,"경기도 용인시 기흥구 마북로 210(마북동, 교동마을 마북 e편한세상)(마북 e편한세상)",24시간,거주자외 출입제한
693,지에스커넥트,마북이편한세상1차아파트,2,AC완속,경기도 ,용인시 ,"경기도 용인시 기흥구 마북로 210(마북동, 교동마을 마북 e편한세상)(마북 e편한세상)",24시간,거주자외 출입제한
694,지에스커넥트,만현마을10단지아파트,1,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 상현로 142(상현동, 성복역 아이파크)(성복역 아이파크)",24시간,거주자외 출입제한
695,지에스커넥트,만현마을10단지아파트,2,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 상현로 142(상현동, 성복역 아이파크)(성복역 아이파크)",24시간,거주자외 출입제한
696,지에스커넥트,만현마을10단지아파트,3,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 상현로 142(상현동, 성복역 아이파크)(성복역 아이파크)",24시간,거주자외 출입제한
697,지에스커넥트,만현마을10단지아파트,4,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 상현로 142(상현동, 성복역 아이파크)(성복역 아이파크)",24시간,거주자외 출입제한
698,지에스커넥트,만현마을10단지아파트,5,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 상현로 142(상현동, 성복역 아이파크)(성복역 아이파크)",24시간,거주자외 출입제한
699,지에스커넥트,만현마을10단지아파트,6,AC완속,경기도 ,용인시 ,"경기도 용인시 수지구 상현로 142(상현동, 성복역 아이파크)(성복역 아이파크)",24시간,거주자외 출입제한
700,지에스커넥트,벨라팰리스,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 죽현로 94벨라팰리스(보정동 1236),08:00~22:00,거주자외 출입제한
701,지에스커넥트,벨라팰리스,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 죽현로 94벨라팰리스(보정동 1236),08:00~22:00,거주자외 출입제한
702,지에스커넥트,분당수지U-TOWER,1,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767분당수지U-TOWER(분당수지 U-TOWER),08:00~22:00,거주자외 출입제한
703,지에스커넥트,분당수지U-TOWER,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767분당수지U-TOWER(분당수지 U-TOWER),08:00~22:00,거주자외 출입제한
704,지에스커넥트,분당수지U-TOWER,3,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767분당수지U-TOWER(분당수지 U-TOWER),08:00~22:00,거주자외 출입제한
705,지에스커넥트,분당수지U-TOWER,4,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767분당수지U-TOWER(분당수지 U-TOWER),08:00~22:00,거주자외 출입제한
706,지에스커넥트,분당수지U-TOWER,5,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767분당수지U-TOWER(분당수지 U-TOWER),08:00~22:00,거주자외 출입제한
707,지에스커넥트,분당수지U-TOWER,6,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767분당수지U-TOWER(분당수지 U-TOWER),08:00~22:00,거주자외 출입제한
708,지에스커넥트,분당수지U-TOWER,7,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767분당수지U-TOWER(분당수지 U-TOWER),08:00~22:00,거주자외 출입제한
709,지에스커넥트,분당수지U-TOWER,8,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767분당수지U-TOWER(분당수지 U-TOWER),08:00~22:00,거주자외 출입제한
710,지에스커넥트,분당수지U-TOWER,9,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767분당수지U-TOWER(분당수지 U-TOWER),08:00~22:00,거주자외 출입제한
711,지에스커넥트,분당수지U-TOWER,10,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767분당수지U-TOWER(분당수지 U-TOWER),08:00~22:00,거주자외 출입제한
712,지에스커넥트,분당수지U-TOWER,11,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767분당수지U-TOWER(분당수지 U-TOWER),08:00~22:00,거주자외 출입제한
713,지에스커넥트,분당수지U-TOWER,12,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767분당수지U-TOWER(분당수지 U-TOWER),08:00~22:00,거주자외 출입제한
714,지에스커넥트,분당수지U-TOWER,13,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767분당수지U-TOWER(분당수지 U-TOWER),08:00~22:00,거주자외 출입제한
715,지에스커넥트,분당수지U-TOWER,14,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767분당수지U-TOWER(분당수지 U-TOWER),08:00~22:00,거주자외 출입제한
716,지에스커넥트,분당수지U-TOWER,15,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767분당수지U-TOWER(분당수지 U-TOWER),08:00~22:00,거주자외 출입제한
717,지에스커넥트,분당수지U-TOWER,16,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767분당수지U-TOWER(분당수지 U-TOWER),08:00~22:00,거주자외 출입제한
718,지에스커넥트,분당수지U-TOWER,17,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767분당수지U-TOWER(분당수지 U-TOWER),08:00~22:00,거주자외 출입제한
719,지에스커넥트,분당수지유타워,1,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),24시간,거주자외 출입제한
720,지에스커넥트,분당수지유타워,2,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),24시간,거주자외 출입제한
721,지에스커넥트,분당수지유타워,3,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),24시간,거주자외 출입제한
722,지에스커넥트,분당수지유타워,4,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),24시간,거주자외 출입제한
723,지에스커넥트,분당수지유타워,5,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),24시간,거주자외 출입제한
724,지에스커넥트,분당수지유타워,6,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),24시간,거주자외 출입제한
725,지에스커넥트,분당수지유타워,7,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),24시간,거주자외 출입제한
726,지에스커넥트,분당수지유타워,8,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),24시간,거주자외 출입제한
727,지에스커넥트,분당수지유타워,9,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),24시간,거주자외 출입제한
728,지에스커넥트,분당수지유타워,10,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),24시간,거주자외 출입제한
729,지에스커넥트,분당수지유타워,11,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),24시간,거주자외 출입제한
730,지에스커넥트,분당수지유타워,12,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),24시간,거주자외 출입제한
731,지에스커넥트,분당수지유타워,13,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),24시간,거주자외 출입제한
732,지에스커넥트,분당수지유타워,14,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),24시간,거주자외 출입제한
733,지에스커넥트,분당수지유타워,15,AC완속,경기도 ,용인시 ,경기도 용인시 수지구 신수로 767(동천동)(분당수지 U-TOWER),24시간,거주자외 출입제한
734,지에스커넥트,삼성래미안아파트,1,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 한보라1로64번길 22삼성래미안아파트(450 삼성래미안아파트),08:00~20:00,거주자외 출입제한
735,지에스커넥트,삼성래미안아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 한보라1로64번길 22삼성래미안아파트(450 삼성래미안아파트),08:00~20:00,거주자외 출입제한
736,지에스커넥트,삼성래미안아파트,3,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 한보라1로64번길 22삼성래미안아파트(450 삼성래미안아파트),08:00~20:00,거주자외 출입제한
737,지에스커넥트,삼성래미안아파트,4,AC완속,경기도 ,용인시 ,경기도 용인시 기흥구 한보라1로64번길 22삼성래미안아파트(450 삼성래미안아파트),08:00~20:00,거주자외 출입제한
738,지에스커넥트,삼성쉐르빌아파트,1,AC완속,경기도 ,용인시 ,경기도 용인시 포곡읍 포곡로 159103동 지하 2층 A20번기둥 부근(둔전리 449번지),24시간,거주자외 출입제한
739,지에스커넥트,삼성쉐르빌아파트,2,AC완속,경기도 ,용인시 ,경기도 용인시 포곡읍 포곡로 159103동 지하 2층 A20번기둥 부근(둔전리 449번지),24시간,거주자외 출입제한
